"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","leaf_FLT_Rep1","leaf_FLT_Rep2","leaf_FLT_Rep3","leaf_GC_Rep1","leaf_GC_Rep2","leaf_GC_Rep3","root_FLT_Rep1","root_FLT_Rep2","root_FLT_Rep3","root_GC_Rep1","root_GC_Rep2","root_GC_Rep3"
"4297","AT4G11050",NA,-1,3.91512598752735,3.00132081651236,3.00265752938261,7.19638320425109,6.94360747628271,7.39162133144636,3.46393715254428,4.46624049343959,4.17204554794947,7.43338779188078,7.44493676518125,7.63448104174774
"4298","AT4G11060",NA,-1,7.61090087488318,6.96834029076511,7.03857132026368,7.71474018797395,7.37302423893931,7.88899532638478,7.00685328856916,7.21754679888107,7.36898203892368,7.72356721244045,7.55533579128239,7.568407713683
"4299","AT4G11080",NA,-1,7.1606507602121,7.12150558166253,7.18507303678816,7.62346098784961,7.574248194215,7.95363490942825,7.31067591263869,7.21754679888107,6.83552030250695,7.97639850125529,7.92204766843601,7.85989733636405
"4300","AT4G11100",NA,1,9.72884179700252,9.57058259768835,9.59586972319809,4.57377544274081,4.94466986385648,4.15578894617042,9.60136190982771,9.50212704044695,9.49255865492089,4.30735228671243,4.15840089900959,4.79287358498972
"4301","AT4G11120",NA,-1,9.35766353079485,9.13447857604137,9.01649633881371,9.61781022108931,9.6930131198943,9.93461467371294,9.29474103847556,9.302885525977,9.54767569516045,9.73003534972506,9.639876340754,9.94460884307146
"4302","AT4G11130",NA,-1,7.34185767529153,7.66792436065034,7.56744041427177,7.98113023235708,8.22282250883876,8.01550210472402,7.32882549269574,7.65920423751126,7.52622859817914,8.11644474386721,8.06220279012091,8.07080385687201
"4303","AT4G11175",NA,1,9.6441573616263,9.30868544433836,9.27440248870407,6.13707243404192,6.01210050181867,5.84104310028695,9.80470363214553,9.60259929047467,9.73742267974626,5.71106246633644,5.79358586175077,5.91494313392595
"4304","AT4G11190",NA,-1,4.867657260249,4.17197908273377,4.39661763955145,10.9595717297657,10.6410327815011,10.8728622694011,3.58968223328991,4.46624049343959,4.58723439563408,10.8011785426858,10.9306403979583,10.6861701121074
"4305","AT4G11210",NA,-1,3.17616824732323,2.80848712451539,2,9.06348065922664,8.4689601999401,9.21074029049877,2.58732429706221,3.00416479619983,2.80852377199432,9.00980378281052,9.08856256025672,8.72134249297066
"4306","AT4G11220",NA,-1,9.59800012217049,9.41625288163759,9.33395212637747,10.3885511107564,10.242940333382,10.308286044434,9.87586618747257,9.7310858746403,9.91859394719438,10.4309582862215,10.4104255958615,10.4333197882876
"4307","AT4G11230",NA,-1,4.2567914330327,4.39445528203376,4.17405682351145,6.86966560778293,6.98940009524049,7.03763268108921,4.09287535168555,3.32692440950797,3.17143999550176,7.24902042493946,7.31645358847618,7.40134123258029
"4308","AT4G11290",NA,-1,9.30576803165897,8.69261284635491,8.87562958864632,10.2720105628876,10.919816709893,10.9374862967698,8.39930723557269,8.32109623257567,8.04707870196945,10.7316691851554,10.6908344180585,10.7546193014813
"4309","AT4G11320",NA,-1,9.50100425225281,8.62466546227569,8.55984263565535,13.6973755433642,13.8863379899241,13.4887331687812,7.43317446182491,7.58557273208532,8.36901504940677,13.596242772639,13.7782657482195,13.6629060419736
"4310","AT4G11350",NA,-1,5.53380835578876,5.21180857205116,5.91184736398179,7.25370216978231,7.3291780684535,7.48205009905108,6.38177313989365,5.09480438889019,5.97983285190661,7.41680975745454,7.48534167479345,7.68385768021761
"4311","AT4G11360",NA,-1,9.50701157703359,9.84183269325259,9.82706072698489,9.61234226698468,9.62392318105367,8.95922477949274,7.63628787861116,7.6734900897935,7.77086020051798,9.13163351372805,9.24029249639981,8.98884781681865
"4312","AT4G11400",NA,-1,3.17616824732323,2.80848712451539,2.32299169415158,3.57601980490521,4.16142085592214,4.79176859347703,3.91208145331886,4.00624269433334,4.25007992409249,4.62854771119949,4.44730633891791,4.98521541730371
"4313","AT4G11450",NA,-1,7.0220991660828,6.6890385014474,6.85061584945421,8.2394075230975,8.14908182418223,8.32632081531551,6.85231840760785,7.20776425299815,7.01386865531699,8.42491161342136,8.31626840422061,8.33202774452502
"4314","AT4G11530",NA,-1,6.25855770044664,6.13177269053045,6.70554601418431,7.71474018797395,7.68275607027722,7.39162133144636,5.78792024296562,6.434196554877,6.42886393024471,7.63317410578081,7.62209061007543,7.5303491449618
"4315","AT4G11550",NA,-1,4.65328555024125,4.32404082126412,3.17287750991345,5.71550386986621,4.4504843266637,5.44289523021324,4.00530861496057,4.53043646059963,3.32356421977188,5.26904104958951,5.57137080099504,5.47645508873799
"4316","AT4G11570",NA,1,10.6871481726462,11.0953927342879,11.0332060149275,8.52198597961085,8.53606880179325,8.19636527692219,11.5515458939353,11.0817743636017,11.1751486338187,8.4082353256314,8.52835802441461,8.48710405936015
"4317","AT4G11600",NA,-1,9.4561691752893,9.31323658907374,9.29067841390252,10.4253958331504,10.2558790677934,10.3026573292436,9.44997676191884,9.61004569590003,10.0361384522232,10.3160872796294,10.5018919772652,10.509636274627
"4318","AT4G11610",NA,-1,2,2,2,7.21574366631522,6.96668546621635,7.25839649330898,2,2,2.32247367604027,7.45790304067581,7.09412288994301,7.4672867182432
