"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","FLT_Rep1","FLT_Rep2","FLT_Rep3","GC_Rep1","GC_Rep2","GC_Rep3","LN2_Rep1","LN2_Rep2","LN2_Rep3","RNAlat_Rep1","RNAlat_Rep2","RNAlat_Rep3"
"29","AT1G08930",NA,-1,10.3593429191349,10.930612700669,10.6347265567674,11.2678373790984,11.0309750350877,11.2593597173342,11.5653684201874,11.7813626821613,13.0817306510996,10.7024309936789,13.0082123149805,10.9516948332618
"30","AT1G08940",NA,-1,6.68866814017231,7.01068382145376,7.10077730333574,7.62092110461075,7.57258596057127,7.60753138656374,7.75202000771121,7.86232471074848,8.45851056890629,7.35971410451336,9.69168958813565,7.31004499216999
"31","AT1G08990",NA,-1,6.01942052348349,6.27724291969667,6.23281680774679,6.60599231122832,7.06222626856718,6.90708903676053,6.94479976638664,7.71307446406358,6.88991714910437,7.4875119767189,6.62018365837907,7.3192075300623
"32","AT1G09090",NA,-1,7.18357902568752,6.68302163599157,6.97809364637368,8.91917721130407,7.98387781553935,8.51983929904225,7.09909603296729,7.99757199173841,8.15487101780501,7.85921400739808,9.37415481105063,7.73662607957852
"33","AT1G09460",NA,-1,9.03429727704116,9.19830384872234,9.40608329091708,9.81527634079913,10.5151890721232,10.351143836315,9.61055852866561,9.80883976957597,10.0744321945397,10.4265088585024,10.5582982426749,10.2129883553186
"34","AT1G09970",NA,-1,11.1706626896501,11.7796124351833,11.7944969419218,12.7235846257187,12.3075256207077,12.32607270411,11.9786284230873,12.2308283136558,12.6356286494219,12.4392554185813,13.7329045725751,12.6453996533767
"35","AT1G10070",NA,-1,6.16469511101853,6.36804319301434,6.34539085622292,8.15599838942098,9.16546190370641,8.72130252649302,9.31453052906693,9.17178543230957,9.77958651496708,9.15207623691307,10.4304655453721,9.43569355723507
"36","AT1G10370",NA,1,8.96229632302808,8.95638185196868,9.14345210411886,7.11468144712278,7.187803301987,7.34005021797237,7.17046703462174,6.98076280833367,6.5801027938289,7.92089180886122,7.67177039663761,8.49946520170294
"37","AT1G10380",NA,-1,6.14481596372759,7.66186021246748,7.81214660314235,8.30546805789705,8.78308945605995,8.53547844694131,8.05113107684454,8.58061963166196,8.33484135091333,9.03143395709339,8.48850476611131,8.5431316733473
"38","AT1G10460",NA,-1,4.37082225685945,4.81681191331562,4.26745234808898,5.13490018886392,5.66077978013491,5.12946484091958,6.12012886658494,6.51573835224141,6.35272843227566,5.90163497947367,6.20981071142038,5.99210557559822
"39","AT1G10480",NA,-1,5.36827222856734,7.03305691703314,6.60862939675656,6.91302007582106,7.53368632387862,7.1998720427419,6.29456319075591,6.96936009530333,7.74991020832883,7.17966907739977,8.24485727097977,7.42484585146085
"40","AT1G10522",NA,1,12.1107354897708,12.5133541538888,12.632232944822,11.1285099260237,10.39228345294,10.8527343488031,12.1179698577484,10.4440844297554,10.9621650389488,10.1939705647927,10.1243478303601,8.91353875611136
"41","AT1G10960",NA,1,12.2840341826811,12.9304434994315,12.9452134575646,12.2063140069219,12.2636263961813,12.2646477168049,11.4507589081204,10.9233128033316,11.014529146656,11.6610349640234,11.0175687299463,11.4859535320924
"42","AT1G11080",NA,-1,3.15520795721562,2.81209116659759,4.26745234808898,5.64969036153279,4.71601219715682,5.2096364576938,5.200795522011,6.10081970951429,6.29896658504453,4.1030606911661,5.85255314693713,4.09958011888815
"43","AT1G11100",NA,-1,5.67590361671355,5.91718521593781,6.11070942847522,6.363583741338,6.9004094890364,6.76838207541863,7.23847308189699,7.03646245563433,7.37875460074657,6.92657988180249,8.22542293419768,7.43330959640618
"44","AT1G11260",NA,-1,10.7358441222211,10.8982245625069,10.8311820905236,11.7798844960494,12.1167303298757,11.7592609857294,11.60822813849,12.0283446491977,12.2186329543163,11.9380875658426,12.1322530218646,11.5171431894738
"45","AT1G11450",NA,-1,5.26155334077521,5.09719704302615,5.57719132400792,6.59103925171424,6.083383946788,6.9888835050603,6.27619098420757,6.60686440843991,6.76329937525721,5.92590539519973,5.82699173418466,6.05926522447111
"46","AT1G12010",NA,-1,5.14630512507542,6.69710100486092,7.21384093357365,9.16364299400297,8.48170320971822,8.88589992091302,7.54508532826403,7.99757199173841,8.34813759814177,8.09152511347474,7.27797550595364,7.43330959640618
"47","AT1G12100",NA,1,4.06716613081085,3.46645863924776,3.71757570743038,4.00475789377519,2.81526328813782,3.45956225694828,2,2.32029575485501,2,3.18127349950523,2,2.32510707024018
"48","AT1G12200",NA,-1,7.85037409760325,8.12981015194363,8.5558039552808,9.29401226742049,8.62552879291062,8.85507189334161,8.87606795047067,8.28194344753516,9.4868099496208,9.07549385188409,10.9810961214719,9.16546156633313
"49","AT1G12220",NA,-1,5.85786226400057,6.16015525423867,6.44981297128734,6.8641032024589,6.98358541934362,6.4431393416327,6.78505612480735,6.70637776463722,6.82799688880054,7.32363220563877,7.82811651346288,7.30082389098297
"50","AT1G12370",NA,1,5.06401805932246,5.2953022476209,5.27003580800493,3.91154292870381,4.53876706650632,4.00015396533604,4.31416467614652,4.16356661118999,3.3188874124434,5.01783368872912,3.71510547654027,4.87163377783078
