Analysis.Id,50kPa_notsuppO2_Rep1,50kPa_notsuppO2_Rep2,50kPa_notsuppO2_Rep3,50kPa_suppO2_Rep1,50kPa_suppO2_Rep2,50kPa_suppO2_Rep3,97kPa_CTRL_Rep1,97kPa_CTRL_Rep2,97kPa_CTRL_Rep3
AT1G10630,9.174842347,9.131720347,9.122868514,9.197425521,9.043168223,9.208395044,9.187244456,9.150473032,9.150473032
AT1G10640,3.375680554,3.583978493,3.014546794,2.82366128,3.129825356,2.756554487,2.751418914,3.014546794,3.014546794
AT1G10650,5.608526734,5.543651966,5.667474213,5.634536824,5.331460903,5.558362816,5.751523875,5.648144595,5.605687619
AT1G10660,4.480220911,4.5849588,4.283126998,4.313015096,4.444481332,4.480220911,4.501788978,4.613877914,4.531779954
AT1G10670,8.405883503,8.624847951,8.409161696,8.378262151,8.381373877,8.409161696,8.444100971,8.419747436,8.251309371
AT1G10690,3.146397462,3.174562636,3.174562636,3.117865958,3.112514441,3.263686934,3.267450593,3.178864532,3.49863006
AT1G10700,3.936142473,3.992032721,3.992032721,3.941933283,3.84709895,3.98230232,3.880078565,4.027024468,4.204162179
AT1G10720,3.829934766,3.812874354,3.938578213,3.789814632,4.087692915,4.085881788,3.838641088,4.007846545,3.968300918
AT1G10730,3.55392771,3.656275336,3.516692967,3.17618457,3.509945698,3.45486966,3.595819029,3.556376734,3.658596038
AT1G10740,4.809944268,5.131418785,4.950921486,5.134629071,4.756727521,4.854827465,4.982004046,4.938792369,4.938792369
AT1G10750,5.284628287,5.634418338,5.578650543,5.660156359,5.578650543,5.383392226,6.044005769,5.631899622,5.494181264
AT1G10760,6.131902868,6.455815519,5.822817513,5.619295987,6.089253095,5.675371556,5.894846758,6.097128072,6.32828922
AT1G10780,4.789450611,4.872235229,4.851845054,5.046626711,4.978666112,4.954454382,4.851845054,4.82933408,4.748400328
AT1G10800,4.371696756,4.369265434,4.24733551,4.30040944,4.604239928,4.30027326,4.369265434,4.418906167,4.841819713
AT1G10810,4.014197529,3.603108741,3.890198122,4.161030591,4.060064702,4.182590323,3.939620228,4.012273872,3.90689199
AT1G10830,4.410111637,4.451302513,4.399960196,4.073056326,4.609487364,4.105283002,4.106351115,4.131041636,4.309295224
AT1G10840,7.875504706,8.002750605,7.754597242,8.163075858,7.995053439,7.881371066,7.896145489,7.86366243,7.745868865
AT1G10850,4.79372785,4.876646248,4.511223555,4.908509266,4.841819713,5.253868126,4.841819713,4.848451113,4.841819713
AT1G10870,4.388139792,4.067807546,4.287613342,4.458348632,4.432451905,4.387311191,4.096168444,4.488539981,4.353024373
AT1G10900,5.550782057,5.507278855,5.396029597,5.692066381,5.693684793,5.931282746,5.713679062,5.697095404,5.348785029
AT1G10910,5.224995814,5.655396064,5.512230676,5.429675044,5.429675044,5.292336693,5.568807423,5.394344414,5.137985653
AT1G10920,2.417422425,2.447831167,2.556346751,2.794781023,2.538035764,2.447474724,2.564104305,2.538035764,2.665310778
AT1G10930,2.857348956,2.694922147,2.774717129,2.913025444,2.709997326,2.819798546,2.488745946,2.677844122,2.808211429
AT1G10940,4.550612134,4.561153013,4.969450305,4.592202967,4.31437423,4.375249839,4.802105144,4.785236205,4.631972038
AT1G10950,8.426180916,8.451323471,8.51544308,8.576784975,8.377533274,8.578055397,8.574410118,8.526344584,8.238881877
AT1G10960,9.920955062,10.45578353,10.13952003,9.852956648,10.32622019,9.720598679,9.66925794,9.817198238,9.990094716
AT1G10970,6.134396449,6.148310466,6.279806535,6.05694453,6.154946388,6.320188077,5.976789076,6.055315735,6.127479312
AT1G10990,5.31113455,5.323742366,5.226813501,4.908509266,4.502865532,4.283799878,4.538662801,4.422735106,4.547213614
AT1G11000,4.606878546,4.496641026,4.335989994,5.018352261,4.728773788,4.667451336,4.344885592,4.445036534,4.17372251
AT1G11020,5.138193645,5.030021517,5.250501246,5.138193645,5.326957171,5.168103146,5.053151792,5.116320645,5.138193645
AT1G11050,3.280109548,3.07561028,3.205421481,3.267276179,3.280109548,3.317350388,3.010413069,3.369050967,3.533441404
AT1G11060,3.890485139,3.822794669,3.786996959,3.827096565,3.419838413,3.948360889,4.018645282,3.952739639,3.822794669
AT1G11080,2.555047442,2.969672116,3.288243039,3.094502352,2.825485327,3.023955044,3.400669706,3.400669706,3.233012629
AT1G11090,4.191173052,4.098337519,4.167738144,4.191173052,4.328466712,3.933085841,4.260097553,4.3774363,4.218850846
AT1G11100,3.111752743,2.876722234,3.052838795,2.976610007,3.034522138,3.105542289,3.034522138,3.140665299,3.019142596
AT1G11125,3.842343281,3.900782662,3.958507032,3.692866827,3.865904822,3.621550708,4.014336254,4.040049186,3.955860316
AT1G11130,4.989961698,5.124811634,5.294104932,5.385938974,5.452693417,5.344274148,5.460262827,5.097023062,5.303059771
AT1G11160,2.469254502,2.410452535,2.469254502,2.469254502,2.470781197,2.558049026,2.469254502,2.469254502,2.469254502
AT1G11170,2.769052534,2.634677232,2.556346751,2.607631139,2.607664058,2.629190872,2.859179128,2.766204864,2.740629689
AT1G11180,6.48723463,6.389778645,6.272776872,6.316526924,6.32695636,6.506694931,6.34893568,6.39065284,6.448569701
AT1G11190,3.320051103,3.320051103,3.235490733,3.406071669,3.117105071,3.320051103,3.327285784,3.584640175,3.28317979
AT1G11200,4.640366438,4.855723751,4.432922484,4.664743894,4.674727943,4.599087288,4.572319909,4.554541069,4.655473172
AT1G11210,2.707362152,2.608344076,2.80394139,2.703364219,2.796663365,2.900806336,2.694064907,2.707362152,2.937899564
AT1G11220,3.046877872,3.114344933,2.996221968,3.083669745,3.365061197,3.055858124,3.215518037,2.870511513,3.233012629
AT1G11240,7.321741549,7.161266349,7.299323851,7.552219021,7.349472774,7.254612479,7.333196043,7.285039158,7.321741549
AT1G11260,5.923084805,5.737307701,5.536235145,5.600779455,5.824912605,5.881845246,5.69866978,5.54642918,5.669913178
AT1G11270,3.70787878,3.866039136,3.744034012,3.836675641,3.779848512,3.675636657,3.801139055,3.837094653,3.634790358
AT1G11280,3.076143737,3.051572322,3.189703374,3.110088907,3.116563507,3.1040317,2.839872236,2.942640418,3.39198169
AT1G11290,2.909273779,3.030122047,3.360876199,3.030122047,3.182231227,2.873735489,3.030122047,2.937144673,3.052339573
AT1G11310,6.083855271,6.22002078,6.43689346,5.844260417,6.252785726,5.965858161,6.040882692,5.899696121,5.994696571
AT1G11320,3.380352399,3.472747225,3.4233626,3.512347364,3.820331186,3.573646363,3.525427597,3.592473274,3.512347364
AT1G11330,4.152632954,4.363618028,4.431338444,4.068021583,4.254631381,4.061198983,4.33500325,4.289778035,4.22790043
AT1G11350,2.45607628,2.560727744,2.690517064,2.772194645,2.458149711,2.450630607,2.540088563,2.547544107,2.685698853
AT1G11360,4.950370896,5.013961379,5.00511151,4.950370896,5.039991239,4.738151664,5.009072956,4.942952279,5.057176625
AT1G11380,4.746833487,4.607132033,4.461307774,4.790058416,4.62501616,4.986111232,4.843337245,4.790058416,4.947921067
AT1G11390,4.413677332,4.651283739,4.518343699,4.950370896,4.667264392,4.613258512,4.651283739,4.511372988,4.513390213
AT1G11400,4.374042284,4.438049775,4.41189325,4.238439503,4.642561247,4.029007221,4.435441276,4.52097323,4.316357995
AT1G11410,2.372051525,2.540088563,2.756791468,2.511443112,2.97446686,2.469182277,2.540088563,2.5492257,2.893737481
AT1G11420,3.795503295,4.070111715,3.866767331,4.011417865,3.562554468,3.855928519,4.373821388,4.249920293,3.508099923
AT1G11430,7.865683802,7.912599059,7.62467726,7.522534208,7.822564119,7.346872025,7.08123209,7.309948597,7.385930839
AT1G11440,4.239738584,4.172232276,4.239738584,4.096412221,4.30944892,4.284837893,3.987608265,4.239738584,4.388333806
AT1G11450,5.345024499,4.810325683,5.041957255,4.843328589,5.091668776,4.781147127,5.254813064,5.412467552,4.925803107
AT1G11480,6.604466733,6.588856942,6.531494524,6.585653316,6.790142064,6.711651541,6.799550849,6.606279168,6.663455327
AT1G11540,5.333719562,4.98378385,5.20602644,5.034069537,5.467852197,5.442296244,5.044362836,5.229373491,5.365858198
AT1G11545,8.257554518,7.824988585,7.819328179,8.045616379,7.945409607,7.895608199,7.980134955,8.013294172,7.82430379
AT1G11570,2.427520215,2.965012251,2.65292599,2.65292599,2.65292599,2.391974175,2.955583552,2.743402852,2.902283813
AT1G11580,9.373939402,9.249878777,9.296127493,8.961766138,8.709318905,9.061309355,9.29977769,9.27530039,9.24025855
AT1G11630,4.146543454,3.948708615,3.867818779,4.005622988,4.005622988,3.881957449,4.022406504,4.177243112,3.99998725
AT1G11650,7.570529924,7.690064164,7.532854067,7.18717147,7.578855814,7.448190132,7.363028738,7.491271198,7.433477
AT1G11660,6.704950641,6.633557182,6.54151433,6.666936151,6.628625895,6.793185683,6.740989436,6.609817027,6.825015761
AT1G11670,5.385651388,5.356326889,5.234463146,5.576372259,5.379238405,6.165496204,5.348330702,5.064695613,5.379238405
AT1G11680,7.457895036,7.344667788,7.094421676,7.283361301,7.135299432,7.225933453,7.005671037,6.893792875,7.095002889
AT1G11700,2.406962254,2.763719373,2.743405096,2.355465757,2.567415845,2.567415845,2.490948851,2.486610425,2.567415845
AT1G11710,1.986035873,1.957850363,1.974404641,1.95342008,1.917910007,2.082648987,1.957850363,1.776180909,1.924358777
AT1G11720,4.014197529,4.376321046,4.014197529,4.174655266,4.014197529,3.785040939,3.664641278,3.726170966,4.027559495
AT1G11730,3.296896523,3.515983393,3.515983393,3.4751653,3.514671957,3.570676517,3.732819775,3.515983393,3.564813954
AT1G11740,3.62751124,3.124014862,3.475779354,3.615421242,3.615421242,3.779706009,3.481178438,3.281479009,3.918717719
AT1G11750,5.807330556,5.828906781,5.537348588,5.62497786,5.973749716,5.547114873,5.445453833,5.391521999,5.39429319
AT1G11755,3.06793964,3.06793964,3.06793964,3.021561616,3.079726018,3.173279229,3.135276584,2.997575965,2.988929722
AT1G11780,3.651527083,3.584879286,3.68428615,3.797888128,3.679986423,3.847304072,3.749145992,3.715505971,3.715505971
AT1G11790,5.226813501,5.271132141,4.950405038,5.215107101,5.366303211,5.226813501,5.124954518,5.279190574,5.393526614
AT1G11800,4.545976068,4.525115423,4.499924057,4.510924814,4.582034363,4.330911477,4.53557774,4.527809162,4.47054297
AT1G11820,6.438540182,6.766719436,6.436320475,6.351745056,6.54798789,6.436320475,6.438540182,6.451732886,6.438540182
AT1G11840,8.901072639,9.093583009,8.823504224,8.549355187,8.637295726,8.46768589,9.146970432,8.989299141,8.792837255
AT1G11860,6.945229965,7.338011761,6.978696242,6.849406928,6.737136625,6.849406928,6.52221641,6.849406928,6.784436823
AT1G11870,4.212338565,4.52269151,3.880220631,4.193152054,4.100279691,4.142363547,4.216407824,4.277293079,4.144146344
AT1G11880,3.950706896,3.209297053,3.660508949,3.660508949,3.510696316,3.676160712,3.799329156,3.868486464,3.713116221
AT1G11890,6.692733763,6.608245945,6.658161806,6.840190781,6.692733763,6.797985302,6.83248227,6.633319912,6.692733763
AT1G11900,2.374601925,2.297507752,2.519764691,2.452497238,2.896060542,2.285496747,2.422681118,2.286668918,2.589562141
AT1G11910,7.993607578,8.125999097,7.906247852,7.658614425,7.96151459,8.076689571,7.993689222,7.993607578,8.062724413
AT1G11915,2.565132217,2.410449435,2.675883937,2.565132217,2.672425568,2.538311706,2.565132217,2.623447747,2.609403423
AT1G11920,2.91394826,2.753673906,2.936119199,2.89975303,2.781429006,2.820426483,2.697631267,2.958917344,2.802738623
AT1G11930,5.187892662,5.498521715,5.244247065,5.008899966,5.08779805,5.301434164,5.388689482,5.40043806,4.862205967
AT1G11940,2.964519639,2.964519639,2.964519639,3.177643555,2.660548167,3.105542289,2.964519639,3.132386058,2.964519639
AT1G11950,2.309099011,2.477189997,2.361680711,2.508421866,2.544643252,2.769012106,2.508421866,2.535277007,2.370500405
AT1G11960,3.403077633,3.387807975,3.120760768,3.463682893,3.228710733,3.416201213,3.546129553,3.501147553,3.310842424
AT1G12000,7.527213438,7.684564597,7.416759258,7.759635258,7.615375272,7.7673811,7.647875196,7.553300092,7.725995635
AT1G12010,2.927537992,2.913221976,3.400579914,3.117302399,3.100505716,2.873735489,3.178864532,3.117302399,3.846403688
AT1G12020,4.236240692,4.179358248,4.324308026,4.267366845,4.387226918,4.179358248,4.008756096,4.033831406,4.074168118
AT1G12040,4.931081054,4.967873435,4.976442852,4.873003615,4.820388593,5.925508457,5.560313596,4.967873435,4.58443592
AT1G12050,5.542479547,5.674028149,5.479604819,5.804375379,5.613773851,5.672172932,5.791053036,5.672172932,5.684311377
AT1G12070,2.184005293,2.627337862,2.797223455,2.73530977,2.548673995,2.723509446,2.548673995,2.374647033,2.118399989
AT1G12080,8.631101781,8.291284151,8.722083986,8.315679351,8.319767213,8.411715589,8.697472907,8.717425247,8.452153742
AT1G12090,9.716480649,9.5604669,8.988260427,9.426100652,9.340190692,9.766641871,8.52264989,8.893579168,8.965739694
AT1G12100,3.284432623,3.03977893,3.325136863,2.798015663,2.74082396,2.839851611,2.232090241,2.677787463,2.622682321
AT1G12110,6.520097098,6.290645046,6.520210395,5.415171739,6.231103615,6.089380008,5.996510123,5.927918728,5.883156253
AT1G12120,5.848924232,5.984044621,6.163201057,6.083277891,6.206134106,6.078272551,6.179822489,6.041534602,5.887068192
AT1G12140,6.216182818,6.314472908,6.002317255,5.988239182,6.104323596,5.836018974,6.505298477,6.512550609,6.216182818
AT1G12150,2.29375335,2.234697382,2.366828674,2.338173921,2.338173921,2.338173921,2.338173921,2.409039827,2.338173921
AT1G12160,4.9136134,4.371271137,4.852954593,5.123290306,4.873177629,5.031596031,4.633899972,4.780526485,4.76247977
AT1G12200,5.53601415,5.610463656,5.880822162,5.400945995,5.408381284,5.623196646,6.091262151,6.223010816,5.865119409
AT1G12210,2.248124158,2.254970692,2.085682044,2.218646743,2.248124158,2.186046191,2.102515902,2.292584981,2.543560983
AT1G12220,2.34641646,2.269033292,2.340158192,2.284967339,2.271173533,2.340158192,2.467955692,2.459564733,2.340158192
AT1G12230,6.890519401,6.91575534,6.780534176,7.032365627,6.941648142,7.075768494,6.929120665,6.947997735,7.122885249
AT1G12240,5.645823063,5.285916998,5.28591142,5.887674392,5.242285433,5.61405877,5.255207825,5.303995582,5.285916998
AT1G12250,4.375560391,4.637324667,4.466590369,4.336890772,4.643313527,4.25675209,4.191312067,4.251583434,4.375812072
AT1G12260,2.312266976,2.476419208,2.606520183,2.666645982,2.720031377,2.572732391,2.717528918,2.533023756,2.685964222
AT1G12270,6.949558414,7.139033033,6.882388159,7.179150303,6.841484079,7.125999456,6.896081001,6.946029912,6.97162365
AT1G12280,2.820933615,3.015672422,3.365942534,2.473327073,3.017220009,2.993200862,3.290604232,3.164820987,3.107970561
AT1G12310,8.768409982,8.529717915,8.535563139,8.582001361,8.697571044,8.577392661,8.554740683,8.561719883,8.596107595
AT1G12320,1.953007808,2.207674247,2.223541827,2.170853905,2.244394463,2.430196862,2.379698167,2.356782208,2.34705174
AT1G12330,3.320051103,3.77403518,3.613155571,2.970977851,3.646512599,2.7464319,2.990439847,3.027149126,2.665410571
AT1G12360,5.814812248,5.81013772,5.64439657,5.814812248,5.671765037,5.814812248,6.027465044,5.868483238,5.814812248
AT1G12370,2.824763639,2.975274434,3.120760768,2.905323321,3.018982421,2.77553074,3.090350324,2.912244381,2.811129663
AT1G12400,3.410355939,3.313709411,3.320051103,3.474507019,3.410355939,3.52543556,3.542053364,3.410355939,3.260333981
AT1G12410,6.749196341,6.698257237,6.468716919,6.32048413,6.719662789,6.361598559,6.137655129,6.357501792,6.202369903
AT1G12430,5.877367838,5.973748545,6.085372282,5.763123642,5.893660489,5.577208396,6.148497594,5.973748545,6.041510255
AT1G12450,4.130626971,4.253450743,4.17372251,4.178734543,3.880220631,4.145088279,4.17372251,4.290060539,4.185641566
AT1G12460,3.81719727,4.086854643,3.884489291,4.086854643,3.773571549,3.88381812,3.88381812,3.872902333,3.718622179
AT1G12470,4.948875538,5.091753371,5.091753371,5.118047495,4.710825832,5.091753371,5.255583559,5.347282379,5.091753371
AT1G12480,2.354283422,2.254357045,2.077437659,2.335457688,2.335457688,2.126246735,2.265748223,2.469254502,2.345010683
AT1G12500,5.451980288,5.397914012,5.278985855,5.574283586,5.397515115,5.449410448,5.590868693,5.535666138,5.49965415
AT1G12520,5.931358041,6.120469325,6.026125175,6.09191916,6.167203815,6.186557372,6.090914632,5.872239552,6.188909714
AT1G12530,5.822625337,5.579094165,6.055500359,6.016279319,6.047339199,5.950437052,6.080019569,5.928185193,5.933136718
AT1G12550,4.180947373,4.483342544,4.354546377,4.502472866,4.721225231,4.64801992,4.56936311,4.316370465,4.59994017
AT1G12560,4.702514161,3.937704576,4.201720632,4.111235883,4.325744698,4.849063036,3.977973878,4.325744698,4.368804764
AT1G12580,4.882130645,5.014279009,4.973936608,4.841819713,4.841819713,4.885868036,4.901625415,4.901625415,4.901625415
AT1G12600,2.884606366,2.829443993,2.65292599,3.085072607,2.884606366,3.071305504,2.821405824,2.884606366,2.957842207
AT1G12620,2.615599979,2.447474724,2.386700549,2.447474724,2.549241786,2.447474724,2.312482489,2.447474724,2.439863067
AT1G12640,6.248801421,5.993504454,5.718251559,6.301950927,6.13707952,6.491641543,6.202063132,6.13707952,5.701937172
AT1G12650,6.194216545,5.989329671,6.155555045,5.966076165,6.005279537,5.989329671,5.989329671,5.840774741,5.620441081
AT1G12680,3.81719727,3.946856429,4.074050209,4.222264174,4.023169293,4.255415286,3.958049153,4.187651984,4.20876028
AT1G12700,2.08896131,2.069534634,1.98851485,2.134016265,2.091920173,2.053298562,2.069534634,1.995402454,2.13745999
AT1G12710,3.921788102,3.958275251,3.901008114,3.842862744,3.632493172,3.990090449,3.977853718,3.758185454,3.967049855
AT1G12730,3.361668265,3.303887349,3.349739199,3.493489318,3.117302399,3.263598713,3.336624612,3.497515421,3.601682657
AT1G12740,3.324321671,3.051572322,2.944933516,3.178552093,3.210885442,3.062265106,3.087957929,3.157543882,2.844401548
AT1G12750,6.184575236,6.271526866,6.255467279,6.15722303,6.29535402,6.02535755,6.279821087,6.201446138,6.304575868
AT1G12775,2.582569254,2.633894579,2.582569254,2.572620739,2.620909558,2.582569254,2.582569254,2.517938662,2.459974441
AT1G12780,4.211592794,4.404774669,4.900513867,4.501772309,4.699166678,4.711496649,4.851845054,5.019858415,4.885633946
AT1G12790,2.81187576,2.971837664,3.031577114,3.000854766,2.868677911,2.999067057,3.290624139,3.2829982,3.410150341
AT1G12800,5.75624598,6.36918388,5.779371891,5.765257702,6.294725573,5.320924054,5.138552446,5.669007534,5.743005747
AT1G12810,4.728853211,4.688214466,4.713307591,4.459095741,4.781102423,4.656818035,4.688214466,4.720970928,4.67644454
AT1G12820,5.902378639,5.996179313,5.85694051,6.039764115,5.964259468,5.964259468,5.951385268,5.999994287,5.957668527
AT1G12830,6.620608914,6.461216987,6.633582677,6.877131174,6.620608914,6.679425992,6.620608914,6.620608914,6.097830382
AT1G12840,8.727131526,8.769825093,8.584174904,8.469193629,8.738916418,8.738967153,8.600076795,8.60039,8.63429646
AT1G12845,5.821339198,5.776019529,5.29013603,5.439681766,5.408724356,5.29013603,4.065515151,4.424776733,4.440545106
AT1G12850,6.022648468,5.870788023,5.53391145,6.075898189,5.708345765,5.85117086,5.852769863,5.855140324,5.852769863
AT1G12860,4.342638699,4.42839559,4.434682782,4.16999659,4.16999659,3.529586778,3.846427888,4.168603429,3.89425
