Analysis.Id,50kPa_notsuppO2_Rep1,50kPa_notsuppO2_Rep2,50kPa_notsuppO2_Rep3,50kPa_suppO2_Rep1,50kPa_suppO2_Rep2,50kPa_suppO2_Rep3,97kPa_CTRL_Rep1,97kPa_CTRL_Rep2,97kPa_CTRL_Rep3
AT1G07390,2.610219683,3.017220009,2.909452519,2.82366128,2.754769738,3.153338683,2.909452519,3.12478149,3.131642678
AT1G07410,4.020818144,3.547753177,3.749145992,3.941584526,4.056218985,4.269081754,3.758771203,3.941584526,3.941584526
AT1G07420,6.012751939,5.928391442,5.879435354,5.928391442,5.761215136,6.021592753,5.938549612,5.804271937,5.674624173
AT1G07470,6.344715707,6.372606154,6.150994493,6.373713579,6.287371396,6.154171544,6.251256255,6.389084434,6.167845741
AT1G07485,1.981494007,1.981494007,1.89970629,1.981494007,1.80907292,1.981494007,2.121176617,1.973020854,1.905014272
AT1G07510,5.237283634,5.498059759,5.393142197,5.434787,5.031946896,5.496622243,5.496899852,5.669007534,5.539979498
AT1G07520,3.108993757,2.869472393,2.724950786,2.906542446,2.814862648,2.923510955,2.955757252,2.958917344,2.732472691
AT1G07530,3.384421829,3.162209007,3.378148171,3.025538908,3.341880284,3.1709053,3.32159869,3.438111495,3.159844333
AT1G07560,4.445427007,4.062593356,4.706729654,3.996370983,4.317942244,4.723173552,4.317942244,4.238071116,4.316357995
AT1G07570,4.263000256,4.319358175,4.138959279,4.184417512,4.613161012,3.800889842,4.184417512,4.184417512,3.990649748
AT1G07590,13.14854921,13.00207503,13.15959983,13.07962578,13.14854921,13.07914374,13.17174905,13.17969512,13.17553912
AT1G07610,12.1193798,11.84344626,12.06431426,11.86654343,12.01392954,11.92673073,12.02891472,12.00280505,11.98262567
AT1G07615,3.450336462,3.450336462,3.373084674,3.375451888,3.667512311,3.654210613,3.450336462,3.532034444,3.450336462
AT1G07630,4.427448592,4.355253979,4.814476887,4.301615385,4.615642442,4.584328937,4.377390021,4.067677306,4.502472866
AT1G07640,4.604539239,5.342180136,5.11953516,4.204861005,4.311557045,4.422554626,5.413219384,5.392691095,4.959378354
AT1G07650,3.624749462,4.198416854,3.882143499,4.042311466,3.951025134,3.951025134,3.933215044,3.854504344,3.941584526
AT1G07670,6.301887984,6.416161372,6.340400851,6.519316892,6.161910033,6.351702553,6.350127688,6.373787828,6.466272137
AT1G07700,5.809815561,6.316264291,6.03563992,5.149258723,5.939419401,5.429720879,5.875870181,5.881892056,5.837011254
AT1G07705,3.272424992,3.546911334,3.321323984,3.314161762,3.474342613,3.321323984,3.185381935,3.133523991,3.47536733
AT1G07730,5.052574791,4.900552604,4.538076279,5.230713047,4.896250708,5.627625705,4.849131929,4.900552604,4.900552604
AT1G07740,2.296123528,2.296123528,2.296123528,2.151501297,2.296123528,2.479765339,2.235350162,2.337393856,2.546717918
AT1G07745,2.447496691,2.476419208,2.387712349,2.453231074,2.569151957,2.547544107,3.031577114,2.732374948,2.61303248
AT1G07750,7.10415786,7.03569515,7.421493312,7.027944705,6.758981975,7.308150718,7.262355088,7.315470245,7.221810016
AT1G07770,11.13082667,11.0377964,11.01691227,11.16412573,11.13082667,11.15941921,11.13082667,11.11154131,11.18210558
AT1G07790,8.772553742,8.818070432,8.550583294,8.905646472,8.891923347,8.783219881,8.807702096,8.719817147,8.721004471
AT1G07795,6.076775252,5.473611289,5.607540756,5.642032616,5.884672467,6.323699753,5.46712517,5.454955245,5.613769823
AT1G07820,8.262780688,8.347591068,8.176100042,8.329084262,8.342609243,8.2076957,8.297661012,8.297661012,8.102319775
AT1G07830,7.74551541,7.549882664,7.407468957,7.570231667,7.64964398,7.5809145,7.542930172,7.565642711,7.599407446
AT1G07840,4.961792926,4.848830348,4.883625274,4.829596517,4.781371979,4.829596517,4.881193952,4.790058416,4.686924243
AT1G07870,4.366370808,4.036257012,4.475941274,4.228059248,4.269264881,4.13255124,4.294525459,4.323352246,4.276353008
AT1G07910,4.316357995,4.251795189,4.316357995,4.316357995,4.316357995,4.316357995,4.381279009,4.316357995,4.50777706
AT1G07920,11.8934188,12.05246666,11.52143468,11.79114768,11.84330154,11.84101887,11.95001395,11.90845575,11.90949524
AT1G07950,7.358762719,7.20258863,7.255620128,7.482720488,7.499699936,7.535587414,7.498158664,7.275160035,7.21563561
AT1G07960,7.198267035,6.553718009,6.750665597,6.902387861,6.848573866,6.779006549,6.827415135,6.81150761,6.553718009
AT1G07970,5.782128432,5.782128432,5.62565591,5.782128432,5.871021822,5.923828343,5.880110322,5.693328175,5.724426878
AT1G07980,5.653123396,5.505816451,5.74321243,5.764743964,5.618670339,5.731226088,5.731226088,5.731226088,5.798205568
AT1G07990,4.058662788,4.561602771,3.848877568,3.551165836,3.733616036,3.581134719,4.110329378,3.977973878,3.885499617
AT1G08000,3.632627742,3.529987451,3.248938118,3.543940429,3.13175281,3.45414741,3.608036304,3.462161803,3.513598348
AT1G08030,2.698720413,3.043321382,2.969317953,3.129382573,3.134977845,2.983188537,2.983188537,2.983188537,2.966814784
AT1G08040,4.851540996,4.855783017,4.902109883,4.660226546,4.728528847,4.820236482,5.292550634,5.041452187,4.958435884
AT1G08050,3.422282894,3.441048768,3.382490685,3.19426323,3.330980159,3.471984549,3.389531464,3.327671734,3.394766986
AT1G08060,3.836883105,3.970595966,4.117526255,4.094265204,3.754082011,3.792759133,4.08936373,4.026720515,4.159044644
AT1G08070,2.493878409,2.432987616,2.556346751,2.668480814,2.551590257,2.493878409,2.606446757,2.184734325,2.238119431
AT1G08110,6.574595738,6.640990099,6.720162153,6.42349192,6.679715947,6.564964295,6.630697411,6.574091101,6.434259901
AT1G08130,5.601357485,5.520232071,5.570401014,5.762145819,5.573249345,5.418833499,5.54642918,5.54642918,5.41775374
AT1G08180,4.098902824,3.744557037,4.346527237,3.882030972,3.918394335,3.868024604,3.765486544,3.712925166,3.489145816
AT1G08190,5.561823103,5.452134839,5.578650543,5.415550404,5.699227889,5.690644019,5.481484996,5.843717166,5.673093752
AT1G08210,5.9300951,6.203187698,6.335913966,6.263625289,6.288354708,6.136684915,6.306508693,6.203187698,6.237204292
AT1G08220,4.839271942,4.536651847,4.311258724,4.782141275,4.904793262,4.902697579,4.812962004,4.698912861,4.586888056
AT1G08230,3.603442253,4.159983942,3.799696776,3.320307448,3.570285149,3.097499783,3.603442253,3.733008125,4.037885637
AT1G08250,5.883998255,5.710430609,5.954112572,5.875633578,5.925508457,5.852580193,5.948532881,5.925508457,5.98390097
AT1G08260,3.336831075,3.259952689,3.479429181,3.597633662,3.32159869,3.406327906,3.688741444,3.653322094,3.281178428
AT1G08270,2.25318632,2.215359568,2.436431084,2.46105499,2.299738422,2.299738422,2.378809438,2.487071724,2.244826366
AT1G08280,5.727837717,5.769400991,5.537087268,5.750506316,5.215113291,5.600367377,5.866191172,5.883417606,5.873877481
AT1G08310,3.115703822,3.413557885,3.555978248,3.065116586,3.411673273,3.482366749,2.981461018,3.240365392,2.87703962
AT1G08315,3.966650644,4.007544992,3.880220631,4.111538045,3.95088829,4.11060441,3.92045611,4.041922587,4.297302516
AT1G08320,4.880486517,4.656753091,5.08497,4.847743456,4.993439159,5.286256371,4.8093732,4.807529253,5.002306289
AT1G08340,4.200149112,4.063767905,4.189864515,4.26699694,4.304289174,4.298024593,4.514182498,4.559882568,4.477410314
AT1G08350,5.632218319,5.628358001,5.618468972,6.110181824,5.686329179,6.062768883,5.533415358,5.653696971,5.355208674
AT1G08360,11.03302631,10.99927265,10.83142057,11.01149825,10.98191299,11.01135805,10.92442686,11.00255833,10.93866152
AT1G08370,5.626258478,5.768051531,5.666876375,5.894316074,5.772369206,5.843464509,5.965820981,5.772859705,5.728981883
AT1G08380,9.037337623,9.687493923,9.09438548,8.232508237,9.047534161,8.332015045,8.702694895,9.161460926,9.545751121
AT1G08390,4.965410144,5.1125366,4.852954593,4.906474037,4.98404669,4.920911363,4.804770638,4.92752377,4.633326099
AT1G08410,2.205744265,1.981807963,2.097645739,2.109033054,2.103456832,2.09245921,1.945706121,2.094613792,2.158431827
AT1G08430,5.691494702,5.874571222,5.85427364,6.305399743,6.123960628,6.26264574,6.098322518,6.038112587,5.821300077
AT1G08450,6.508431862,6.54485939,6.58363088,6.316488795,6.439279255,6.427058869,6.677273322,6.519969072,6.305194139
AT1G08460,6.708960927,6.823294001,6.87147928,6.849684927,6.911968037,6.854281004,6.960405926,6.805998271,7.068590694
AT1G08470,4.898941667,4.995145382,4.946019153,4.898941667,4.799397658,4.792754465,4.972241003,4.898941667,4.817592077
AT1G08480,9.521398953,9.382244941,9.362263481,9.379977658,9.54428143,9.397054378,9.481770549,9.484076311,9.283284857
AT1G08490,4.985554692,5.0624763,4.985554692,5.130358905,4.862880409,4.985554692,4.889174764,4.985554692,4.820645413
AT1G08500,6.857532487,6.216922855,6.020180693,6.598540493,6.60056346,6.868797046,6.3970378,6.450095801,6.479355995
AT1G08510,6.988197161,7.199023522,7.159807738,7.236516188,7.166856068,7.176959986,7.329536063,7.245936966,7.198926303
AT1G08520,5.117336556,5.681555064,5.298956289,5.105433174,5.355948692,4.834286007,5.031467999,5.262488895,5.215578051
AT1G08540,3.65478482,3.807114692,3.589029663,3.371393671,3.61772329,3.278947675,3.589029663,3.461833125,3.596894799
AT1G08550,3.04924206,3.20958637,3.026989874,2.82366128,3.094328947,2.7942627,2.721278991,3.01708869,3.012786794
AT1G08560,6.115938257,6.154915504,6.022499325,5.870178755,6.069957145,5.75890721,5.863811328,5.909863263,5.566426208
AT1G08570,4.377726712,4.459935901,4.440545106,4.597374145,4.440545106,4.344245959,4.579677485,4.445661364,4.502472866
AT1G08580,8.37916457,8.057840516,8.07979387,8.480792102,8.360626061,8.268618873,8.145741876,8.155050842,8.205976019
AT1G08590,3.8949849,3.761782247,3.61211651,3.708637132,3.870616578,4.490876747,3.854149428,3.601200723,4.17372251
AT1G08600,5.779942041,5.980650727,6.257143277,6.251594373,5.973711923,6.157868835,6.282786756,6.190924332,5.922432412
AT1G08610,3.233012629,3.282320717,3.209689433,3.287408523,3.124134492,3.302216556,3.313568483,3.444654026,3.020014175
AT1G08620,5.434003156,5.434003156,5.390108003,5.370903583,5.38434729,5.434003156,5.464800287,5.54642918,5.474141295
AT1G08640,6.433476638,6.732908121,6.510107112,6.324714412,6.566688831,6.11342689,6.433476638,6.433476638,6.609426895
AT1G08650,3.699527,3.686675758,3.680792992,3.749145992,3.733616036,3.759605666,3.888230856,3.839742762,3.908837172
AT1G08660,4.184140332,4.196702541,4.193152054,4.193152054,4.197644984,4.324785259,4.048466478,4.085835523,4.151776607
AT1G08670,3.114690239,2.678564935,2.646831369,2.703364219,3.203623968,3.660561001,2.666796574,2.433576103,2.678839099
AT1G08680,5.948532881,6.13472295,6.081638393,6.074793319,6.022174648,5.977766676,6.28307981,6.08190521,5.894351792
AT1G08700,7.60474886,7.33467292,7.696282761,7.529049034,7.36740451,7.581959866,7.654966498,7.528791657,7.397344414
AT1G08710,2.95822581,2.436488567,2.65292599,2.610319593,2.510945422,2.610319593,2.666796574,2.643985791,2.610319593
AT1G08720,2.834899195,3.051572322,3.1641354,2.845821769,2.927492738,2.791605275,3.185285183,3.015581138,3.051572322
AT1G08730,3.329360513,3.049111758,3.026989874,3.166885504,3.046930004,3.075807612,2.730596174,2.912146345,3.005568935
AT1G08750,5.715866575,5.731089433,5.517845141,5.613534081,5.613534081,5.708082098,5.613534081,5.584174334,5.75469566
AT1G08770,5.695968008,5.528295902,5.881743367,5.503259376,5.715753292,5.414931041,5.759662065,5.683017348,5.616435818
AT1G08780,7.112016651,6.908868196,6.902502242,7.146061558,7.069451336,7.066844706,6.885476917,7.007241187,6.914550332
AT1G08800,2.460876974,2.418926011,2.570584302,2.22487963,2.403926846,2.639837256,2.460876974,2.376733388,2.534760199
AT1G08810,2.235737035,2.411064479,2.309274471,2.309274471,2.157674046,1.997644214,2.232055309,2.6237637,2.359547175
AT1G08830,9.787474101,9.687582993,9.821707389,9.968338246,9.914642845,10.00142848,9.757901805,9.746264952,9.731137393
AT1G08840,2.968702776,2.853424214,3.162834377,2.901531751,2.940240183,3.105542289,2.971662441,2.737577638,3.135316785
AT1G08880,7.742818848,7.679803645,7.674853905,7.679803645,7.741654067,7.633986086,7.679803645,7.679803645,7.589478667
AT1G08890,2.318571825,2.411064479,2.470351092,2.461189986,2.730662796,2.588087243,2.470351092,2.470351092,2.247627204
AT1G08920,4.350701935,4.048825055,4.418229185,4.350701935,4.0741607,4.25675209,4.699123704,4.55577148,4.502472866
AT1G08930,6.68323376,6.469113504,6.599311863,6.184077438,6.3447036,6.663461351,5.752030256,5.732719535,6.069490146
AT1G08940,5.694700895,5.46469985,5.605293856,5.574283586,5.565848259,5.451340797,5.66403637,5.566046138,5.574283586
AT1G08960,5.033146736,5.147127639,5.019689146,5.300501216,5.001358012,5.321209041,5.385879607,5.236076399,5.532521891
AT1G08970,5.94156705,5.921371468,5.94156705,5.841839894,5.996402427,5.633605466,6.018577333,6.038592934,6.005035161
AT1G08980,6.134961647,6.134961647,6.196176082,5.916127844,6.06132934,5.736067242,6.008617344,5.850378328,6.220156608
AT1G08990,3.001053827,2.528715347,2.756885537,2.833110752,3.017220009,2.92053435,2.835787629,2.833110752,2.819318019
AT1G09000,2.088395231,2.224629109,2.089950008,2.22487963,2.279065469,2.252953172,2.065496909,2.178992,2.406099276
AT1G09010,5.371123984,5.684714525,5.853590454,5.624211284,5.508189148,5.472218908,5.755794273,5.624211284,5.499353298
AT1G09020,4.953978785,4.953978785,5.019557159,4.929757716,4.853304694,4.988547686,4.953978785,4.853202945,4.953978785
AT1G09060,4.127164056,4.537564691,4.470957029,4.508526954,4.596849721,4.322379286,4.269229012,4.480220911,4.563819667
AT1G09070,5.733346405,5.950882077,5.901574407,5.553021028,5.364890192,5.425768058,5.688729236,5.688729236,5.700409095
AT1G09090,3.95644942,3.644044269,3.670255587,3.670255587,3.670255587,4.370011603,3.569049113,3.550340696,3.380020462
AT1G09100,5.459609746,5.294921805,5.364034604,5.442649425,5.461285263,5.516752748,5.476665373,5.535707876,5.399305913
AT1G09130,5.455640192,5.854847942,5.146633521,5.286732942,5.198734364,5.314603634,4.881879641,5.405542381,5.065029364
AT1G09140,4.737596068,4.737596068,4.64594925,4.506507399,4.885271742,4.619579513,4.737596068,4.737596068,4.792541967
AT1G09150,6.693942926,6.399045198,6.323785038,6.585182667,6.356969641,6.428978746,6.246305137,6.390625299,6.20449249
AT1G09155,2.120168779,1.984105003,2.210727603,2.211050014,2.178660761,2.246439363,2.026368981,2.108186216,2.13937178
AT1G09160,5.02862928,5.517470446,5.165658757,5.160868903,5.154046303,4.867118738,5.233156575,5.191263643,5.154046303
AT1G09170,2.211344975,2.254357045,2.271153728,2.271153728,2.588712221,2.547544107,2.180005712,2.208623864,2.406099276
AT1G09190,2.493878409,2.489555492,2.493878409,2.527823578,2.442062426,2.493878409,2.75231669,2.528934386,2.493878409
AT1G09200,9.409632544,9.447553318,9.416686588,9.410949198,9.468822111,9.410949198,9.374330066,9.410949198,9.132760702
AT1G09210,8.221942487,8.152644324,7.838080721,8.401146805,8.157559665,8.334723638,8.286683523,8.187774898,8.221942487
AT1G09220,2.143583341,2.187649483,2.293830816,2.377543521,2.175419212,2.269320227,2.153150571,2.560322748,2.357554175
AT1G09230,5.290014043,5.431384984,5.335509365,5.733073849,5.12862393,5.431384984,5.286456009,5.607549408,5.431384984
AT1G09250,4.24467143,4.002291578,4.381105006,4.294975037,4.218154273,4.334645909,4.218154273,4.08717051,3.86194172
AT1G09270,5.185175793,5.294921805,4.852954593,5.273003579,5.051058993,5.338246274,5.522242563,5.253531616,5.431062646
AT1G09280,7.409215364,7.614574979,7.758196021,7.991053352,7.736371498,7.792147302,7.839492017,7.821358606,7.940053188
AT1G09290,3.522271484,3.409735723,3.586936086,3.400669706,3.328369104,3.574045952,3.208737781,3.400669706,3.293919518
AT1G09300,5.031689799,4.985554692,5.244557546,4.930017849,5.111064915,4.966291859,4.695907255,5.079754346,4.749592588
AT1G09310,9.569679229,10.51566563,9.546392967,9.432382709,10.06217541,8.642699091,8.256936926,9.710701331,10.07967941
AT1G09320,2.572288492,2.945158985,2.945158985,3.061282388,3.031022604,2.864095672,2.780641549,2.942963264,2.884085898
AT1G09330,8.691075203,8.405561416,8.498956572,8.437116238,8.590924112,8.584100954,8.347429912,8.410660237,8.421884273
AT1G09340,6.818287074,7.524835685,6.832164199,6.241390056,7.514985423,6.670953316,6.248391908,6.693750825,6.952354194
AT1G09390,3.942629785,4.083116226,4.21060832,4.107675345,3.896184621,4.107675345,4.18228774,4.251410325,4.120553088
AT1G09410,2.158479426,2.062448372,2.144060164,2.293281575,1.927570621,2.198753288,2.291325845,2.057272952,2.158479426
AT1G09415,4.381532399,4.574081485,4.597724457,4.744741925,4.005622988,4.495865473,4.718093806,4.346090706,4.407421852
AT1G09420,5.616064496,5.750339482,5.793802568,5.768875787,5.750339482,5.445210439,6.07414868,6.005025305,6.033193189
AT1G09430,4.831744533,4.920657173,5.18343283,4.97732054,5.055887029,5.222144432,5.239381787,5.057062713,4.753605968
AT1G09440,2.326199104,2.407621368,2.407621368,2.407621368,2.407621368,2.239838404,2.407621368,2.669141624,2.44473971
AT1G09450,3.010009048,3.134236036,3.384787603,3.190582368,3.388120435,3.11746322,3.137960889,3.137960889,3.203291226
AT1G09460,3.528743194,3.719869805,3.62528628,3.997725173,3.50671034,3.503085335,3.884012361,3.608036304,3.650811804
AT1G09480,2.998212486,2.983188537,3.000424561,2.919448286,3.035935319,2.983188537,2.983188537,3.051293744,2.980104337
AT1G09520,4.889235102,4.989582242,4.989582242,5.06758345,5.257207313,4.85550298,4.990423401,4.868374458,4.989582242
AT1G09530,3.856213748,4.289933541,3.95644942,3.708269495,4.039887971,3.596141701,3.813505439,3.895102619,3.895102619
AT1G09540,4.26803285,3.913614605,4.26803285,4.316357995,4.632263516,4.601517699,4.230839837,3.96557938,4.26803285
AT1G09560,7.198192318,6.512796269,6.634418708,6.797032891,6.870794606,7.147105889,6.597173962,6.611611531,6.318655165
AT1G09570,6.834625776,6.962339895,6.848241283,7.01801878,6.893219021,7.036007275,7.166178448,7.053013615,7.225741388
AT1G09575,2.467355499,2.447474724,2.780156017,2.026691751,2.513204801,2.447474724,2.35428756,2.382123932,2.388599019
AT1G09590,11.35441595,11.26838214,11.24077715,11.34156909,11.1216992,11.33068377,11.27186321,11.30414599,11.04019677
AT1G09600,3.426717022,3.233012629,3.309836127,3.426717022,3.558198994,3.711193795,3.479562207,3.284933029,3.316099726
AT1G09610,2.068822774,2.109033054,2.284295127,2.342746932,2.484755058,2.408156432,2.328388571,2.255988131,2.254357045
AT1G09620,6.951058852,7.160278027,6.777889578,6.921907546,6.932175048,6.951058852,7.14885323,6.954343435,7.095002889
AT1G09630,6.89281362,6.79253066,6.721120178,6.693972907,6.749852767,6.725194995,6.633745401,6.687744524,6.355818584
AT1G09660,7.411846979,7.41392177,7.154537505,7.522920454,7.282966828,7.5201318,7.518534497,7.359616644,7.416148605
AT1G09680,4.186204782,4.186204782,4.373216835,4.186204782,4.256235408,4.356576052,4.186204782,4.186204782,4.03038467
AT1G09700,4.455292742,4.361674372,4.524393311,4.502472866,4.455292742,4.358122018,4.455292742,4.4736478,4.455292742
AT1G09730,3.993408329,4.107437041,3.94527922,3.907898184,3.993408329,4.154984666,3.910589242,3.982428986,4.05122121
AT1G09740,5.926848806,5.437373684,5.792538256,5.224655159,5.850755751,5.758544564,5.396958912,5.381566389,5.531951148
AT1G09750,6.250818391,6.539080315,5.837383337,5.925901566,6.316045307,6.379865204,5.05521375,5.349022817,5.493685497
AT1G09760,7.217660664,7.105750021,6.966989226,7.230306432,7.135633987,7.101125433,7.105750021,7.105750021,7.265754194
AT1G09770,6.308430906,6.478920228,6.391372646,6.507402584,5.851600817,6.221447496,6.546575222,6.441407753,6.362002355
AT1G09780,8.757969162,8.799510703,8.614756385,8.779869206,8.554168873,8.853182253,8.717328324,8.757969162,8.818913684
AT1G09795,4.844034564,5.32863992,4.923528236,4.918772332,4.992094616,4.622091644,4.505224413,4.659975473,5.2828227
AT1G09800,2.813762405,2.871866728,3.21311857,3.102436772,3.110539304,3.391977012,3.118045071,2.765065293,3.06156809
AT1G09810,3.233012629,3.501333801,3.356809027,3.341590548,3.422395968,3.219408522,3.278008159,3.341590548,3.319521015
AT1G09815,6.158148521,6.26521577,6.184424716,6.191528945,6.385455189,6.115849217,6.084138439,6.217358759,6.020674586
AT1G09820,3.17524156,3.136008973,3.17524156,3.287493421,3.244458241,2.86364791,3.17524156,2.998822604,3.17524156
AT1G09830,5.14653292,5.0210101,5.040125895,4.921770576,5.081143355,4.988575175,4.73264714,4.946979423,5.188313768
AT1G09840,7.078045756,7.116197897,7.199885132,7.234060368,7.00623284,7.057558005,7.419643253,7.245602767,7.374800914
AT1G09850,5.912066036,5.828176781,5.664590002,6.090490067,5.882137109,6.005643206,5.932272397,5.741918962,5.814988105
AT1G09870,6.059917309,5.820455651,5.960829319,6.107311615,6.002036905,6.224885104,6.006893846,6.006893846,5.814883711
AT1G09890,2.604021088,2.749876058,2.540597441,2.405026531,2.56701197,2.56701197,2.770603388,2.743877492,2.570673017
AT1G09900,4.327777935,4.665737888,4.417275001,4.517518702,4.54647962,4.228713536,4.480220911,4.370631594,4.814297664
AT1G09910,2.904885755,3.233012629,3.512347364,2.891120153,3.289582152,3.552714475,3.289582152,3.356639627,3.455977184
AT1G09920,5.036576544,5.203615906,5.036576544,4.916652742,5.036576544,5.190549561,5.036576544,4.868906848,5.047587651
AT1G09940,2.817682915,2.637579648,2.945158985,2.776089862,2.834357903,2.685794003,2.627235464,2.432254202,2.797864779
AT1G09960,4.16682083,4.837909781,4.740792964,4.268462489,4.740792964,4.534132176,4.992328114,4.811602754,4.875956372
AT1G09970,5.075365996,5.035110658,5.152994369,4.554589473,4.792121363,4.858069048,5.545634072,5.259965369,5.073135884
AT1G09980,7.274068848,7.177114838,7.252995259,7.362320077,7.252995259,7.236889818,7.267156882,7.262213696,7.209747553
AT1G10020,3.176838404,3.73661691,3.60003543,3.345011665,3.361346613,3.361346613,3.647510206,3.17460255,3.327314442
AT1G10030,8.195198641,7.721232111,7.812132832,8.212197516,8.084790957,8.242208794,7.598305799,7.625395364,7.521320595
AT1G10050,2.721278991,2.7973863,2.65292599,2.755924643,2.733662941,2.803663744,2.664658477,2.733662941,2.822505963
AT1G10070,2.993782959,2.917838495,2.528561426,3.31397956,2.427520215,2.917838495,3.296877484,3.238797259,2.888393999
AT1G10090,3.977062797,4.071332746,4.241082395,3.960637609,4.106732984,4.179358248,4.106732984,4.177996858,4.202282261
AT1G10110,2.316529368,2.297507752,2.316529368,2.629588168,2.254357045,2.316529368,2.545357201,2.270134431,2.354949571
AT1G10120,4.827310155,4.905896844,4.941590843,5.170116824,4.728702353,4.939290421,4.889180347,5.036151666,4.879018828
AT1G10130,5.816221155,5.566504616,5.430270558,5.833407107,5.491905555,6.214456884,5.752929652,5.739707018,5.836948784
AT1G10140,4.500292786,4.307248513,4.743595226,4.748294333,4.775886971,4.686185127,4.970623845,4.846917826,4.962154849
AT1G10150,3.320051103,3.202631876,3.320051103,2.967288652,3.214949112,3.463854943,3.356286646,3.406871113,3.055737956
AT1G10170,3.958644007,4.482088216,4.161034841,4.316357995,4.308013192,4.429569417,4.304736411,4.281748116,4.256164101
AT1G10180,7.485314428,7.555367811,7.564723641,7.744320948,7.54833779,7.685066302,7.666467572,7.601362586,7.601362586
AT1G10200,6.812696084,6.860968058,6.893061428,6.660902951,6.708743859,6.609909918,6.837814511,6.816221113,6.824549181
AT1G10210,3.619014901,3.989569778,4.040258789,4.120762089,4.046664899,3.976508343,4.049033029,4.131041636,4.049033029
AT1G10230,5.900265978,5.904342622,5.833498231,5.997981432,5.838602658,5.663631026,5.741808027,5.856203162,5.38052266
AT1G10240,5.091560941,5.331523719,5.270906931,5.285860433,5.617616979,5.171165009,5.363300283,5.344480338,5.540177097
AT1G10270,4.26803285,4.569581926,4.239738584,4.220777505,4.027572742,4.460383267,4.371792107,4.321878987,4.278251282
AT1G10290,6.978060618,7.0511198,6.69242381,7.107518642,6.96977191,7.13740631,7.214932978,7.099772334,7.041550283
AT1G10300,2.211748167,2.248165433,2.3103341,2.429561298,2.216600885,2.331083469,2.248165433,2.153150571,2.273379843
AT1G10310,5.989256647,6.090745718,6.076257395,5.93493058,6.160740618,5.807322973,5.830033998,5.866080777,5.969150015
AT1G10320,2.753004516,2.864330573,2.864330573,2.964519639,2.628685306,2.864330573,2.933672975,2.884828243,3.080386974
AT1G10330,3.294161651,3.249232078,3.228710733,3.749145992,3.117302399,3.438831118,3.366967124,3.233012629,3.410150341
AT1G10350,5.330772971,5.495818532,5.718251559,5.595857658,5.678366789,5.359726915,5.562554651,5.57880728,5.296443645
AT1G10360,3.263878676,3.238683969,3.189019884,3.162834377,3.526193152,2.931027578,3.1853727,3.13188649,3.573957185
AT1G10370,3.72525611,3.751386626,3.60003543,3.564207916,4.036662479,3.519747093,2.789752836,3.354826486,3.603163244
AT1G10380,6.022648468,6.027323041,6.305242696,6.069973532,6.091667507,6.066073204,6.052713208,6.156502649,5.950523091
AT1G10390,3.447843295,3.857695517,3.725642276,3.714573769,3.481446079,3.228710733,3.985537885,3.870847248,3.389104668
AT1G10400,3.301470483,3.233012629,3.231465043,3.359572494,3.160015639,3.173765958,3.37269524,3.107696871,3.27738025
AT1G10410,7.161764393,6.988228845,7.2738617,6.886179418,6.852992486,7.210687594,7.08640158,7.072789215,7.072789215
AT1G10417,2.013851857,2.12999357,2.038243147,2.483884886,2.011888051,1.883823083,2.164234849,2.328199378,2.418725949
AT1G10430,6.328031653,6.224158083,6.441633037,6.142206872,6.266398885,6.385563504,6.266398885,6.266398885,6.121449107
AT1G10460,3.594099274,3.448069506,3.800753977,3.999528164,4.171456849,3.743276273,4.531828896,4.186204782,4.170579018
AT1G10470,7.546241527,7.614101051,7.729647434,7.802983018,7.636626537,7.460945325,8.22693138,8.050643062,7.852092337
AT1G10480,3.507297822,3.333826512,3.672557441,3.805062428,3.672557441,3.393205338,3.802963896,3.878651762,3.974825746
AT1G10490,4.493461144,4.493461144,4.451796789,4.493461144,4.556919473,4.568829118,4.493461144,4.319257581,4.493461144
AT1G10500,6.084124456,6.164108439,6.045296202,5.93573342,6.287689428,5.855593286,6.015310061,5.771273193,6.260987409
AT1G10510,5.262310212,5.508081219,5.320281226,5.286014922,5.275318363,5.245515262,5.020059993,5.213301996,5.39532681
AT1G10520,2.413296504,2.286073067,2.425680455,2.508135116,2.425680455,2.276383961,2.457414021,2.472842817,2.630462553
AT1G10522,6.060776892,6.176051173,5.578650543,5.774614068,6.086100418,5.570332251,5.09120711,5.45214088,5.405637696
AT1G10530,4.010929727,3.744557037,3.979425366,4.235930224,4.18616437,4.77982316,3.800732364,3.656655092,3.689674111
AT1G10540,3.076089753,3.367556715,3.291957504,3.171253188,3.013796563,3.045986945,3.156424004,3.373386437,3.4017094
AT1G10550,3.209145595,3.021163095,2.919028977,3.260838255,3.142497798,3.593287153,3.050383812,3.188455728,3.142497798
AT1G10560,3.519681975,3.356909012,3.386579592,3.58979429,3.411673273,3.479115312,3.386579592,3.329239571,3.070823156
AT1G10570,4.806942483,4.930335451,5.014559712,4.907638771,4.861880552,4.982709345,4.950370896,4.950370896,4.958588731
AT1G10580,4.59663325,4.74950095,4.635434821,4.462653395,4.344854952,4.372447918,4.525683447,4.525683447,4.50300454
AT1G10590,8.960468303,8.780758425,8.733985483,8.871670437,8.895865897,8.895765042,8.719523389,8.75765388,8.894343239
AT1G10610,3.031577114,3.022149745,3.058647085,3.031577114,2.94354074,3.062182779,3.164549405,3.042361214,2.985217229
