Sample.Name,Atha_Ler.0_sShoots_FLT_Rep1,Atha_Ler.0_sShoots_FLT_Rep2,Atha_Ler.0_sShoots_FLT_Rep3,Atha_Ler.0_sShoots_GC_Rep1,Atha_Ler.0_sShoots_GC_Rep2,Atha_Ler.0_sShoots_GC_Rep3
AT1G30890,1.373553095,1.55754458,1.4872608,1.691316313,1.322307186,1.405696854
AT1G30900,1.267829424,1.587101548,1.354690234,1.867627388,1.348199135,1.369352048
AT1G30910,2.292360708,2.740635803,2.569111937,2.486530982,2.417842222,2.964318853
AT1G30960,1.532855941,1.695890166,2.340447744,1.411682047,1.558190005,1.442803853
AT1G30970,4.530606254,4.602618554,4.895525008,3.78483464,4.564126755,4.053113097
AT1G30990,1.563896662,1.545613888,1.387320773,1.655921688,1.745349333,1.544731486
AT1G31010,2.779324582,2.876756733,2.447635923,2.469021763,2.941783091,3.039561316
AT1G31020,1.460031552,1.174860252,1.445504515,1.513291833,1.600236695,1.33677688
AT1G31040,1.43028648,1.710674555,1.685263987,1.518123094,1.432612715,1.080608215
AT1G31050,2.046932313,2.346416944,2.163489524,2.240057488,2.257709871,2.044990882
AT1G31070,2.200877114,2.229881801,2.53917974,2.055867202,2.348292884,1.929273321
AT1G31120,4.136155921,4.29575902,4.09388709,4.129650946,3.69034936,4.327958822
AT1G31130,2.875480878,3.142534891,3.051947108,3.438261381,3.45210649,3.484984971
AT1G31150,2.88956699,2.297091174,2.900157328,1.962771979,1.840646025,2.139138344
AT1G31160,3.114672871,2.994453919,2.992025098,2.818726107,2.819679693,3.28639012
AT1G31170,5.2747086,5.279902683,5.315426971,5.507434109,4.435562051,5.146936358
AT1G31180,5.206304583,4.042944134,3.490087291,2.828926594,2.546291587,2.629673661
AT1G31190,3.445013507,2.513575522,2.962179916,3.083717646,3.628848338,3.496616928
AT1G31200,1.698923345,1.215040685,1.482525763,1.257107209,1.438554606,1.801054177
AT1G31220,2.889184992,2.899992152,2.889184992,3.394910021,2.811834512,3.120406498
AT1G31230,2.203780742,1.929422726,2.224342541,2.188724758,2.685621963,2.481842582
AT1G31240,1.788411556,1.80946743,1.917597983,1.811530507,2.171820708,1.922595376
AT1G31280,1.659795708,1.419490215,1.250336977,1.887452272,2.140283525,1.668027543
AT1G31300,1.771082704,1.385815237,1.788408846,1.480917366,1.379082033,1.679590911
AT1G31310,1.820659574,2.548746036,1.920367314,2.127398212,1.815146734,1.10858687
AT1G31320,2.088018162,3.355513214,2.773633991,1.739434632,2.683832744,1.863030497
AT1G31330,2.740965254,3.476109094,3.654448379,3.078554382,2.671753524,2.098677016
AT1G31335,2.698537985,3.476199716,2.804621203,2.968586304,2.199718602,2.298245617
AT1G31340,1.512299087,1.685263987,1.244597563,1.368294602,1.402314757,1.257410175
AT1G31350,4.131448611,4.783367551,4.389138064,4.509251311,3.998777943,4.207610972
AT1G31360,2.16883236,2.284842557,2.796939692,1.91213048,1.849265205,2.130812801
AT1G31410,1.686861935,1.531294619,1.629201878,1.888949956,1.522619596,1.249621064
AT1G31420,6.851780028,6.528643974,6.549758706,5.926993978,5.800848373,5.742009471
AT1G31430,0.985990737,1.215936553,1.748878147,1.268548083,0.963493458,1.078389931
AT1G31440,2.077159993,1.827908553,1.729985325,2.348322339,2.034894004,2.566331056
AT1G31460,3.632007041,3.665755572,3.148562044,3.184253081,3.397811236,3.886009962
AT1G31480,2.630244525,2.233294507,2.404326397,2.445037939,4.539233935,3.763635145
AT1G31490,2.163339461,2.397280283,2.171057413,2.199328346,2.609883375,2.548746036
AT1G31500,1.249716249,1.14908266,2.172060484,1.339535817,2.232842796,1.700340328
AT1G31540,2.029142005,1.28433683,1.423377,1.368009554,1.245950515,1.399762063
AT1G31600,1.484329859,1.664939252,1.339190561,1.598201269,1.478304016,1.491606831
AT1G31650,3.113351029,4.105973635,3.04358189,1.904208888,1.909226202,1.244359001
AT1G31660,5.193678309,4.761996355,4.07076779,4.504141813,4.362388564,4.721067732
AT1G31710,6.001031315,5.727302533,5.415531584,4.72939889,4.184120447,4.066720124
AT1G31720,1.56163751,1.595002437,1.548222717,2.376393473,1.982388399,1.634214823
AT1G31730,7.812631467,7.787889704,7.403834824,7.661198559,7.572213525,7.657633914
AT1G31750,4.472499779,3.491039509,4.715212762,4.180001007,8.028808865,9.190931494
AT1G31760,3.179278877,3.589606111,3.946719288,3.628599403,3.745944958,3.475895579
AT1G31770,3.231427054,3.619925492,3.235846494,2.34401588,2.161124925,1.886912219
AT1G31780,4.773539609,4.834437648,4.408753495,3.762163798,4.641959727,3.873940402
AT1G31790,3.007927246,3.283291763,3.704947908,3.327762361,3.112501148,3.05161956
AT1G31800,1.6148823,1.650798264,1.784482761,1.353377736,1.67387574,1.589646172
AT1G31810,3.285016059,2.681925234,2.61999586,2.604800459,2.118886341,2.764940469
AT1G31812,10.33055964,10.40170101,10.73337261,10.46047335,10.22009913,9.792512313
AT1G31814,1.744789143,1.652375571,1.766319456,1.448126408,1.758249397,1.64677547
AT1G31817,3.395435325,3.633197754,2.83103507,2.072768319,3.017320925,2.700691282
AT1G31820,1.107590811,1.191313586,1.16901163,1.228739194,0.976069984,1.069409609
AT1G31830,1.762645126,2.044070583,2.139740192,1.255099882,2.343061969,3.376806112
AT1G31840,1.019911796,1.123983328,1.019911796,1.136200063,1.113868105,1.345061357
AT1G31850,2.257795331,1.584179726,1.738598726,1.604699387,1.684690092,1.136118857
AT1G31860,2.120734823,3.373207234,3.170821102,2.316201205,1.898361598,2.126249683
AT1G31870,6.000431559,6.18591631,6.132079424,6.315301591,5.565407626,5.745124903
AT1G31885,1.498960212,1.36813262,1.304467116,1.255078503,1.370008728,1.323280495
AT1G31910,5.823427007,5.405976366,5.265278367,5.46059597,5.478161081,5.111940715
AT1G31920,1.717042282,1.514072516,2.080132616,1.419838521,1.628580323,1.683480145
AT1G31930,2.087941324,2.394012132,2.065783554,1.967256293,1.700561906,2.1087795
AT1G31940,4.786732391,5.509286779,4.812513479,4.736004727,4.358049471,4.461457631
AT1G31950,2.201877471,2.192833503,1.958499465,2.053021657,2.187322731,2.293277766
AT1G31970,4.263886499,4.318089228,4.80661699,4.310423212,3.981322736,4.152739083
AT1G32050,6.449800041,6.329139504,6.240022605,5.864883398,6.689625382,6.51908071
AT1G32070,2.786474049,3.439780998,3.303048801,3.344779205,3.302743211,2.814367754
AT1G32090,3.8079665,4.123308385,3.926047335,3.353992016,3.226884204,3.926970051
AT1G32100,2.934347217,3.368277683,3.53076856,3.521159806,3.048556398,2.918969829
AT1G32130,5.135183446,4.700992144,5.490900288,5.450946339,5.5317607,5.570808959
AT1G32150,3.678751908,3.625960012,3.290326769,4.384668607,4.118704067,3.980504972
AT1G32160,2.018195815,2.58614912,2.483253948,2.447584432,1.813204934,2.034258973
AT1G32170,5.853571505,5.650041768,5.38382852,5.768051589,5.121467348,5.498194042
AT1G32190,1.678052804,1.596910808,2.539946014,1.678763246,1.696101518,1.685263987
AT1G32200,2.904595752,2.718530143,3.193062502,2.769039825,2.462395922,2.82694164
AT1G32210,5.60816339,5.444492372,5.355489308,5.480428726,4.645050065,5.19088623
AT1G32220,2.267677227,2.238211576,1.900617121,1.949277131,1.992875299,2.104459139
AT1G32230,5.716788593,5.275967133,5.520272779,5.235394208,5.441455418,5.526685939
AT1G32240,1.917857229,2.130849053,1.685263987,1.71060017,1.814568513,2.059148213
AT1G32260,3.498717852,3.230785259,3.417661861,3.315157147,3.495585382,3.485109551
AT1G32310,2.1660039,2.290630273,2.070077677,2.451733239,1.615867527,1.757038977
AT1G32330,2.34710127,1.71968558,2.279413905,2.166335582,2.304762248,2.077777208
AT1G32340,5.390087223,5.447769715,5.27419787,5.301900977,4.715507357,5.870324535
AT1G32360,5.9995617,4.919300861,5.826730842,5.471742571,5.726028158,5.761559145
AT1G32370,2.326701481,2.721562732,2.877697067,2.666317705,2.972869659,2.143678513
AT1G32400,5.167747527,5.622791093,5.627485282,5.476123775,5.965841548,5.918723463
AT1G32410,4.869118797,5.100210461,5.022452808,4.814403799,4.654984643,5.18297003
AT1G32440,2.09821365,2.711998402,2.511040635,1.885118033,1.716505953,2.038938046
AT1G32450,5.990222149,5.131622332,4.338256297,5.825330858,5.170816254,6.351052535
AT1G32460,8.122279013,8.103340864,7.986289476,8.470836742,8.410218527,8.088180333
AT1G32470,2.882888072,4.821047368,4.36903744,2.425970946,3.666639157,1.944053704
AT1G32490,2.740353333,2.352080716,2.844775288,3.322643119,2.927653938,3.017003657
AT1G32500,2.815351301,2.647787076,2.61479162,2.304813839,2.732692527,3.21409447
AT1G32520,1.35865696,1.403858407,1.434636722,1.368640257,1.550359639,1.667378587
AT1G32530,2.709361909,2.412522602,3.423453051,2.998919341,3.072909298,3.934619179
AT1G32550,1.447053878,1.563468948,1.635875182,1.832267475,1.861375363,2.477603577
AT1G32580,4.664563264,4.679011468,4.833788471,4.295499658,4.341558574,4.693746084
AT1G32630,4.325492174,4.158340645,3.764450641,3.991507046,4.394618124,4.534669141
AT1G32640,5.613948375,5.843333231,5.435853597,6.171887134,5.62453549,5.557334533
AT1G32690,1.687141186,2.021736482,1.972590803,2.045122855,1.791715088,1.516342469
AT1G32700,5.167734955,5.821028186,5.701876346,6.164110438,5.784061405,5.701876346
AT1G32730,1.324713014,1.787206517,1.670867792,1.637930914,1.225838174,1.51427069
AT1G32740,3.180583252,2.837160315,2.560859951,3.200594885,3.193658951,3.104559484
AT1G32750,4.978176282,4.900939041,4.712189168,4.379399525,4.464805449,5.787527906
AT1G32760,3.945872212,3.826205735,3.768360566,3.937830025,3.873304386,3.645117024
AT1G32790,6.245938471,6.26959439,6.23152488,6.56284465,6.49204018,6.383927628
AT1G32810,5.988191021,5.431872275,5.581426643,5.6127141,5.802191644,6.690141398
AT1G32860,1.800799853,2.119780287,1.80248283,1.719270449,1.947027566,2.094777771
AT1G32870,1.502631011,2.116415763,1.84636539,1.894092285,2.969688841,2.219172117
AT1G32900,1.461844421,1.62889903,1.66027098,1.796625519,2.847452179,5.439120663
AT1G32920,6.30671699,6.144028694,6.381766038,6.767387397,6.976021748,7.40247736
AT1G32930,2.521003041,2.501819619,2.240401416,1.384170775,2.153979263,1.928527225
AT1G32940,1.533649186,1.511461027,1.381974389,1.988859328,1.4656048,1.483063522
AT1G32950,1.342428182,1.307399243,1.175146733,1.601157428,1.589632775,1.562278877
AT1G32990,2.1602896,3.160018827,2.485888345,1.736253734,1.964658664,1.71323312
AT1G33040,6.409415518,6.183488985,6.409797768,5.485356505,4.912906108,4.813666117
AT1G33050,4.743027281,3.809978467,4.854135448,5.00101586,4.638961265,5.528075592
AT1G33060,5.460513998,4.389909844,4.812626052,2.791110806,4.555444663,5.446871407
AT1G33080,1.348303485,1.265828371,1.14637793,1.339196475,1.456638854,1.357529501
AT1G33110,2.225539749,1.603869156,1.876251137,1.871310319,1.510303765,1.534667713
AT1G33120,8.069686849,8.066158557,7.961158501,8.157639512,8.13403041,7.824075987
AT1G33170,3.327496911,3.382526833,3.561376311,2.238310252,2.696494927,2.252481979
AT1G33230,2.405075297,2.418748477,2.298551702,2.29375437,1.605380673,2.614732631
AT1G33240,7.381915586,7.191165978,7.259645277,6.192314202,6.036129949,5.860181321
AT1G33250,3.753410062,3.676565895,3.827480273,4.105124698,3.673068323,4.228900892
AT1G33260,1.381230188,1.8899305,1.043339729,1.859675492,1.859675492,1.318773572
AT1G33265,3.078671679,3.277227627,2.707322192,2.73857107,3.123485823,3.18901128
AT1G33270,3.652443222,3.346875045,3.973025637,3.901710596,3.68278563,3.953350515
AT1G33280,1.494455801,1.450107991,1.181608527,1.739448217,1.39502398,1.471426031
AT1G33290,5.020110354,4.882382093,5.048354678,4.827974414,4.827974414,5.982406891
AT1G33330,3.35926169,3.27078209,2.45050547,2.887471792,3.503899956,3.830097111
AT1G33340,1.221883779,1.125946322,1.243060035,1.211456701,1.246162797,1.69462672
AT1G33350,1.283661139,1.207486919,1.439056529,1.265004822,1.535176144,1.685263987
AT1G33360,2.814847958,2.252460545,2.582450504,2.70547032,3.036812807,3.577140231
AT1G33390,2.940313975,2.56204996,2.413317608,1.880931313,1.99558721,2.293831467
AT1G33400,3.39905433,3.68729736,4.194856319,3.298696859,3.136316933,4.468318053
AT1G33410,2.421927765,2.692507462,2.935668021,2.381797882,2.53304582,3.238445475
AT1G33420,3.977140961,3.813676871,3.669059308,3.017957456,4.091769355,4.210428445
AT1G33440,1.326747217,1.183845376,1.254463805,1.246036074,1.09033696,1.148286815
AT1G33470,5.498871323,5.786547046,5.786547046,5.244071623,3.4633615,4.483884685
AT1G33475,1.051783482,0.980358708,1.06930019,1.20736081,1.017197502,1.035394919
AT1G33490,2.037634788,2.956061355,2.937727694,2.476610372,4.131502888,4.084791716
AT1G33500,1.140423468,0.916407774,1.339188979,1.395312634,1.635556876,1.349283865
AT1G33520,4.477261084,4.101229322,4.304130905,4.356274285,4.416144235,4.535201976
AT1G33540,1.19165595,1.184661949,1.170086331,1.580702395,1.276577982,1.040464596
AT1G33560,2.169005582,1.846021712,1.956854172,2.11118356,2.37707387,1.961463528
AT1G33590,2.810054578,3.33944106,2.700396876,2.454652241,2.520493383,2.282660721
AT1G33612,1.436907541,1.598397909,1.453496695,1.598635923,1.52768699,1.673659846
AT1G33670,1.23593992,1.504893743,1.158535078,1.31461124,1.588321445,1.339977311
AT1G33680,4.712042038,5.29262019,5.06238731,4.539076299,5.234694817,5.472666915
AT1G33700,6.138990619,6.205364197,5.859282791,6.612086802,5.232199591,6.315971423
AT1G33750,1.695542973,1.676209216,1.739797718,2.070710307,1.840442292,1.538373237
AT1G33770,1.212425985,1.402984033,1.245472404,1.593127646,1.103342851,1.299824066
AT1G33780,3.793016344,3.640418742,4.02876202,4.119806345,4.08457513,3.578199543
AT1G33790,4.694873605,4.731527313,4.331915751,6.274317645,7.996575174,8.359711877
AT1G33800,1.669200829,1.560413419,1.538373237,1.66048042,1.5857283,1.66048042
AT1G33810,4.504212801,4.393692463,4.581836444,4.846460174,4.927994271,4.646979857
AT1G33970,6.185082872,5.719369962,5.870420629,6.292673379,5.709017782,6.506194803
AT1G33980,3.978870495,3.265913132,3.15465449,3.652726498,3.353726387,4.056474228
AT1G33990,5.539564012,5.020219562,4.931171372,5.149211947,5.242483169,5.25417892
AT1G34000,3.304169321,3.633340673,3.049068555,3.330496383,3.430997747,2.459997596
AT1G34010,1.477105877,1.575708405,1.501885413,1.524485705,1.478540469,1.114857178
AT1G34020,2.853692014,2.73956829,3.025446964,1.989456192,2.250683508,2.040415837
AT1G34030,5.889417101,6.104161634,5.808890923,5.785513232,6.210964429,5.618587841
AT1G34060,0.967895649,1.05165013,0.927622359,0.967030913,1.182437396,0.782166735
AT1G34065,2.205943494,2.578869588,2.64472904,1.91322813,2.165040958,1.808941635
AT1G34110,4.179176663,4.328956367,3.893415422,4.763086091,4.110662001,4.388334734
AT1G34120,3.053400041,3.715719838,3.405405784,3.994741296,2.517528508,2.548746036
AT1G34130,4.58200927,4.782151253,4.863500309,4.422932167,4.443375864,4.09332146
AT1G34150,2.248854463,2.067830516,1.843266787,2.136214903,2.221138318,2.333665926
AT1G34160,2.393853881,2.379215582,2.22270425,2.556408959,1.997866525,2.248712407
AT1G34180,2.499217047,1.76789571,2.224559682,2.120253524,1.999313592,1.696839113
AT1G34190,4.447602282,4.818386051,4.55610069,4.335209908,4.380796001,4.714826359
AT1G34200,1.590762959,1.552348697,1.85906686,1.716502784,1.535947732,1.852989778
AT1G34210,2.710745207,2.996658349,2.994300989,2.648946962,2.660318542,2.940200267
AT1G34220,5.02899098,4.985506175,4.433953924,3.893713096,4.513147047,4.627882501
AT1G34260,2.314698837,2.163149418,2.139744064,2.36576363,2.341554087,2.483472902
AT1G34270,2.197210438,1.732208275,1.71697621,1.864624433,2.056317805,1.403227404
AT1G34300,6.077203143,6.255033313,6.100329211,6.231939724,6.176728851,6.75119314
AT1G34320,3.864379593,4.002092167,3.699603679,3.662370296,3.759304773,4.049280885
AT1G34340,1.541196972,1.643805731,1.805764879,1.626707351,1.739828221,1.38687718
AT1G34350,1.828042628,2.495633003,2.343628595,2.548746036,1.84493511,1.904547631
AT1G34355,1.18708927,1.387405221,1.561684911,1.085107495,1.003101541,1.331852028
AT1G34360,3.365037571,3.88128521,3.41911803,3.713683066,3.961337154,3.73374568
AT1G34370,6.484940043,6.253559144,6.490249823,6.544202689,6.942749967,6.943438018
AT1G34380,1.464465694,1.312469827,2.380998094,1.473000215,1.150392952,1.406325957
AT1G34420,1.846435522,1.740710845,1.835100701,2.242307489,1.966815428,1.760595344
AT1G34430,5.095627634,5.017722028,4.871054396,4.005592726,3.139459691,3.204804194
AT1G34470,2.057196047,2.214744499,2.182596775,1.901711658,1.84166496,2.254375449
AT1G34480,1.055482065,1.5742346,1.017673612,1.197957473,1.010761236,1.148286815
AT1G34510,1.1267765,0.92423669,1.424873938,1.099643093,1.22477416,1.437447895
AT1G34550,3.264363454,3.326510022,3.384262267,2.837607615,2.9658019,2.874277032
AT1G34570,1.79993405,1.271917182,1.691314462,1.657248902,1.229036393,1.47700784
AT1G34630,2.693468975,3.151185944,3.539781972,4.27749986,3.02260986,3.619058019
AT1G34640,1.866816652,2.223979,2.740873654,2.144877489,2.450643529,1.885393864
AT1G34670,2.882888072,2.351606454,2.144640935,1.769702792,1.654093337,1.601500901
AT1G34750,4.627630426,4.648835788,4.485936749,4.865151303,5.093305235,5.206544048
AT1G34760,2.886327262,3.086327247,4.599181053,5.739082766,5.420495327,5.830865952
AT1G34780,1.11531336,1.00628738,1.11531336,1.280093755,0.857627512,1.129637399
AT1G35140,2.298767162,2.390580826,2.566262028,2.719834978,3.139661915,2.557046644
AT1G35160,8.865704194,8.741857855,9.027880433,8.625708615,8.198051625,7.798676818
AT1G35180,1.318668841,1.901359596,1.372094665,1.408488409,1.724039661,1.058593352
AT1G35190,4.005991583,4.035684717,3.770431137,4.195976808,4.501983129,4.232457708
AT1G35210,1.170603719,1.724056024,1.268596132,1.467667771,1.528115692,1.530864787
