Sample.Name,Atha_Ler.0_sShoots_FLT_Rep1,Atha_Ler.0_sShoots_FLT_Rep2,Atha_Ler.0_sShoots_FLT_Rep3,Atha_Ler.0_sShoots_GC_Rep1,Atha_Ler.0_sShoots_GC_Rep2,Atha_Ler.0_sShoots_GC_Rep3
AT3G27530,6.652783553,5.698969707,6.427237923,6.126352881,6.050390689,6.613328622
AT3G27540,1.203655856,0.779599645,1.050685055,1.206770026,1.482535815,1.238509617
AT3G27550,4.662099722,4.006122765,3.949921421,4.073073722,3.619344469,3.884492374
AT3G27560,2.436883591,2.555576837,2.539828012,2.781925182,3.084323844,2.42563263
AT3G27570,5.263891172,5.980592639,6.002517894,6.68587058,5.744869666,6.516527074
AT3G27580,2.947267766,2.549619814,3.335287999,2.087421352,4.061179561,3.016410049
AT3G27610,1.374437671,1.231104392,1.159913371,1.024255457,1.058403656,1.39534271
AT3G27640,1.236763519,2.077434295,1.289019556,1.239877688,1.149233415,0.867559247
AT3G27650,1.922623838,2.068820247,1.866010444,1.573780538,1.579651552,1.298423071
AT3G27670,2.652388248,1.755062664,1.557942359,1.940476229,2.077841086,2.193276171
AT3G27690,1.337350355,1.732394148,1.478283388,1.826485008,1.380932092,1.497230857
AT3G27700,2.601200309,2.805489905,2.631033072,2.540137265,2.712141957,2.814606776
AT3G27730,1.166829575,1.439214955,1.068906744,1.631173581,1.183845376,0.89840962
AT3G27740,2.453163323,3.30598365,2.715194327,2.347324389,1.943505059,2.192628858
AT3G27750,2.57775365,3.813305759,3.10749641,2.77866136,2.797074025,2.9598421
AT3G27770,6.744736047,6.472211651,6.665995206,7.246372813,7.015030026,6.847854481
AT3G27820,6.682399687,5.948466196,6.318417366,6.960637395,6.489132806,6.871755698
AT3G27850,6.505454003,7.456251897,6.722970963,6.094569973,5.957234262,4.916482085
AT3G27870,1.43352705,1.538373237,1.603637501,1.678763246,1.367606806,2.233017444
AT3G27880,3.183468077,3.151196515,2.646020169,3.32074324,2.5671587,3.012185873
AT3G27890,3.241367605,3.009801387,2.921118343,3.071166289,2.5671587,2.845984323
AT3G27925,2.010143413,2.050434641,2.44275074,2.127887793,1.988564329,2.029142005
AT3G27930,2.413852287,2.958612052,2.78891662,2.515746613,3.495538805,3.046040552
AT3G27950,1.155558328,1.068161663,1.12503391,1.528154287,0.974739829,1.070418052
AT3G27960,3.983044668,2.959011144,3.765528195,4.533566292,2.871263132,3.128325016
AT3G28030,3.323700019,2.771274858,2.808434243,2.884337378,2.358881583,3.421118949
AT3G28040,3.49345267,3.420391939,3.235424277,2.459910158,2.615497214,1.538373237
AT3G28050,5.811782757,5.932764048,5.911761103,6.057243187,5.505248834,5.149524896
AT3G28100,2.1660039,1.889093713,1.862192296,1.478671038,1.678763246,1.387093797
AT3G28130,1.337578554,1.40258181,1.281500904,1.513291833,1.238278696,1.215751962
AT3G28140,1.24253254,1.645451741,1.019466736,1.747378461,1.499031748,0.914830226
AT3G28150,2.9827372,3.043525634,3.297914152,3.22586109,3.284408973,3.536073693
AT3G28180,4.637442083,4.642758473,4.679107644,3.663560608,3.281645398,3.681967849
AT3G28200,2.164124774,2.274302601,1.952868685,2.32309087,2.2381743,1.757610417
AT3G28210,1.167290773,1.010679611,0.945922733,1.511127547,1.392707694,2.189903066
AT3G28340,1.873132308,2.187981923,1.904456249,1.905092636,2.442531945,1.73470249
AT3G28345,1.13139219,1.42844859,1.008126585,1.399387149,1.378967462,1.725841645
AT3G28380,1.068657377,1.328052957,1.421959951,1.374463436,1.116369088,1.06590286
AT3G28420,1.490821062,0.965710257,1.108388396,1.175137322,1.407148121,1.089258067
AT3G28430,3.812693239,2.997834808,3.218146197,3.172202613,3.150674411,2.758876779
AT3G28450,2.681983045,2.40345612,2.496646189,1.873144749,2.619021036,2.951187518
AT3G28460,1.555099062,1.344392296,1.367530275,1.368100049,1.59796938,1.949710154
AT3G28480,3.873791919,3.448498873,3.559083368,3.404879626,3.607705837,3.421118949
AT3G28540,2.433091601,1.770573227,2.380115691,2.140994409,2.130147088,1.957088166
AT3G28550,1.066073749,1.266822465,2.005056776,1.566882358,2.000456256,1.042209047
AT3G28560,1.009042301,1.259209398,1.124672882,1.23276578,1.169966588,1.125280673
AT3G28640,1.365126241,1.618999074,1.89642008,1.374022331,2.216833763,1.490048415
AT3G28670,1.280063902,1.921760889,1.876501201,1.710117365,1.996192542,1.685263987
AT3G28690,5.439247784,5.434815448,5.730118616,5.639496668,5.459492282,5.654666265
AT3G28700,2.871180185,2.911323233,3.296718842,2.434712324,2.845280462,2.877581085
AT3G28715,6.523635965,6.254640919,6.224678604,6.233743079,5.939992156,5.678237662
AT3G28720,3.117950811,2.778758902,3.25628563,2.806828207,2.516296699,3.650112848
AT3G28730,7.609566464,7.427783672,7.599259861,7.101213882,7.192429302,7.619506364
AT3G28740,6.962635978,7.268424482,8.064449306,7.711903248,7.740639308,8.119281681
AT3G28760,1.375817104,1.396185172,1.495405515,1.23101493,1.317856866,1.296197356
AT3G28850,5.836287836,5.848185516,5.138571844,5.560370617,5.380021076,5.48898177
AT3G28860,6.585452835,6.48453357,6.668828675,4.199334282,4.145282884,4.593877481
AT3G28890,1.164495102,1.056275525,1.061850849,1.368640257,1.231886785,0.966841141
AT3G28900,6.106135009,6.244917703,6.087959445,5.545600969,4.920489499,5.262226399
AT3G28910,2.648428238,2.946681372,2.600472033,1.870569192,2.800332734,2.95914201
AT3G28920,5.779005069,5.941165155,5.814235029,5.342577875,5.363326844,5.101109788
AT3G28930,1.430197915,1.128136063,1.517372857,1.577129805,1.485463119,1.148286815
AT3G28940,2.146593029,2.036538724,2.023819467,1.992960402,2.027224619,1.863869056
AT3G28950,3.826638354,3.49345267,3.302636551,3.948268823,3.855866335,3.386940183
AT3G28970,5.509953866,5.207561287,5.212296306,5.544881043,5.453058271,5.019566187
AT3G29010,1.837060721,1.791254486,1.625082722,1.976049366,1.538373237,1.946860265
AT3G29035,1.204525714,1.138293685,1.203924382,1.313900323,1.421500242,1.377444111
AT3G29075,7.234874617,7.328071957,6.869984456,6.718865413,6.324473414,6.713359487
AT3G29090,5.040554484,4.231482869,4.404152396,4.344695407,5.645473865,6.32916811
AT3G29100,1.120522642,1.140725286,1.444771917,1.380422941,1.545630002,1.444771917
AT3G29130,1.590954808,2.254878682,1.658109904,1.128885016,1.678763246,1.624045471
AT3G29160,2.701167142,2.831379263,2.257935932,2.628290422,1.807284809,3.555676107
AT3G29170,1.909557917,2.236706359,2.075803907,3.080905724,2.168261965,2.388807391
AT3G29180,6.294085736,7.053676135,6.814583594,6.229910101,6.213499556,5.461885848
AT3G29185,1.894958186,1.986530245,1.899450714,1.601128747,1.784936806,2.189903066
AT3G29200,4.432738846,3.892851515,3.781773463,3.982693934,4.019954668,3.807406802
AT3G29230,1.604376899,2.093633929,1.754199181,1.368640257,2.521901506,1.98658843
AT3G29240,6.517278278,6.377861861,6.840245818,6.544140057,5.889983063,6.410935378
AT3G29250,3.835800791,3.368277683,3.214546345,2.998691287,2.802655175,3.9252916
AT3G29270,2.26424187,2.467493392,2.549691487,2.627133042,2.524053279,2.86411958
AT3G29280,1.856349263,1.988486254,2.128664405,1.574526591,1.892114623,1.964576071
AT3G29290,2.225688939,2.037967637,1.903989329,1.704050091,1.660396385,1.783473349
AT3G29300,1.404012384,1.086784327,1.212360898,1.117516262,1.323805041,1.061735734
AT3G29310,5.24578315,5.5767577,5.006088806,5.457858381,5.245332619,5.768577149
AT3G29320,3.367205561,2.656288431,2.801951614,1.625748479,1.995469246,2.254506023
AT3G29330,1.455364993,1.367246893,1.493447455,1.572761903,1.574108284,1.880699036
AT3G29350,3.794992296,3.928047552,3.62223008,3.944961927,3.818145782,3.91284629
AT3G29360,5.99663137,6.33682328,6.079406859,5.89443791,6.029088717,5.128746193
AT3G29370,5.374474948,5.671314787,5.549588196,5.02730138,3.232754641,3.751534897
AT3G29375,2.348177319,2.678614883,2.969204253,2.157607792,2.483174454,2.220030528
AT3G29390,5.399606078,5.457777377,5.320388525,5.221730951,5.842757671,5.321645562
AT3G29400,1.808354955,1.853113261,1.793136477,1.476387207,1.351112721,1.784423623
AT3G29410,3.770942404,3.188559685,2.860351936,2.340551898,3.043967581,1.70859784
AT3G29430,1.43028648,1.245558546,1.68943121,1.401817895,1.580613275,1.580613275
AT3G29575,5.913926042,6.119514539,6.577142154,7.975587846,6.848893263,7.55600274
AT3G29630,1.412331464,1.452288848,1.611558829,1.650686213,1.526261832,1.065090556
AT3G29635,2.322849162,1.570537915,1.536477847,2.816759095,1.694893683,1.637914458
AT3G29760,2.279818087,2.009031808,1.839611691,1.98541678,1.549371684,1.814655548
AT3G29770,2.724230825,2.570171182,2.670896086,2.273889658,1.805927251,2.391894903
AT3G29780,2.509251439,3.842520134,2.488964959,2.468659379,1.999105705,1.970704315
AT3G29810,4.754835224,5.062827377,5.148208603,4.84481121,3.706766056,4.403632395
AT3G30180,6.835817638,6.454835502,6.508479017,6.533234305,5.66308995,5.419583762
AT3G30300,3.09444309,2.898460329,3.12809476,3.038278232,3.605354084,3.442283446
AT3G30350,1.234079736,1.550391268,1.490402008,1.829894318,1.467651641,1.650728272
AT3G30380,3.353966537,3.377485179,3.124488069,3.234859397,3.06338473,4.397704262
AT3G30390,7.029593064,6.758051,6.804582102,7.311989332,7.070125264,6.419270154
AT3G30775,5.105567719,5.325217667,5.233087884,5.408715513,6.671479443,6.270614249
AT3G32930,3.816501542,3.609847414,3.539721109,3.087222902,3.372478406,3.177066832
AT3G32940,2.064448181,1.973003667,1.827906936,1.413481544,2.074047122,1.706722533
AT3G33520,4.959376102,4.890095718,4.724959498,4.958371596,4.570141057,4.690930432
AT3G33530,1.261897227,1.51892749,1.440735865,1.862675288,1.446599762,1.841356502
AT3G42050,6.221519632,6.344583513,6.154215975,6.166619154,5.640097756,5.992716892
AT3G42170,3.507080591,2.847069578,3.217010617,3.021847783,3.372069912,3.452554992
AT3G42630,2.413633313,2.258098999,3.065369861,2.95335301,3.114867626,2.955469361
AT3G42640,1.723864728,1.793122956,2.056156426,1.720480432,1.690967455,2.022634674
AT3G42660,3.39061004,3.12009222,3.103024103,2.124577291,3.444310518,3.443416147
AT3G42670,2.125289202,2.015604787,1.950722476,1.760783248,2.265679211,2.039379425
AT3G42790,5.859285825,6.032577104,6.032577104,6.035393204,6.09088156,6.124825904
AT3G42800,1.670881595,1.63799378,1.540239128,1.539638644,1.656004645,1.38888193
AT3G42860,1.99115975,2.31024515,2.174683348,2.271188164,4.678645224,4.530408857
AT3G42950,3.462558218,3.323271693,3.698262553,3.881855371,2.952171401,2.971136607
AT3G43110,2.007604314,1.95322703,2.307031161,1.783934155,2.3527561,1.894570228
AT3G43190,2.362603016,1.958404437,1.709550477,1.133665578,1.518559766,1.460744275
AT3G43210,2.345384759,3.167309286,2.570071146,2.590648078,2.095023639,1.861839876
AT3G43220,2.544821931,2.68669138,2.363399505,2.319608413,1.700659289,2.448555671
AT3G43230,5.426256531,5.102409366,5.225281463,5.884555306,4.947602732,5.612372737
AT3G43240,5.577370724,5.802593044,5.946866847,5.897300479,6.054502641,6.265679459
AT3G43270,4.675339686,5.424642391,4.907689792,4.746339312,4.222999137,3.103024103
AT3G43300,3.625773342,4.284650954,3.856181546,3.554759737,3.838166319,3.450980208
AT3G43430,2.731545156,3.465022069,3.070756505,3.261098621,2.245763305,2.64511014
AT3G43520,5.303552352,4.852459272,5.467705468,5.555643785,6.391047435,6.343489182
AT3G43540,2.369416987,2.205790806,1.601959381,2.046482269,2.51869663,2.077604075
AT3G43590,5.440413689,5.498838367,4.924963672,4.992318507,4.988592872,5.097369238
AT3G43600,2.743328717,2.309579748,2.786859899,1.994546787,1.836990514,1.54427515
AT3G43610,2.397824516,1.900415321,2.138026646,1.503165038,1.525601621,1.350207873
AT3G43670,3.398968196,2.586731936,2.864943914,3.113546388,2.621398826,2.299529692
AT3G43700,1.999659672,2.027701147,2.029142005,2.060797897,2.025588443,2.029622291
AT3G43720,2.659735614,3.155965382,2.397738299,1.94815761,1.920508702,1.385882046
AT3G43790,1.553193128,1.546199127,1.538373237,1.7060041,1.825617034,1.518081014
AT3G43800,7.510654755,7.397714743,6.883691851,6.777767118,6.692638968,5.813361673
AT3G43810,7.941486448,8.060227538,7.822546752,7.212877294,7.089432621,6.725807034
AT3G43840,1.108006219,1.369041552,1.003706532,1.044177935,1.366285702,1.155381329
AT3G43920,1.955945218,1.705275811,2.157444907,1.748852924,2.518968537,1.861732832
AT3G43930,1.242809871,0.852660598,1.242191686,1.268101634,1.155616152,1.305857191
AT3G43960,1.926116801,1.766624696,1.722752953,1.761337053,1.668813551,1.661667134
AT3G43980,8.077754802,8.41651354,8.116682013,7.895752609,8.429594147,7.355364867
AT3G44020,1.239962041,1.693607742,1.163846447,1.485371217,1.593210824,1.280997402
AT3G44050,3.194501454,3.406892791,2.513423777,1.989114477,2.310484115,1.265447861
AT3G44100,5.073144783,5.150626453,4.845539695,5.333345885,5.687353718,5.674730842
AT3G44110,7.444315574,7.309789247,7.047878034,7.433850852,7.232644226,7.419723521
AT3G44190,4.839568364,5.64633104,5.277278868,5.403735733,5.52752492,5.19280729
AT3G44200,6.493209349,6.156738525,6.223891499,5.907409446,6.011487443,5.701504975
AT3G44260,4.096394166,4.473098647,4.271446992,4.602947204,4.994720626,4.137564101
AT3G44280,6.071043037,5.854341453,5.507154896,5.617513268,4.523752254,4.890831332
AT3G44300,8.291872728,8.43796169,8.462708113,8.740723411,8.099887773,7.860577836
AT3G44320,3.994978036,3.762239981,4.195811839,4.2152233,3.62099045,4.096961508
AT3G44330,2.926144881,3.040105511,3.59397565,3.377573294,3.481940616,3.579383365
AT3G44340,1.672465868,1.572063604,1.511635133,1.355381973,1.52857812,1.756267049
AT3G44370,1.550057101,1.295189397,1.513824582,1.412225811,1.309764625,1.611797615
AT3G44380,2.180871976,2.562212384,2.734184822,2.353078524,2.954145742,3.201640072
AT3G44400,0.916503039,1.084948471,0.876008649,1.385334512,0.962624958,0.897406114
AT3G44430,1.146336187,1.092398076,1.064508521,1.486307294,1.365367362,1.198179759
AT3G44510,1.54370947,1.729967584,1.915885554,1.776586462,1.411315285,1.409119279
AT3G44530,1.792582236,2.240889857,1.784571735,1.800949351,1.800949351,1.765370589
AT3G44550,2.945280823,1.798154893,2.744329454,1.672222406,2.269181144,2.187237345
AT3G44590,6.303176147,6.326236089,6.4289585,5.788779743,5.879236414,5.694192476
AT3G44600,3.890806225,3.824425734,3.976057163,4.423250592,4.47898854,4.990434165
AT3G44610,1.911499859,2.558250406,2.092027511,2.232417519,2.713841037,1.981573289
AT3G44620,3.186393296,2.911736964,2.988643936,3.080905724,3.56194217,2.98038595
AT3G44630,1.678043066,1.473414513,1.292470943,1.303438896,1.140725286,1.577969204
AT3G44680,3.123870237,2.452972016,2.753891872,3.198761286,2.61002046,3.038682756
AT3G44690,1.591842947,1.012369405,1.420336062,1.93076883,2.248277765,1.986281446
AT3G44720,4.038021792,4.042944134,3.947765487,4.158770404,3.90043008,3.536446031
AT3G44730,2.440333203,2.409823496,2.233998638,1.548209141,1.398392023,1.773504498
AT3G44735,2.735525101,2.879898687,2.915035232,2.015923088,2.09527995,1.758728304
AT3G44750,6.778354162,7.067602064,7.001585791,6.502377163,6.569674379,6.695456165
AT3G44820,3.921672648,4.15004138,3.941941582,4.40990364,4.12724883,3.294177898
AT3G44850,3.797461503,3.414720709,3.477822993,2.896519464,3.074224154,2.740044473
AT3G44880,3.240406412,3.455158488,3.585029972,4.146341755,3.26536373,4.647475586
AT3G44890,6.064697622,6.125363858,6.248338957,5.469718791,5.137996531,4.719380263
AT3G44900,1.153214359,1.520142763,1.040755161,1.43685458,1.092793518,1.313369178
AT3G44940,2.469667872,2.189191277,2.227328479,1.867627388,1.842063972,1.865742695
AT3G44960,1.284512417,1.06334249,0.977832111,1.284512417,0.895891073,1.001454204
AT3G44990,6.374991978,6.77952662,6.618425218,5.433166193,6.829095657,3.885613116
AT3G45010,5.701469988,5.457323626,5.603235464,4.500432948,3.242189332,3.300707498
AT3G45030,9.751930686,9.976400605,9.957124523,9.221391722,9.394414378,9.16052136
AT3G45040,2.095468092,2.182677701,1.958906971,2.037101587,1.672184428,2.185630817
AT3G45050,1.639161702,1.666069417,1.866008654,1.888280151,1.76734022,1.880656136
AT3G45080,1.239648295,1.188616168,1.431235279,1.037622721,1.039874406,1.26951785
AT3G45090,3.307284585,3.14149194,2.723416311,2.45482716,1.879584961,2.877581085
AT3G45100,3.915757778,3.604722374,3.892257557,4.894348768,4.884634906,4.724227629
AT3G45130,1.125761045,0.948719409,1.254179864,1.215986013,1.410813846,1.068468127
AT3G45160,6.766245437,6.828273784,6.002308285,1.60890367,2.661074687,1.450328931
AT3G45190,4.922056382,4.830909638,5.029327925,4.76201812,4.455862943,5.439538673
AT3G45210,3.053246589,3.567443644,3.235846494,2.378427272,2.243187719,1.770164059
AT3G45230,6.244761415,6.59277922,6.109114761,4.962732794,6.022274631,4.80551149
AT3G45240,4.613735342,4.642596172,4.753179141,4.650951327,4.188485454,4.941103501
AT3G45260,2.281495471,2.277914259,2.266764206,2.351624187,2.13830214,1.884493612
AT3G45280,1.324713014,1.468172673,1.386464812,1.364399522,1.389480927,1.542584894
AT3G45290,1.221616098,1.143043538,1.252685738,1.23857323,1.303557135,1.36615375
AT3G45300,7.460821753,6.144028977,7.40303317,8.360237966,7.537985488,7.525392652
AT3G45310,5.932621963,5.718593198,5.660576457,5.872479478,5.274456942,5.184224882
AT3G45390,1.215121879,1.15745196,1.0907136,1.565343499,1.297733331,1.27564228
AT3G45420,1.092041573,1.415190886,1.37749119,1.03965519,1.409629605,1.394053017
AT3G45430,1.390171405,1.32761183,1.318569852,1.513291833,1.39502398,1.242101451
AT3G45440,1.620435378,1.981189318,1.970885703,2.359313477,1.964438524,1.875221647
AT3G45530,1.282434799,1.010679611,1.342887853,1.522985902,1.257394394,1.566780474
AT3G45590,1.853022924,1.799067674,1.697218558,2.032336606,2.024676713,1.976053131
AT3G45600,3.751544422,3.646467289,3.83408764,4.210005656,3.671871307,3.803892464
AT3G45610,2.921798106,2.464718492,2.471869734,2.897839119,2.916221686,2.666629914
AT3G45620,2.576114817,2.592310195,2.993409294,2.683176116,2.788584273,2.6253835
AT3G45630,2.288440771,2.583465063,2.363178014,2.314327447,2.784629811,2.933266541
AT3G45640,7.179298447,7.421341616,7.269914213,8.552516581,8.352638642,8.462968291
AT3G45660,1.340308412,1.605630911,1.538103436,1.233035582,1.547523567,1.558433114
AT3G45680,1.333646957,1.072026141,1.080667365,2.116516276,1.111617289,1.244837637
AT3G45700,1.412404844,1.284643219,1.505547997,1.885640376,1.766696192,1.522185392
AT3G45710,3.018835119,3.661143347,2.963028005,2.262269034,2.272088079,2.392918956
AT3G45730,3.013265404,3.014492361,3.146939886,3.903415304,3.132974114,2.88030861
AT3G45740,3.210346905,3.081894388,3.703613136,3.266001048,2.855860199,2.90840645
AT3G45750,1.776783735,1.988194993,1.716387937,1.712304735,1.80486377,1.461608998
AT3G45770,4.217372672,4.057694928,4.663055748,5.230117846,5.888282704,5.658704839
AT3G45780,5.128946486,5.282725298,5.22326054,3.056916134,3.059332913,3.241355368
AT3G45830,3.644238039,3.077785673,3.153016661,3.369861122,3.288565131,3.714540413
AT3G45840,1.433835184,1.913222786,1.734736034,2.084945351,1.751423216,1.391511841
AT3G45850,2.012350122,1.606848073,1.621423676,1.321398226,1.613460224,1.228445502
AT3G45870,1.406132056,1.315630741,1.341254883,1.087462974,1.149945659,1.488145633
AT3G45880,1.210515564,1.232593298,1.615332429,1.903045589,1.637545287,1.399762063
AT3G45900,4.09709652,4.300321417,4.559980082,4.14155796,5.145526694,5.037157462
AT3G45930,7.194987705,6.892853057,7.150026292,6.054287391,6.353038473,5.691975885
AT3G45960,2.336442808,2.540637048,2.029142005,2.228198383,1.900313262,1.510226839
AT3G45970,6.413145216,6.027960846,5.955330525,6.244807429,6.053263993,6.449494167
AT3G45980,6.511033375,6.936926001,6.904319065,5.773973924,6.168529893,6.349680538
AT3G46000,7.520050275,7.356987256,7.418801926,7.775999363,7.379514553,6.956954198
AT3G46010,7.244434906,7.379060155,7.241130589,7.417988665,7.244434906,6.955512908
AT3G46020,1.40927846,1.364913278,1.608501958,1.407108025,1.68250131,1.532854486
AT3G46030,5.37778484,5.365258973,5.546897206,4.931044405,5.602763628,5.423573269
AT3G46040,6.852884044,6.927614168,7.136073952,6.67747396,6.377430561,6.560498138
AT3G46060,6.59561283,6.645679714,6.833422342,6.757663971,6.0838407,6.739679026
AT3G46100,4.267038821,3.99917985,3.928539616,3.859151695,3.871146584,4.689106882
AT3G46180,1.608235834,1.183845376,1.838999752,1.867627388,1.755189853,1.224713422
AT3G46200,3.841380887,3.022682212,3.505515377,2.470376728,2.645509912,2.416035239
AT3G46210,3.288701925,3.49345267,3.590272839,3.239821181,3.732512074,3.845868081
AT3G46220,3.079250994,3.259990832,2.712010003,3.776762857,3.510588749,3.740321199
AT3G46230,3.322989844,3.696204941,4.217372672,7.133253349,8.603784679,8.5315821
AT3G46270,1.585839075,1.744985451,1.841305107,2.500898217,2.905592564,2.561812895
AT3G46280,1.512220373,1.684044113,1.587362167,1.392825808,1.504927449,1.293957691
AT3G46290,1.894958186,1.9049349,1.754935067,1.983535604,1.642676153,1.147905866
AT3G46430,8.162455164,7.685322599,7.927103619,7.46779687,7.626890042,7.094145211
AT3G46440,3.768871532,3.851258188,3.846132736,3.923400511,3.397717871,3.724084248
AT3G46450,3.751187232,3.994354303,4.078648392,4.736737046,4.581515537,4.336773327
AT3G46460,3.708486219,3.927809629,3.777600934,3.473665749,3.745035981,3.426429919
AT3G46490,1.324713014,1.704043115,1.320408164,1.914459881,1.39502398,1.250362604
AT3G46500,1.21811213,1.189925784,1.281475982,1.300233584,1.247700325,1.190833813
AT3G46510,4.867190901,4.551653875,4.272672495,4.292712606,4.229680703,4.173187783
AT3G46530,1.601603281,1.2242334,1.678071682,2.237277366,1.757359284,1.926752843
AT3G46540,4.188160288,4.45981831,3.466457979,3.160850523,2.995325,2.953633419
AT3G46560,8.957875869,8.858140848,8.989222479,8.441225393,8.462999063,8.250113992
AT3G46580,1.568445996,1.585819577,1.590527687,1.742547054,2.015061698,1.30630986
AT3G46590,5.810849615,5.305731565,5.421187663,4.128539596,5.197378236,4.994445474
AT3G46600,4.918950088,5.167103788,5.325094342,6.01648268,5.444928026,6.242361891
AT3G46620,4.914675448,4.855734357,4.927908899,4.865032261,5.154492989,5.042603179
AT3G46630,2.818262916,2.687385913,2.670909126,2.387338603,2.70961428,2.434511396
AT3G46660,1.269150016,1.343169647,1.524088553,1.592708521,2.203653994,1.979509808
AT3G46690,2.268235973,2.394455362,2.395968183,2.548746036,3.047134924,2.40663684
AT3G46700,2.098443481,2.018229475,2.278142803,2.037022662,2.066130549,2.095779402
AT3G46720,1.140351305,1.415756682,1.223835154,1.093765051,1.251940655,1.286153929
AT3G46740,5.556044806,5.364107731,5.244156475,5.239785261,5.999799219,5.662508839
AT3G46760,1.210302977,1.140635478,1.614154264,1.467325836,1.120454081,1.334935389
AT3G46790,3.181630288,2.364926463,2.548746036,2.478908862,2.847359267,2.557780966
AT3G46800,1.111219678,1.234109956,1.069969549,1.401738016,1.509959583,1.230887986
AT3G46810,1.190183206,1.58441144,1.730828352,1.284126992,1.262140837,1.450428224
AT3G46820,3.113404135,2.679664986,2.955582991,2.836851549,1.40398645,1.755997433
AT3G46830,7.178819343,6.814375099,7.060908442,7.442841995,6.557182563,6.284558087
AT3G46900,1.407555809,1.84636539,1.216718157,1.678763246,2.202427269,1.459457888
AT3G46920,3.418404823,3.636863763,2.889522126,2.991960133,3.97668332,3.508225423
AT3G46930,4.215432036,4.332183903,3.904608425,4.177355011,3.588242388,4.846757014
AT3G46940,1.98449374,1.962305581,2.015709314,1.678763246,1.997543896,1.80806754
AT3G46960,3.61119446,3.785973963,3.718321691,3.871960145,3.521345564,4.054238001
AT3G46970,3.110416497,3.671745136,3.598197207,2.428261183,3.264214761,4.448367927
AT3G46980,1.113382735,1.476559879,1.070118193,1.390925611,1.969008727,1.597743683
AT3G47000,4.080310306,3.760671796,3.975937155,4.002125326,3.622348606,3.816589731
AT3G47010,2.90050585,2.714968342,2.690528497,2.48380978,2.685671824,2.861795692
AT3G47040,2.33920971,2.363810222,2.291427796,2.190455698,2.836024583,2.482880449
AT3G47060,2.294332061,1.874699008,1.914538866,1.925954856,2.170293287,2.205714059
AT3G47070,2.166533037,2.206338934,2.104121433,1.811982473,2.073423103,1.788470587
AT3G47080,2.138545494,2.429612915,2.161113953,2.846177942,2.390452673,4.159039805
AT3G47110,1.349856068,1.126342147,1.114552338,1.226146253,1.406137483,1.392409598
AT3G47120,5.504982045,5.068671158,5.185423599,4.865576293,5.21440674,5.600757223
AT3G47160,5.383881978,4.742565576,4.733053345,5.9105809,5.185506435,5.506825433
AT3G47180,1.254372615,1.06884638,1.276787593,1.703069309,1.340453098,1.049996407
AT3G47210,2.129113738,2.376982361,1.942674795,1.796625519,1.324713014,1.801634228
AT3G47290,3.268956964,2.57389262,3.103024103,1.939673784,3.019477686,2.371995853
AT3G47370,8.541493777,8.614775496,8.518800101,8.443111808,8.465436408,8.290216129
AT3G47380,1.739674844,1.615599432,1.778550745,2.161102435,1.442214665,1.337329736
AT3G47390,1.69168224,1.852618477,2.008722617,1.738491225,2.008818916,2.088466859
AT3G47400,1.442587695,1.301720057,1.244597563,1.813066227,1.796637926,1.265437411
AT3G47420,1.79993405,1.683008689,1.801624136,1.368640257,1.795123395,2.238174556
AT3G47450,1.273837088,2.180456056,1.38804509,1.233003989,1.517446616,1.65676345
AT3G47460,1.818453783,2.048945578,2.081827928,1.546254154,2.029196944,1.644802244
AT3G47470,5.350657632,5.684038472,5.969353583,6.933719931,5.641066605,5.632222209
AT3G47490,2.96224422,2.542121406,3.264329457,3.179994778,2.582049268,3.130974461
AT3G47500,2.676177811,2.699607959,2.621035793,2.968916616,2.672518993,3.535925611
AT3G47510,5.283213743,5.604445956,5.63048726,5.705734751,4.620965424,4.671486398
AT3G47520,4.321571622,3.539047849,4.627532914,4.314505078,4.591494583,4.494931832
AT3G47530,2.16545869,2.390570538,2.022407009,2.384069796,2.156466062,2.409729152
AT3G47540,1.933244206,3.006001749,2.828169597,4.008524343,3.213477684,3.401765071
AT3G47550,3.76514666,4.240646783,3.952389468,4.604569509,4.660719366,4.319449949
AT3G47560,2.882888072,2.492367584,2.935583768,2.824282563,2.717153664,1.972698999
AT3G47570,1.235151937,1.491184519,1.135099478,1.64371742,1.415680814,1.22661352
AT3G47590,3.701630441,3.19998253,3.14110461,2.601912385,2.298551702,1.861839876
AT3G47610,5.516982511,5.843187371,5.675262728,5.728928621,5.538819099,5.899694997
AT3G47620,7.006162648,7.09277245,6.981707137,6.77591408,5.797086828,6.429754224
AT3G47630,2.130849053,2.011800056,1.849026581,1.777119863,2.029142005,1.977679544
AT3G47640,2.751704337,3.051273443,3.517844421,3.29403194,4.436659787,4.426100734
AT3G47650,5.958251997,6.919559483,6.424910849,5.351640076,5.354882432,5.565818831
AT3G47670,1.398535063,1.536491305,1.685263987,1.922382679,1.619436944,1.374369875
AT3G47700,4.764885301,4.502572514,4.454586425,4.408955098,4.499527704,4.318898084
AT3G47730,2.956966963,3.506123487,3.32482568,3.060916243,2.203585274,3.24254394
AT3G47740,1.082460869,1.277295598,1.143881688,0.916587475,1.315107313,1.021161377
AT3G47770,1.541651495,1.517035329,1.277842686,1.430479562,1.685913766,1.109809494
AT3G47780,2.131746949,1.52351958,1.744930843,1.477839242,1.356899311,1.993572649
AT3G47800,2.667057257,2.570998355,3.195828971,2.562523909,2.620037815,3.245476932
