"User_ID sorted by SD","Ensembl_gene_id","symbol","sl_FLT_BA_Rep1","sl_FLT_BA_Rep2","sl_FLT_BA_Rep3","sl_FLT_BA_Rep4","sl_FLT_BA_Rep5","sl_FLT_BG_Rep1","sl_GC_BA_Rep1","sl_GC_BA_Rep2","sl_GC_BA_Rep3","sl_GC_BA_Rep4","sl_GC_BA_Rep5","sl_GC_BG_Rep1","UdCC_FLT_BB_Rep1","UdCC_FLT_BB_Rep2","UdCC_FLT_BB__Rep3","UdCC_FLT_BB_Rep4","UdCC_FLT_BG_Rep1","UdCC_FLT_BG_Rep2","UdCC_GC_BB_Rep1","UdCC_GC_BB_Rep2","UdCC_GC_BB_Rep3","UdCC_GC_BB_Rep4","UdCC_GC_BG_Rep1","UdCC_GC_BG_Rep2"
" AT2G36320","AT2G36320","",7,7,7,7,7,7,7,8,7,7,7,7,3,4,3,5,2,3,2,3,3,3,2,3
" AT1G09770","AT1G09770","",7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,4,3,2,3,3,3,2,2,3
" AT2G42620","AT2G42620","",6,6,6,7,7,7,6,7,7,7,7,7,3,4,2,3,3,3,3,4,1,2,3,2
" AT3G51920","AT3G51920","",6,6,6,6,7,7,7,7,6,6,6,7,2,2,3,3,2,2,3,2,3,2,3,2
" AT1G28400","AT1G28400","",5,5,5,5,4,5,1,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1
" AT5G26360","AT5G26360","",6,6,6,7,6,6,6,6,7,6,6,6,1,4,1,4,2,2,2,3,4,3,2,2
" AT5G22920","AT5G22920","",7,7,6,7,7,7,7,6,6,6,6,7,2,1,2,3,4,3,2,3,3,3,3,3
" AT3G06400","AT3G06400","",7,7,7,8,7,8,7,8,7,7,7,7,3,4,2,4,5,3,3,3,3,2,3,3
" AT5G60030","AT5G60030","",7,7,7,7,7,7,5,7,6,7,7,7,4,3,3,5,5,4,3,3,2,1,2,2
" AT5G60670","AT5G60670","",7,7,7,7,7,7,3,7,7,7,7,7,4,2,1,4,4,2,5,2,5,5,3,3
" AT5G54940","AT5G54940","",8,7,8,7,7,7,9,7,7,7,7,7,7,5,1,8,2,8,5,7,5,5,3,2
" AT3G56800","AT3G56800","",6,6,5,5,6,6,4,6,6,6,5,6,1,1,2,2,1,2,2,2,3,3,2,2
" AT2G25070","AT2G25070","",5,5,5,4,5,5,5,5,4,5,4,5,1,1,1,2,1,1,1,2,1,1,1,1
" AT3G03520","AT3G03520","",7,8,8,7,7,8,6,8,7,7,7,8,4,2,4,4,3,3,3,4,3,4,3,2
" AT2G25450","AT2G25450","",6,5,5,5,5,5,6,6,5,6,5,6,1,1,2,3,2,2,1,2,1,2,2,2
" AT5G49360","AT5G49360","",5,6,5,6,5,6,4,6,6,6,6,5,1,2,1,2,3,2,1,2,2,2,2,2
" AT4G32650","AT4G32650","",6,6,6,5,6,6,6,6,6,6,6,6,1,1,2,3,5,2,1,2,4,3,4,2
" AT5G61020","AT5G61020","",6,6,6,6,6,6,4,6,5,6,6,6,2,2,2,2,2,2,1,4,4,1,2,2
" AT3G17210","AT3G17210","",5,5,5,5,5,5,4,5,5,5,4,5,2,2,1,1,1,1,1,1,1,2,1,1
" AT1G04040","AT1G04040","",5,5,6,5,6,6,4,5,5,5,5,6,2,1,1,2,1,3,2,1,2,1,2,2
" AT1G02305","AT1G02305","",6,5,6,6,6,6,7,6,6,6,6,6,3,1,2,3,1,2,3,2,3,2,3,2
" AT1G76200","AT1G76200","",9,9,9,9,9,9,8,9,9,9,9,9,5,3,2,7,5,5,5,7,6,5,4,4
" AT2G42880","AT2G42880","",5,5,5,5,5,5,2,4,5,5,5,5,1,1,1,1,2,1,2,1,2,1,1,1
" AT5G48570","AT5G48570","",4,4,3,4,5,5,9,4,2,3,3,2,8,6,2,8,5,7,3,2,3,2,2,2
" AT4G31500","AT4G31500","",7,7,8,7,7,7,4,7,7,8,7,7,4,3,3,2,3,4,4,2,4,3,3,2
" AT5G10430","AT5G10430","",5,6,5,6,5,5,1,5,6,5,5,5,1,2,1,2,2,2,1,2,2,2,2,1
" AT3G02180","AT3G02180","",6,6,6,6,6,6,2,5,5,5,5,5,1,2,2,2,1,1,3,2,2,2,2,2
" AT4G15545","AT4G15545","",4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,2,1,2,2,1,1
" AT1G63980","AT1G63980","",7,6,7,7,6,7,5,6,7,6,6,6,2,3,2,2,3,3,2,2,2,4,3,2
" AT5G03630","AT5G03630","",5,5,5,5,5,5,4,5,5,5,4,5,3,1,2,1,1,1,1,1,1,1,1,2
" AT3G54010","AT3G54010","",6,6,6,6,6,7,3,6,6,6,6,6,3,1,2,3,5,1,3,3,3,5,1,2
" AT5G26751","AT5G26751","",6,6,6,6,6,6,5,6,6,6,6,6,2,3,1,3,3,2,1,2,5,1,3,3
" AT3G47620","AT3G47620","",6,6,6,6,6,6,5,6,6,5,6,6,4,3,2,2,3,1,3,1,1,3,2,2
" AT5G21090","AT5G21090","",6,6,6,6,6,6,5,6,6,5,6,6,1,1,2,3,1,3,2,3,4,2,3,2
" AT4G18700","AT4G18700","",8,8,8,8,8,8,6,8,8,8,8,8,3,4,4,4,5,4,4,2,4,3,4,3
" AT2G46240","AT2G46240","",2,1,1,2,2,2,8,2,1,1,2,2,8,5,2,6,2,4,2,2,2,1,2,2
" AT3G55770","AT3G55770","",9,9,9,9,9,9,9,9,9,9,9,9,6,6,2,6,4,6,5,6,5,3,4,5
" AT1G08830","AT1G08830","",8,8,8,8,8,8,6,8,8,8,7,8,4,5,3,5,2,3,3,5,5,4,3,3
" AT5G05210","AT5G05210","",6,6,6,6,6,6,6,6,5,5,6,5,2,2,1,4,4,2,2,2,2,1,2,2
" AT5G40690","AT5G40690","",3,3,4,4,4,3,7,4,4,4,4,3,9,9,7,9,5,8,8,8,8,8,8,7
" AT5G36230","AT5G36230","",6,6,6,6,6,6,5,6,6,6,6,6,2,2,1,4,5,2,2,2,3,1,3,2
" AT1G69510","AT1G69510","",7,7,7,7,7,8,6,7,7,7,7,7,2,3,3,4,3,3,4,3,5,3,2,2
" AT3G22440","AT3G22440","",7,8,7,7,7,7,7,7,7,7,7,7,3,3,2,5,3,3,3,3,3,3,4,2
" AT2G19800","AT2G19800","",7,7,6,7,7,7,7,7,7,6,7,7,1,3,1,3,3,4,4,5,4,3,5,3
" AT2G39800","AT2G39800","",5,5,5,5,5,5,6,4,4,4,4,5,1,1,1,1,4,1,1,1,3,1,2,1
" AT4G34350","AT4G34350","",6,6,6,6,6,6,7,6,6,6,6,6,2,5,1,3,2,2,2,4,3,2,2,2
" AT1G33240","AT1G33240","",6,6,5,6,6,6,4,5,5,6,5,5,1,1,3,2,4,3,2,1,2,1,2,2
" AT2G45520","AT2G45520","",6,6,6,6,6,6,5,5,6,5,5,5,3,2,2,2,5,2,1,4,2,1,1,2
" AT2G42190","AT2G42190","",6,6,6,6,6,6,3,6,5,6,5,5,2,1,2,3,6,2,2,1,2,3,2,2
" AT1G65970","AT1G65970","",8,9,9,8,8,9,10,9,9,9,8,9,4,4,4,4,5,4,4,6,5,4,4,4
" AT1G77330","AT1G77330","",5,5,5,6,5,5,1,5,6,6,6,5,2,1,2,2,1,2,2,2,2,1,2,3
" AT3G08580","AT3G08580","",8,8,8,8,8,8,5,8,7,8,7,8,5,5,2,5,2,4,6,4,6,3,3,3
" AT4G27500","AT4G27500","",6,6,6,6,6,6,5,6,5,6,6,6,2,2,2,2,1,2,3,3,2,2,2,2
" AT2G35880","AT2G35880","",7,7,6,6,6,6,4,6,6,6,6,6,2,2,2,2,3,2,3,2,2,2,3,2
" AT1G48300","AT1G48300","",9,9,10,9,9,9,9,10,9,9,9,9,6,5,2,6,5,5,5,5,5,4,5,5
" AT2G14750","AT2G14750","",5,6,5,5,6,6,5,6,5,6,5,6,2,1,2,2,3,2,2,1,3,2,2,1
" AT5G10450","AT5G10450","",6,6,5,6,6,6,7,6,5,6,6,6,2,3,2,4,2,3,3,3,1,2,1,2
" AT3G52040","AT3G52040","",5,5,4,5,5,5,4,5,4,5,5,5,2,1,1,1,1,1,2,1,3,1,1,1
" AT3G19520","AT3G19520","",5,6,5,5,6,6,6,5,5,5,5,6,1,3,1,3,2,2,3,2,2,1,1,2
" AT2G33050","AT2G33050","",4,6,5,6,5,5,1,5,4,4,4,5,1,2,1,3,6,2,3,1,1,1,4,1
" AT4G38060","AT4G38060","",3,4,3,3,4,3,8,3,3,3,3,3,8,8,6,8,4,8,7,7,7,7,7,7
" AT5G11670","AT5G11670","",8,8,8,7,8,7,7,8,8,8,7,8,4,4,3,4,3,3,4,4,3,3,4,3
" AT5G04750","AT5G04750","",8,8,9,8,9,8,9,9,8,9,8,8,6,6,4,6,3,6,5,4,6,3,4,2
" AT2G14890","AT2G14890","",6,7,5,7,6,6,2,5,5,6,6,5,2,3,2,2,2,2,2,2,2,2,2,2
" AT3G12390","AT3G12390","",9,9,9,9,9,9,7,9,9,9,9,9,5,5,3,7,4,4,6,6,4,4,4,4
" AT1G79340","AT1G79340","",7,7,7,7,7,7,7,7,7,7,7,7,3,3,2,4,2,3,3,3,3,3,4,3
" AT5G56870","AT5G56870","",6,7,7,7,7,7,9,7,7,7,7,7,3,4,3,4,3,2,4,2,4,3,3,3
" AT1G02340","AT1G02340","",6,6,6,6,6,6,4,6,6,6,6,6,3,2,3,2,1,3,3,2,3,1,2,2
" AT1G56070","AT1G56070","",8,9,8,9,9,9,8,9,8,9,9,8,6,6,2,7,2,6,5,5,5,5,5,4
" AT3G01690","AT3G01690","",7,7,7,7,7,7,4,7,7,7,7,7,3,3,3,3,3,3,3,4,2,3,2,3
" AT4G30910","AT4G30910","",7,8,8,7,7,7,6,7,7,7,7,7,3,3,1,5,4,3,6,4,4,3,5,2
" AT4G25570","AT4G25570","",4,5,4,4,5,5,5,4,5,5,4,5,1,2,1,1,1,1,1,1,1,2,1,1
" AT1G80160","AT1G80160","",2,2,2,2,2,2,8,2,2,2,2,2,6,6,2,6,2,5,4,6,5,5,5,6
" AT4G10790","AT4G10790","",4,5,5,4,5,5,5,5,5,4,4,5,1,1,2,2,2,1,1,1,1,1,1,1
" AT2G30410","AT2G30410","",6,6,6,6,6,6,5,6,6,6,6,6,4,1,2,3,3,1,3,4,2,2,2,2
" AT1G52710","AT1G52710","",5,5,6,6,6,6,5,6,5,6,5,6,2,2,3,3,2,2,1,2,1,2,2,2
" AT1G72820","AT1G72820","",6,5,5,6,5,6,5,6,5,6,5,6,2,2,2,2,3,2,1,2,2,1,2,2
" AT1G08360","AT1G08360","",7,7,7,7,7,7,6,7,7,7,7,7,3,4,3,6,1,4,5,6,5,2,3,2
" AT1G78110","AT1G78110","",5,5,5,6,5,5,4,5,5,5,5,5,2,1,1,2,3,1,2,1,2,1,2,1
" AT1G75540","AT1G75540","",4,5,4,5,5,5,4,5,5,5,5,5,1,1,2,1,2,2,1,1,1,1,2,1
" AT5G59780","AT5G59780","",6,6,5,6,6,6,2,6,6,6,5,6,3,3,2,1,2,3,2,1,3,3,2,2
" AT2G33340","AT2G33340","",6,6,6,6,6,6,5,6,5,6,5,6,2,2,2,3,2,4,2,3,3,1,2,1
" AT5G20250","AT5G20250","",7,7,7,8,7,8,9,7,7,7,7,7,4,4,2,4,2,4,4,6,4,3,3,3
" AT4G30190","AT4G30190","",7,7,8,8,8,8,4,8,8,8,8,8,3,3,3,3,3,4,4,4,4,5,4,4
" AT3G46000","AT3G46000","",6,7,7,7,7,7,7,7,7,7,7,7,3,2,2,3,3,3,3,4,4,3,3,3
" AT2G20230","AT2G20230","",5,6,5,5,6,6,5,6,6,6,6,6,1,3,1,3,2,1,2,3,2,4,2,4
" AT4G13430","AT4G13430","",6,6,6,6,6,6,4,6,5,5,6,6,2,3,1,3,1,3,2,3,2,2,2,2
" AT3G01120","AT3G01120","",5,6,5,6,6,6,2,5,5,5,5,6,2,2,2,2,2,1,2,2,2,2,2,1
" AT5G09850","AT5G09850","",4,5,5,5,5,5,1,5,4,4,5,5,2,1,2,1,1,1,1,1,1,2,1,3
" AT5G20720","AT5G20720","",8,8,7,7,8,8,7,7,7,7,7,7,4,3,2,6,2,4,3,5,5,3,3,4
" AT1G54320","AT1G54320","",5,6,6,6,6,6,4,6,6,6,6,6,2,2,3,2,2,2,3,3,1,2,2,2
" AT3G15950","AT3G15950","",6,6,6,6,6,6,4,6,5,5,5,6,1,3,2,2,2,2,2,2,2,2,2,2
" AT1G16880","AT1G16880","",5,5,4,5,4,4,3,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2
" AT5G03670","AT5G03670","",4,5,4,5,5,4,1,4,5,5,4,5,1,1,1,1,3,1,1,2,1,1,1,1
" AT5G48810","AT5G48810","",5,6,5,6,6,6,3,6,5,5,5,6,3,3,1,4,3,1,1,4,2,1,2,2
" AT1G15040","AT1G15040","",4,4,5,4,4,3,8,5,5,5,5,5,3,2,2,1,1,1,2,3,1,1,1,2
" AT2G36120","AT2G36120","",11,9,10,9,10,9,7,8,9,8,10,8,5,4,6,3,5,5,4,5,5,5,5,6
" AT1G01490","AT1G01490","",8,7,8,7,8,8,9,8,8,8,8,8,5,4,3,5,3,4,4,4,4,3,4,3
" AT4G33150","AT4G33150","",6,6,7,6,6,6,7,7,7,7,7,7,2,3,2,3,2,2,4,4,3,3,3,3
" AT3G24080","AT3G24080","",6,6,6,6,6,6,5,6,6,6,6,6,3,2,2,3,4,2,3,1,2,2,2,2
" AT3G53420","AT3G53420","",6,6,6,6,6,6,4,6,6,6,6,6,2,2,3,2,1,3,3,2,3,2,2,2
" AT1G41880","AT1G41880","",7,7,6,6,6,6,3,6,6,6,6,6,2,2,2,4,2,2,3,4,3,2,2,2
" AT1G33040","AT1G33040","",5,5,4,5,5,4,2,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1
" AT4G20260","AT4G20260","",9,9,9,9,9,9,9,9,9,9,9,9,5,6,3,6,3,5,6,5,6,5,4,4
" AT4G12880","AT4G12880","",6,7,7,7,7,7,3,6,7,6,7,7,3,3,4,3,3,3,3,1,3,3,3,3
" AT5G58710","AT5G58710","",7,7,7,7,7,7,5,7,7,7,7,7,4,3,3,4,2,4,2,4,2,3,3,3
" AT3G57870","AT3G57870","",5,5,5,6,6,6,5,5,5,5,5,5,2,3,1,3,2,2,1,2,2,1,2,1
" AT3G24480","AT3G24480","",6,7,6,6,6,6,3,6,6,7,7,6,1,2,2,3,5,3,2,3,3,4,3,2
" AT3G05760","AT3G05760","",6,7,7,6,7,7,6,7,7,6,6,6,3,4,3,3,3,2,2,2,3,3,2,3
" AT4G38920","AT4G38920","",8,8,8,8,8,8,7,8,8,8,7,8,3,5,4,4,3,3,4,3,5,3,5,4
" AT4G19640","AT4G19640","",8,8,8,8,8,8,9,8,8,8,7,8,5,5,4,6,3,6,5,4,5,3,3,2
" AT1G22140","AT1G22140","",6,6,6,6,6,6,5,6,6,5,5,6,2,2,2,2,2,3,3,1,3,2,2,2
" AT4G26110","AT4G26110","",6,5,6,6,6,6,5,5,6,5,5,6,2,1,2,2,3,2,2,2,2,2,2,2
" AT3G30390","AT3G30390","",5,6,5,5,5,5,6,6,6,6,5,6,3,3,2,2,1,2,1,2,2,2,2,2
" AT4G19860","AT4G19860","",5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,2,1,2,3,4,1,1,1,1
" AT3G61110","AT3G61110","",6,6,6,6,6,6,5,6,5,6,6,6,3,3,1,5,2,3,1,4,4,3,2,1
" AT4G17520","AT4G17520","",8,8,8,8,8,8,6,8,8,8,8,8,5,5,4,4,4,2,3,4,5,3,4,4
" AT3G57150","AT3G57150","",8,7,7,7,7,7,5,7,7,7,7,7,4,2,3,6,5,3,5,4,3,2,3,2
" AT5G58930","AT5G58930","",6,5,5,6,6,6,3,6,5,5,5,5,2,2,1,4,5,2,2,1,2,3,2,1
" AT1G71980","AT1G71980","",5,6,5,5,5,5,4,6,5,5,5,5,1,1,2,2,5,1,2,2,2,2,2,1
" AT4G33640","AT4G33640","",5,5,5,5,6,6,3,5,5,5,5,5,1,3,2,1,1,1,2,1,2,2,3,2
" AT4G10100","AT4G10100","",5,5,6,5,6,6,6,6,5,5,5,5,2,2,1,1,2,2,2,2,2,3,2,2
" AT5G09600","AT5G09600","",6,7,5,6,6,6,6,7,6,6,5,6,4,2,1,5,4,5,2,4,2,1,4,2
" AT1G63940","AT1G63940","",6,6,6,6,6,6,2,6,6,5,6,6,3,1,3,2,2,2,3,3,2,2,3,2
" AT1G76670","AT1G76670","",5,5,4,5,5,5,2,5,4,4,5,5,1,2,1,1,1,1,2,2,2,1,1,1
" AT2G18510","AT2G18510","",4,5,4,5,5,5,6,5,4,5,5,4,3,1,1,2,2,1,1,1,1,2,1,2
" AT3G16450","AT3G16450","",7,7,8,7,8,8,6,8,8,8,7,8,3,4,3,4,3,4,3,5,4,4,3,3
" AT1G01090","AT1G01090","",6,6,6,7,6,6,4,6,6,6,6,6,3,2,3,3,3,2,2,4,4,1,3,1
" AT3G24100","AT3G24100","",6,6,6,6,6,6,7,6,6,6,6,6,4,2,2,5,2,2,5,5,4,1,2,2
" AT2G02100","AT2G02100","",8,8,8,8,8,8,3,7,7,7,7,8,5,5,3,7,3,5,3,8,6,2,4,4
" AT5G41790","AT5G41790","",6,6,6,6,6,7,5,7,5,6,7,6,2,2,2,3,5,2,4,2,2,2,3,3
" AT5G63860","AT5G63860","",5,6,6,6,6,6,6,6,6,6,6,6,2,1,2,5,3,2,3,2,3,2,3,2
" AT3G21770","AT3G21770","",5,5,4,5,5,5,1,4,3,4,4,5,1,1,1,2,4,1,1,2,1,1,1,1
" AT3G20770","AT3G20770","",7,7,7,7,7,7,9,7,7,7,7,7,5,4,2,6,2,4,2,5,4,5,3,3
" AT2G07696","AT2G07696","",6,5,5,6,6,6,3,5,4,7,7,6,9,10,8,10,9,10,10,10,10,10,10,10
" AT1G13260","AT1G13260","",7,8,8,8,7,8,7,8,8,8,7,8,4,4,4,5,5,4,4,2,5,3,3,3
" AT2G43460","AT2G43460","",6,6,5,5,6,5,3,5,5,6,5,6,2,1,1,4,2,2,2,3,4,2,2,1
" AT2G44490","AT2G44490","",5,5,5,6,5,5,4,5,5,5,6,6,2,2,1,1,2,2,2,2,2,2,2,1
" ATMG00830","ATMG00830","",2,2,3,3,3,2,3,2,2,3,3,3,6,7,5,7,5,7,6,7,6,6,5,7
" AT5G37780","AT5G37780","",6,6,6,6,6,6,4,6,7,6,6,6,2,2,2,3,2,3,2,4,3,2,2,2
" AT1G29050","AT1G29050","",4,5,5,5,5,5,3,5,5,5,4,5,2,1,1,1,1,2,1,1,2,2,1,2
" AT2G20630","AT2G20630","",5,4,5,5,5,5,3,5,4,5,5,5,1,1,1,2,2,1,2,2,1,1,1,2
" AT3G48990","AT3G48990","",7,8,7,7,7,7,8,8,8,7,7,8,6,5,2,6,2,6,4,6,5,2,4,3
" AT1G01160","AT1G01160","",6,6,6,6,6,6,6,6,6,5,5,6,2,2,1,4,3,3,4,2,2,3,3,1
" AT2G31400","AT2G31400","",5,5,5,6,5,5,5,5,5,5,6,5,2,1,3,2,1,3,2,1,2,1,2,2
" AT1G72440","AT1G72440","",8,8,7,8,8,8,6,7,6,8,8,8,3,4,3,6,6,4,3,4,4,2,4,4
" AT3G45640","AT3G45640","",7,7,7,6,7,6,6,6,7,7,7,7,3,3,2,3,4,3,2,4,4,3,3,2
" AT1G56700","AT1G56700","",7,7,7,6,7,7,8,7,7,7,6,7,3,4,2,4,5,3,2,3,3,3,3,4
" AT5G03040","AT5G03040","",6,6,6,6,6,6,2,6,6,6,6,6,2,1,2,2,4,3,3,3,4,2,2,3
" AT2G02160","AT2G02160","",9,8,9,9,9,9,8,9,9,9,9,9,6,4,3,5,5,5,6,5,6,4,6,3
" AT5G24490","AT5G24490","",7,6,6,7,7,7,5,6,6,6,7,6,6,4,2,6,5,3,3,5,1,2,3,2
" AT1G72430","AT1G72430","",5,6,6,5,6,6,6,6,6,6,5,6,1,3,1,3,3,2,3,3,2,2,3,2
" AT1G09560","AT1G09560","",5,6,5,5,6,5,5,6,5,5,5,6,3,1,2,1,2,1,3,3,2,2,2,2
" AT2G32060","AT2G32060","",7,7,7,7,7,7,5,7,7,7,7,7,5,3,2,5,3,2,3,6,4,3,2,4
" AT2G45300","AT2G45300","",6,5,6,6,6,6,3,6,5,6,6,6,2,2,2,3,2,1,3,2,3,3,2,2
" AT5G41990","AT5G41990","",5,5,5,5,5,5,6,5,6,5,6,5,1,1,1,2,2,3,1,3,3,3,2,2
" AT5G45010","AT5G45010","",6,6,7,6,6,6,6,6,6,6,6,6,1,2,2,4,5,3,3,4,5,2,2,2
" ATMG00520","ATMG00520","",4,4,4,4,5,4,5,4,4,6,6,5,9,9,7,9,8,9,9,9,9,8,9,9
" AT4G25730","AT4G25730","",6,6,6,6,6,6,5,6,6,6,6,6,2,2,2,3,2,2,2,3,3,2,3,2
" AT5G56950","AT5G56950","",6,6,5,6,6,5,4,5,4,6,5,5,2,1,2,2,2,2,2,2,2,3,2,1
" AT1G19870","AT1G19870","",5,5,5,5,6,5,5,5,5,5,6,6,1,2,1,2,3,2,2,2,2,1,3,2
" AT2G43030","AT2G43030","",6,5,5,6,6,6,4,5,5,6,5,5,3,1,1,2,2,3,3,2,2,3,2,1
" AT2G36880","AT2G36880","",6,6,5,6,6,6,2,5,5,5,6,6,2,2,3,1,1,2,4,2,4,2,3,3
" AT4G08150","AT4G08150","",5,4,5,5,5,5,5,6,5,4,5,5,1,2,2,2,3,2,1,2,1,1,2,1
" AT4G34230","AT4G34230","",5,5,5,5,5,6,4,5,5,5,4,5,1,2,2,2,2,3,2,2,1,1,1,1
" AT1G14610","AT1G14610","",7,7,6,6,6,6,6,7,6,6,6,6,3,2,2,3,3,2,4,2,3,3,2,3
" AT5G44080","AT5G44080","",7,7,7,7,7,7,6,7,7,7,6,6,4,4,2,7,8,3,3,3,3,3,6,2
" AT3G51910","AT3G51910","",5,6,6,5,5,6,6,5,6,6,5,6,9,8,4,9,2,8,2,2,4,3,4,3
" AT5G37260","AT5G37260","",1,1,1,1,1,2,4,2,1,1,2,1,6,3,1,7,1,5,1,4,1,3,2,1
" AT4G12600","AT4G12600","",6,6,6,5,6,6,4,5,5,5,5,6,2,2,2,2,2,2,2,2,2,3,2,1
" AT3G46830","AT3G46830","",5,5,5,6,6,6,3,5,5,6,5,6,2,2,2,1,1,3,2,2,2,2,3,2
" AT4G33740","AT4G33740","",5,5,4,5,5,5,3,4,4,4,4,5,1,1,1,1,2,2,1,1,1,2,1,1
" AT5G22650","AT5G22650","",8,7,7,7,8,7,7,7,7,7,7,7,5,4,3,5,3,4,3,5,6,2,3,2
" AT2G37170","AT2G37170","",6,6,6,6,6,6,4,7,6,7,6,6,2,3,3,3,3,2,3,1,3,3,3,2
" AT1G56010","AT1G56010","",5,5,6,5,5,6,5,6,6,6,5,6,2,2,2,3,2,3,2,2,2,1,2,2
" AT5G09810","AT5G09810","",7,7,7,7,7,7,7,7,6,7,6,7,3,3,2,4,2,4,6,3,6,3,3,3
" AT2G01890","AT2G01890","",5,6,6,5,6,5,5,6,6,6,6,6,2,2,3,2,3,1,3,2,2,2,2,3
" AT3G51880","AT3G51880","",6,5,6,6,6,6,6,6,6,6,6,6,3,2,3,3,4,3,2,1,2,3,2,2
" AT1G06410","AT1G06410","",5,5,5,6,6,6,5,5,5,5,6,6,3,2,1,3,4,3,3,1,2,1,2,2
" AT2G21170","AT2G21170","",5,5,6,6,6,6,4,5,5,5,5,6,2,1,3,2,1,3,2,5,3,2,3,1
" AT5G11910","AT5G11910","",5,5,5,5,5,5,4,5,5,5,5,5,2,1,1,1,3,2,2,2,1,2,1,2
" AT5G57120","AT5G57120","",7,7,7,7,7,8,5,7,8,7,7,7,4,3,4,4,4,3,3,4,3,2,3,3
" AT4G35750","AT4G35750","",7,7,7,7,7,7,9,8,7,7,7,7,6,5,2,6,2,5,4,5,3,5,2,4
" AT3G16080","AT3G16080","",7,7,6,6,7,7,5,6,6,6,6,6,2,2,2,4,3,2,5,4,4,2,4,2
" AT1G01170","AT1G01170","",5,5,5,4,5,5,4,5,6,5,5,5,1,2,3,2,1,2,2,1,3,2,1,1
" AT3G08510","AT3G08510","",5,5,5,5,5,5,4,6,5,5,4,5,1,2,2,1,3,3,1,1,2,2,2,1
" AT1G49490","AT1G49490","",3,2,2,3,3,4,1,2,1,3,2,3,2,3,3,7,9,3,5,3,5,2,6,2
" AT1G69490","AT1G69490","",2,2,1,2,1,2,4,2,1,2,2,2,6,5,2,7,2,7,3,3,4,4,4,1
" AT2G16930","AT2G16930","",4,6,4,4,5,5,3,5,5,5,3,5,1,1,1,2,2,1,1,2,3,2,1,1
" AT1G53910","AT1G53910","",5,5,5,4,5,5,3,5,5,5,4,5,1,1,1,2,1,2,1,2,2,2,1,2
" AT3G48740","AT3G48740","",5,5,3,5,5,5,5,5,4,5,4,5,2,1,2,1,1,1,1,2,2,2,1,2
" AT3G57320","AT3G57320","",5,5,5,4,5,5,3,5,5,5,4,5,2,1,1,2,2,1,2,2,1,2,1,1
" AT1G43710","AT1G43710","",6,6,6,6,6,6,5,6,6,5,5,6,1,2,3,1,3,2,3,3,3,3,3,2
" AT3G15610","AT3G15610","",5,5,4,5,5,5,4,5,5,5,4,5,1,2,2,2,2,1,1,3,2,1,1,1
" AT2G05380","AT2G05380","",8,9,8,9,9,8,7,8,6,8,8,8,4,5,5,4,3,4,5,4,4,3,4,5
" AT3G29075","AT3G29075","",7,7,7,7,7,7,6,7,6,7,7,7,3,2,6,5,5,2,5,2,3,3,5,3
" AT1G26670","AT1G26670","",6,7,7,6,6,7,7,6,6,6,6,6,4,3,2,3,2,2,4,4,3,2,2,4
" AT3G49010","AT3G49010","",7,7,7,7,7,7,5,7,6,7,6,7,4,4,3,6,3,3,2,5,4,2,2,3
" AT5G54500","AT5G54500","",6,6,6,6,6,5,5,6,6,7,6,6,3,2,2,2,1,3,3,3,2,3,3,3
" AT5G66030","AT5G66030","",6,6,6,6,6,6,5,6,6,5,6,6,1,3,2,3,3,2,3,2,3,2,3,2
" AT2G27600","AT2G27600","",5,5,5,5,5,5,6,5,5,6,5,5,3,2,1,4,2,1,1,2,3,2,3,1
" AT2G35680","AT2G35680","",5,6,6,6,6,6,5,6,5,6,6,6,3,3,2,4,3,2,1,2,3,2,2,2
" AT3G05080","AT3G05080","",5,5,4,5,5,5,6,5,5,5,4,5,2,2,2,2,1,2,1,2,1,2,1,2
" AT2G44310","AT2G44310","",5,6,6,6,6,6,4,6,6,6,5,6,3,2,2,2,2,3,3,1,2,3,3,2
" AT5G13710","AT5G13710","",6,6,6,6,6,6,4,5,6,6,5,6,3,3,2,3,2,2,3,3,1,2,2,2
" AT2G19480","AT2G19480","",9,9,9,9,9,9,8,9,9,9,9,9,6,5,4,6,4,5,6,5,5,4,4,4
" AT3G50500","AT3G50500","",5,5,5,5,5,6,6,5,5,5,4,5,2,2,2,4,1,2,2,2,2,1,2,1
" ATCG00020","ATCG00020","",9,10,9,9,9,9,7,9,9,9,9,9,5,5,2,5,6,5,5,8,6,5,6,5
" AT3G14840","AT3G14840","",5,5,4,5,5,5,2,4,4,4,5,4,2,2,1,1,1,1,1,2,1,1,1,2
" AT4G08310","AT4G08310","",5,5,4,5,5,5,2,4,4,4,5,4,1,2,2,1,2,1,1,1,1,2,1,1
" AT1G33700","AT1G33700","",5,5,4,5,5,5,3,5,4,5,5,5,1,1,2,1,2,3,1,1,2,2,2,1
" AT2G30930","AT2G30930","",6,5,5,5,5,5,4,5,5,5,5,6,2,2,2,2,1,1,3,1,2,2,2,2
