"User_ID sorted by SD","Ensembl_gene_id","symbol","sl_FLT_BA_Rep1","sl_FLT_BA_Rep2","sl_FLT_BA_Rep3","sl_FLT_BA_Rep4","sl_FLT_BA_Rep5","sl_FLT_BG_Rep1","sl_GC_BA_Rep1","sl_GC_BA_Rep2","sl_GC_BA_Rep3","sl_GC_BA_Rep4","sl_GC_BA_Rep5","sl_GC_BG_Rep1","UdCC_FLT_BB_Rep1","UdCC_FLT_BB_Rep2","UdCC_FLT_BB__Rep3","UdCC_FLT_BB_Rep4","UdCC_FLT_BG_Rep1","UdCC_FLT_BG_Rep2","UdCC_GC_BB_Rep1","UdCC_GC_BB_Rep2","UdCC_GC_BB_Rep3","UdCC_GC_BB_Rep4","UdCC_GC_BG_Rep1","UdCC_GC_BG_Rep2"
" AT5G23890","AT5G23890","",7,6,7,7,7,7,5,7,6,6,7,7,4,3,4,4,6,3,4,3,4,3,4,3
" AT2G36890","AT2G36890","",4,4,4,4,4,4,1,5,4,4,4,4,1,2,1,2,4,2,1,1,1,2,3,2
" AT1G44810","AT1G44810","",8,8,8,8,8,8,7,8,8,8,8,8,5,5,4,7,8,5,4,4,5,4,5,4
" AT1G45145","AT1G45145","",5,5,5,5,4,4,8,5,5,5,4,4,3,4,1,4,3,2,3,5,3,2,2,2
" ATMG00270","ATMG00270","",5,5,4,4,5,4,5,4,5,6,5,5,8,8,7,8,7,8,8,9,8,8,8,9
" AT3G13870","AT3G13870","",4,4,3,4,4,4,2,4,4,3,4,4,1,1,1,1,1,1,2,1,1,2,1,2
" AT3G54080","AT3G54080","",6,6,5,6,6,6,3,6,5,6,6,6,5,3,6,4,7,3,3,2,3,3,4,2
" AT5G07820","AT5G07820","",4,4,3,4,3,4,1,4,3,4,3,4,1,1,1,2,3,1,1,1,1,1,1,1
" AT1G27310","AT1G27310","",5,5,5,5,5,5,5,4,4,5,4,5,2,2,1,2,2,3,2,2,3,2,2,2
" AT4G14960","AT4G14960","",5,6,5,6,6,6,3,5,6,5,6,6,3,3,3,2,2,3,3,3,3,3,3,2
" AT2G25210","AT2G25210","",8,7,8,7,8,8,5,7,7,7,8,8,5,5,3,7,6,4,6,8,6,4,4,3
" AT1G29990","AT1G29990","",4,4,4,3,4,4,2,4,3,4,3,4,1,1,1,1,1,1,1,1,2,2,1,1
" AT1G64660","AT1G64660","",5,5,5,6,5,5,7,6,5,5,5,6,3,3,4,4,1,4,3,4,4,3,3,1
" AT5G57710","AT5G57710","",5,5,4,5,5,5,2,5,5,5,5,5,1,2,3,3,3,2,2,3,2,2,2,2
" AT5G52640","AT5G52640","",6,6,7,6,7,7,11,6,6,6,6,7,11,10,9,11,6,11,6,6,6,7,5,7
" AT3G09770","AT3G09770","",6,6,6,6,6,6,6,6,4,6,6,6,2,3,2,5,5,4,3,4,4,3,3,2
" AT2G17290","AT2G17290","",4,4,4,4,4,4,2,4,3,4,4,4,1,1,1,1,2,1,1,1,2,2,1,2
" AT5G48870","AT5G48870","",6,6,6,6,6,6,4,6,6,6,6,6,3,3,2,4,5,2,3,4,4,3,4,2
" AT1G26880","AT1G26880","",6,6,6,6,6,5,4,6,5,6,6,6,3,2,3,4,2,5,3,4,3,2,3,3
" AT1G04400","AT1G04400","",4,4,4,4,5,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,2,2,3,2
" AT4G02720","AT4G02720","",5,5,5,5,5,5,4,5,5,5,5,5,2,3,3,2,3,2,2,2,3,2,2,1
" AT5G67500","AT5G67500","",5,5,5,5,5,5,5,5,4,5,5,5,2,2,2,3,3,2,2,2,3,1,3,2
" AT1G56580","AT1G56580","",5,4,4,4,4,4,3,3,3,3,3,4,1,1,1,1,1,1,2,2,2,1,1,1
" AT4G24280","AT4G24280","",5,5,4,5,5,5,5,5,5,5,5,5,4,3,2,2,2,3,2,2,3,2,2,1
" AT4G29350","AT4G29350","",9,9,9,8,9,9,9,9,9,8,8,9,7,6,5,6,4,5,6,6,5,5,5,5
" AT1G48830","AT1G48830","",8,8,7,8,8,8,6,8,7,7,7,8,6,5,3,7,4,6,5,6,5,3,4,4
" AT1G05180","AT1G05180","",5,5,5,5,6,6,5,5,5,5,5,5,2,2,3,2,3,3,3,3,2,2,2,2
" AT5G55290","AT5G55290","",4,5,4,4,4,5,4,5,5,5,5,4,1,2,2,2,2,2,3,1,2,2,2,2
" AT2G44060","AT2G44060","",7,7,7,7,7,7,5,7,7,6,7,7,4,5,2,5,4,5,5,4,3,4,3,4
" AT4G14270","AT4G14270","",7,8,7,8,7,8,4,7,7,7,7,7,8,7,4,9,4,7,5,6,6,3,3,5
" AT4G14010","AT4G14010","",5,5,5,5,5,5,5,4,4,5,5,5,2,2,2,2,2,2,2,2,2,2,2,3
" AT3G61050","AT3G61050","",4,3,5,3,5,5,3,3,4,5,4,3,1,1,4,3,1,1,3,2,1,2,2,2
" AT4G24520","AT4G24520","",5,5,5,5,5,5,4,5,5,5,5,5,2,2,2,2,2,2,3,3,2,2,2,2
" AT4G16660","AT4G16660","",5,4,4,5,5,5,2,4,3,5,5,4,2,1,2,2,3,2,2,2,2,1,2,2
" AT1G74690","AT1G74690","",5,5,4,5,4,4,2,4,4,5,3,5,1,2,2,1,3,2,2,3,2,1,2,2
" AT1G17370","AT1G17370","",6,5,5,6,6,6,5,6,5,6,5,6,5,4,2,5,2,2,3,4,3,3,2,3
" AT1G47960","AT1G47960","",5,6,6,6,6,6,7,6,6,6,5,6,2,4,4,5,2,5,4,3,4,3,3,2
" AT3G49990","AT3G49990","",4,3,3,4,4,4,2,4,3,4,4,4,1,0,2,1,2,2,1,1,1,2,1,3
" AT3G03920","AT3G03920","",5,5,5,5,5,5,4,4,4,4,4,5,2,2,1,4,2,3,2,2,3,1,2,2
" AT2G04880","AT2G04880","",5,5,5,5,5,6,5,6,4,5,5,5,2,2,2,5,5,3,2,3,2,4,2,2
" AT1G73010","AT1G73010","",1,0,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,4,5,3,1,4,3
" AT3G16780","AT3G16780","",7,7,7,7,7,7,6,7,7,7,7,7,3,4,5,6,4,5,5,4,4,3,3,3
" AT5G50460","AT5G50460","",4,5,5,4,5,5,3,5,5,5,4,5,2,2,1,4,5,2,4,3,4,2,2,1
" AT3G12710","AT3G12710","",4,5,4,4,4,4,1,4,2,4,3,4,2,1,2,1,1,1,2,2,2,1,2,1
" AT1G10590","AT1G10590","",8,8,8,8,8,8,8,8,8,8,8,8,4,5,5,7,4,6,5,6,4,4,5,4
" AT2G38170","AT2G38170","",4,4,4,5,4,4,1,4,3,4,4,3,1,2,1,1,1,2,2,2,2,1,1,2
" AT4G01070","AT4G01070","",3,4,3,4,4,4,2,4,2,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1
" AT4G38540","AT4G38540","",5,6,6,5,6,6,7,6,6,6,6,6,4,5,3,5,2,5,4,2,4,3,3,2
" ATMG00210","ATMG00210","",6,5,5,6,7,6,6,6,5,8,7,7,9,10,8,10,9,10,10,10,10,9,10,9
" AT1G10630","AT1G10630","",6,5,6,6,5,5,5,5,5,6,5,6,2,4,2,3,3,2,2,4,4,2,3,3
" AT3G56340","AT3G56340","",6,6,6,6,6,6,4,6,6,6,5,6,4,2,2,5,2,3,4,5,4,2,4,4
" AT2G04280","AT2G04280","",4,4,4,4,4,5,1,4,3,3,4,4,2,1,2,1,3,2,2,2,1,1,1,1
" AT5G50310","AT5G50310","",4,4,3,4,5,4,3,4,3,4,4,4,2,2,2,1,2,1,1,1,2,1,1,1
" AT1G28420","AT1G28420","",7,6,6,7,7,7,5,6,6,6,7,6,4,4,4,5,6,4,4,3,3,2,3,3
" AT1G11860","AT1G11860","",5,5,5,5,5,5,2,5,4,4,5,5,2,3,2,3,1,3,3,2,3,1,2,3
" AT1G21065","AT1G21065","",5,5,5,6,6,5,5,6,5,5,5,5,2,3,1,4,3,3,2,3,3,3,2,3
" AT2G37970","AT2G37970","",2,1,2,2,2,2,2,2,2,2,2,2,5,3,3,6,6,5,3,4,5,3,4,4
" AT1G32410","AT1G32410","",5,5,5,5,5,5,4,5,6,5,4,5,2,2,3,2,2,3,3,3,2,1,2,4
" AT3G12290","AT3G12290","",6,6,6,6,6,6,6,6,6,6,6,6,3,4,3,5,3,5,3,5,3,2,2,3
" AT1G31180","AT1G31180","",4,4,3,4,4,4,1,3,3,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1
" AT5G14970","AT5G14970","",4,4,3,4,4,4,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1
" AT1G76650","AT1G76650","",1,1,1,1,3,2,5,1,1,1,1,1,3,4,1,5,1,4,2,2,2,1,1,1
" AT4G13340","AT4G13340","",5,5,5,4,5,4,5,5,4,4,5,4,1,3,2,1,2,2,3,3,2,2,2,2
" AT3G14350","AT3G14350","",4,4,3,4,4,4,2,3,2,2,4,5,1,2,1,1,1,1,1,2,2,1,1,1
" AT2G21440","AT2G21440","",6,5,5,6,6,6,5,6,6,5,6,5,3,2,4,3,3,3,2,3,3,2,3,3
" AT4G25690","AT4G25690","",4,4,4,4,5,4,6,5,4,4,4,4,1,1,2,3,2,2,2,3,2,1,2,2
" ATCG00040","ATCG00040","",7,7,6,8,8,7,4,6,6,7,8,6,4,4,3,4,3,5,5,6,5,4,3,4
" ATCG01250","ATCG01250","",5,5,3,5,6,5,4,4,4,5,6,4,2,3,2,1,2,4,2,5,3,2,3,2
" AT5G47770","AT5G47770","",4,4,4,5,4,4,2,4,5,5,4,5,2,2,2,2,2,2,3,2,1,1,2,1
" AT4G14900","AT4G14900","",6,6,5,6,6,5,5,6,6,6,6,6,2,3,2,5,4,3,3,4,4,3,3,2
" AT2G07707","AT2G07707","",6,6,6,6,7,6,6,6,6,8,8,7,10,10,10,10,10,10,10,10,10,10,11,10
" AT1G54440","AT1G54440","",4,3,4,4,4,4,1,3,5,3,5,4,2,3,1,3,5,1,2,2,2,1,1,2
" AT2G20760","AT2G20760","",7,6,7,7,7,7,7,6,7,7,6,7,3,4,2,4,3,4,5,5,6,4,4,5
" AT1G13960","AT1G13960","",4,4,4,4,4,5,7,5,5,5,5,5,2,3,2,3,3,3,1,4,3,1,4,2
" AT1G15270","AT1G15270","",6,5,5,5,6,6,5,5,6,5,5,5,5,3,2,4,2,3,3,3,3,2,2,2
" AT5G45510","AT5G45510","",4,4,4,4,5,5,4,5,4,5,5,4,2,2,2,1,1,2,2,2,2,2,2,2
" AT3G17160","AT3G17160","",8,7,7,8,7,8,6,7,7,7,7,7,4,3,3,6,6,4,4,6,4,4,5,4
" AT1G12120","AT1G12120","",4,5,4,4,4,4,3,5,4,4,5,4,2,3,1,1,2,1,2,2,2,1,2,2
" AT3G05590","AT3G05590","",8,8,8,8,8,8,6,8,7,8,7,8,5,5,4,6,4,5,4,5,5,4,4,4
" AT1G27000","AT1G27000","",6,6,6,6,6,6,7,6,6,6,6,6,4,5,2,6,2,4,4,4,4,4,3,2
" AT4G18040","AT4G18040","",5,5,5,5,5,5,4,5,5,4,4,5,3,3,1,2,3,2,2,2,2,2,2,2
" AT4G14320","AT4G14320","",7,7,6,7,7,7,5,7,6,6,6,7,6,4,3,7,3,5,4,7,5,3,3,3
" AT4G19420","AT4G19420","",6,7,6,6,6,6,4,6,6,6,5,6,3,3,3,3,3,2,3,3,4,4,3,3
" AT5G66880","AT5G66880","",5,6,6,6,6,5,7,6,6,6,5,5,5,3,2,4,3,4,3,5,4,2,3,2
" AT3G20250","AT3G20250","",4,4,5,4,5,4,5,5,5,5,5,5,2,2,3,3,2,2,2,2,1,2,2,2
" AT4G38710","AT4G38710","",6,6,5,6,6,6,5,6,4,5,5,5,4,3,4,2,2,3,3,2,3,2,3,3
" AT3G22230","AT3G22230","",5,5,5,6,6,6,4,5,5,6,5,6,3,3,2,4,2,2,3,4,4,2,2,3
" AT5G10695","AT5G10695","",6,7,6,6,6,6,11,5,5,6,6,6,10,10,9,10,7,10,9,9,9,8,9,9
" AT5G48580","AT5G48580","",5,5,5,4,5,5,2,5,5,5,5,5,1,2,3,3,4,2,2,2,2,4,2,3
" AT1G54080","AT1G54080","",6,7,6,6,6,6,6,7,6,7,6,7,3,2,3,4,4,4,4,3,4,3,4,4
" AT5G35360","AT5G35360","",5,5,5,5,5,5,2,5,4,5,4,5,2,2,2,3,2,2,1,2,3,3,2,3
" AT4G37260","AT4G37260","",6,5,5,5,5,5,4,5,5,5,5,5,2,1,2,3,1,3,3,4,3,3,3,3
" AT5G51410","AT5G51410","",7,6,7,7,6,7,7,6,6,6,7,7,5,4,4,7,5,5,4,5,4,2,4,2
" AT1G24100","AT1G24100","",4,4,4,4,4,3,2,4,3,4,3,4,1,1,1,1,2,1,1,1,1,2,2,1
" AT1G62660","AT1G62660","",4,4,4,4,4,3,3,4,4,4,3,4,1,1,1,1,1,2,2,2,1,1,2,1
" AT5G17910","AT5G17910","",4,3,3,2,3,4,3,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
" AT1G64880","AT1G64880","",5,4,3,4,5,4,2,4,3,3,4,4,2,1,2,1,2,1,2,2,1,1,2,1
" AT4G20820","AT4G20820","",3,4,4,4,4,4,2,4,3,4,4,4,1,1,2,1,2,1,1,1,2,1,1,2
" AT5G46630","AT5G46630","",6,5,5,6,6,6,7,6,6,5,6,6,2,2,3,5,3,4,4,4,4,4,3,2
" AT1G28440","AT1G28440","",5,5,5,6,5,5,3,4,5,5,4,6,2,2,2,2,3,2,2,3,3,2,3,2
" AT1G56280","AT1G56280","",8,8,8,8,8,8,8,8,8,8,8,8,5,5,4,7,4,6,4,6,6,4,4,5
" AT4G18070","AT4G18070","",4,4,3,4,4,4,1,3,4,3,3,4,1,1,1,1,2,1,2,1,1,1,2,1
" AT4G37250","AT4G37250","",4,4,3,4,4,4,2,3,4,3,4,3,1,2,1,1,1,1,1,1,2,1,1,1
" AT5G13330","AT5G13330","",5,6,6,5,6,6,5,6,5,5,5,5,2,2,3,3,2,3,3,3,4,3,3,2
" AT2G38470","AT2G38470","",6,6,6,6,6,6,7,6,6,6,6,6,3,2,2,2,5,5,5,5,5,5,6,3
" AT2G27730","AT2G27730","",8,7,8,7,8,8,7,8,7,7,7,8,5,5,4,7,3,4,5,6,5,5,3,5
" AT1G26500","AT1G26500","",2,1,2,1,2,1,2,1,2,2,2,2,2,3,3,4,7,3,3,4,4,3,5,2
" AT1G15670","AT1G15670","",5,5,5,5,6,5,4,5,4,5,5,6,5,4,2,5,1,5,3,3,3,3,1,3
" AT5G39590","AT5G39590","",5,6,6,6,6,6,6,6,4,6,5,6,5,2,3,3,3,3,3,4,3,3,2,3
" AT2G29210","AT2G29210","",6,6,5,6,6,6,5,5,6,5,6,5,3,4,3,4,4,3,2,3,4,3,3,1
" AT4G35800","AT4G35800","",4,4,3,4,3,3,3,3,3,5,4,4,1,1,1,1,1,1,1,2,2,1,2,1
" AT3G20100","AT3G20100","",4,5,4,5,5,5,2,4,4,4,4,4,1,2,2,3,3,2,2,2,2,1,2,1
" AT1G65660","AT1G65660","",6,6,6,6,6,6,7,6,6,6,6,6,4,4,2,5,3,4,4,3,3,3,2,4
" AT5G18170","AT5G18170","",5,4,5,4,5,5,5,5,5,5,4,5,2,2,2,3,2,2,2,2,2,2,2,2
" AT1G78670","AT1G78670","",3,3,4,3,4,4,5,4,3,4,3,4,1,1,1,1,1,2,1,1,2,2,2,1
" AT3G13930","AT3G13930","",6,6,6,6,6,5,5,5,6,6,6,6,3,3,5,3,3,4,4,4,3,1,3,3
" AT1G02120","AT1G02120","",7,7,7,7,7,7,6,7,6,6,7,7,5,4,3,5,6,4,4,3,3,4,4,3
" AT3G56150","AT3G56150","",6,6,6,6,6,6,7,6,6,6,6,6,4,3,2,5,3,4,3,3,3,4,3,3
" AT4G16830","AT4G16830","",7,7,7,8,8,8,6,7,7,7,7,8,5,4,5,6,3,4,5,3,5,4,4,5
" AT1G51070","AT1G51070","",4,4,4,4,5,4,3,5,4,4,3,5,2,2,2,1,3,1,2,2,1,2,2,1
" AT1G19600","AT1G19600","",7,7,7,7,8,8,6,7,7,7,7,8,3,4,3,5,5,5,5,5,5,3,4,6
" AT1G69890","AT1G69890","",2,2,2,1,2,2,7,2,2,2,2,2,4,5,2,6,2,4,3,3,3,2,2,3
" AT5G40250","AT5G40250","",4,5,3,5,5,4,2,4,4,4,3,4,2,1,2,1,2,1,2,2,2,2,1,2
" AT5G22880","AT5G22880","",6,5,4,6,5,5,4,5,5,5,5,5,3,3,3,1,2,3,3,3,2,2,3,2
" AT4G35830","AT4G35830","",8,8,8,8,8,8,8,8,8,8,8,8,4,6,3,6,4,5,6,6,6,4,5,6
" AT5G10290","AT5G10290","",4,3,4,3,4,4,2,3,3,3,4,4,1,1,1,1,2,1,1,1,1,1,1,1
" AT4G36540","AT4G36540","",4,4,2,4,4,4,1,3,3,4,5,3,2,1,2,1,1,1,1,1,2,2,1,2
" AT3G19910","AT3G19910","",5,5,5,5,6,6,6,5,5,5,5,5,2,3,2,5,2,3,3,5,3,2,2,3
" AT4G24550","AT4G24550","",5,5,5,5,5,5,5,5,6,5,5,5,3,3,3,3,2,3,2,2,3,3,2,1
" AT2G44180","AT2G44180","",4,5,4,4,4,4,2,4,4,4,3,4,1,2,1,3,2,1,1,2,3,1,1,3
" AT1G15880","AT1G15880","",3,3,4,4,4,4,5,4,3,4,3,4,1,1,2,2,1,2,1,2,1,2,1,1
" AT2G37750","AT2G37750","",7,7,8,7,7,7,8,8,7,7,7,8,5,5,4,7,3,5,5,5,4,3,4,5
" AT3G01780","AT3G01780","",5,4,4,4,4,5,2,4,4,4,4,4,1,2,2,2,2,1,1,2,2,2,1,2
" AT3G52560","AT3G52560","",6,5,6,5,6,5,6,6,6,5,5,5,4,4,2,5,2,4,2,3,3,2,3,3
" AT2G40110","AT2G40110","",4,5,4,4,5,5,3,4,5,5,3,4,2,2,3,1,3,2,3,1,2,1,2,2
" AT2G24150","AT2G24150","",4,4,3,4,4,4,2,5,5,4,3,4,1,1,2,2,2,1,1,1,2,2,2,2
" AT5G34850","AT5G34850","",6,6,6,6,5,6,6,6,5,5,6,6,3,4,4,5,3,4,3,2,3,4,2,2
" AT5G03380","AT5G03380","",7,6,7,6,7,6,8,7,7,7,7,7,7,6,4,7,3,7,5,4,4,3,4,3
" ATMG01360","ATMG01360","",7,7,7,7,7,7,7,7,7,8,7,7,11,11,11,11,10,11,11,11,11,11,11,11
" AT2G24500","AT2G24500","",6,6,6,6,6,6,7,5,5,5,6,6,3,3,3,4,5,3,3,3,3,3,3,2
" AT5G53160","AT5G53160","",7,6,7,6,7,7,8,6,7,7,6,6,5,5,2,7,4,6,4,4,5,3,5,3
" AT4G27130","AT4G27130","",7,8,8,7,8,8,8,8,8,8,8,8,6,6,3,7,4,6,5,6,5,5,6,3
" AT5G25890","AT5G25890","",4,5,5,5,6,5,2,5,5,4,5,4,3,3,3,2,2,2,2,2,2,2,2,2
" AT4G00300","AT4G00300","",4,5,5,5,4,5,5,5,5,4,5,4,1,2,2,3,5,1,4,3,3,4,2,2
" AT1G14890","AT1G14890","",6,6,6,6,6,6,3,5,5,6,6,5,3,3,3,4,2,3,3,3,3,4,3,2
" AT5G61790","AT5G61790","",6,5,6,6,6,6,4,6,5,6,6,5,3,2,3,3,3,2,4,3,3,3,3,3
" AT4G30930","AT4G30930","",5,5,5,5,5,6,3,5,4,5,5,5,1,3,2,4,2,3,2,3,2,2,3,3
" AT4G34640","AT4G34640","",4,5,4,4,4,5,2,4,4,4,4,5,2,2,2,2,1,2,2,1,2,2,1,2
" AT5G02870","AT5G02870","",7,7,7,7,8,8,5,7,7,7,7,7,5,5,3,6,3,5,4,6,6,3,4,4
" AT2G15350","AT2G15350","",3,3,3,2,2,2,4,3,4,4,3,3,6,5,6,4,4,6,6,4,6,6,6,6
" AT3G13450","AT3G13450","",2,2,2,2,2,3,7,2,2,2,2,2,5,4,2,6,2,4,3,5,3,3,3,4
" AT1G80830","AT1G80830","",2,4,5,3,4,4,2,4,4,4,3,5,3,2,1,2,1,2,2,4,1,1,2,1
" AT2G44200","AT2G44200","",5,5,5,5,5,6,6,4,4,5,5,5,2,2,2,4,2,3,3,2,3,2,2,3
" AT5G05480","AT5G05480","",4,4,5,4,5,5,5,4,3,4,4,4,1,3,2,2,2,1,2,3,2,2,2,1
" AT2G41560","AT2G41560","",4,4,4,4,4,4,1,4,3,4,4,4,1,1,1,1,3,3,2,1,3,2,3,1
" AT1G17210","AT1G17210","",5,5,5,5,5,5,5,5,6,5,5,5,4,3,2,4,2,5,2,1,3,2,3,3
" AT2G03340","AT2G03340","",5,4,5,5,5,5,5,5,4,4,5,5,2,2,2,4,3,2,2,3,1,3,2,2
" AT1G61820","AT1G61820","",4,4,3,3,3,4,5,3,3,3,3,3,5,6,6,5,3,6,7,7,7,6,6,6
" AT1G60680","AT1G60680","",4,4,4,4,4,4,2,5,4,4,4,5,2,2,1,2,2,1,1,3,2,2,1,2
" AT1G80070","AT1G80070","",6,6,5,6,6,6,5,6,6,6,5,6,3,3,3,3,2,3,2,5,4,4,3,3
" AT1G08930","AT1G08930","",4,5,4,4,5,5,6,4,4,4,4,5,3,2,1,5,2,4,2,2,2,2,2,2
" AT1G13740","AT1G13740","",4,4,4,5,5,4,3,4,4,4,5,4,2,2,2,4,6,2,3,1,1,2,2,2
" AT3G08930","AT3G08930","",4,5,4,5,5,5,3,4,5,5,4,4,2,1,2,2,2,2,2,2,2,2,2,2
" AT3G01290","AT3G01290","",6,6,7,6,7,6,8,7,6,7,6,7,2,5,4,5,2,4,5,5,6,4,5,4
" AT1G08800","AT1G08800","",4,4,3,4,4,4,5,4,4,3,4,3,1,2,2,2,2,1,1,1,1,2,1,2
" AT3G13060","AT3G13060","",4,4,3,4,4,4,2,3,5,4,4,4,1,2,1,2,1,2,2,1,3,1,1,2
" AT5G53220","AT5G53220","",1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,7,1,2,1,1,1,4,1
" AT5G58110","AT5G58110","",6,6,6,6,5,6,5,6,6,6,5,6,4,4,3,3,4,3,3,3,3,2,2,3
" AT4G27070","AT4G27070","",6,6,6,6,6,6,9,6,6,6,6,6,5,6,2,7,3,4,4,6,5,4,3,3
" AT1G01725","AT1G01725","",5,5,6,5,5,5,6,5,5,5,5,5,3,4,2,6,2,5,3,3,2,3,2,2
" AT3G01390","AT3G01390","",6,7,7,6,6,6,6,7,6,7,6,6,3,3,3,6,4,4,4,4,4,3,3,3
" AT1G22500","AT1G22500","",3,4,4,3,4,4,4,4,3,3,4,4,1,2,1,1,1,3,2,1,1,2,1,1
" AT3G02760","AT3G02760","",6,6,6,6,6,6,4,6,5,6,6,6,4,3,4,3,3,2,2,4,3,3,3,4
" AT3G18280","AT3G18280","",4,4,4,4,5,4,2,5,4,5,4,4,2,2,2,2,1,2,5,2,2,2,1,2
" AT5G08290","AT5G08290","",8,8,8,8,8,8,8,8,8,8,7,8,7,6,3,7,4,5,6,6,7,4,4,5
" AT3G15590","AT3G15590","",4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,1,1,1,2,2,2,2,1,1
" AT2G16700","AT2G16700","",5,5,5,5,5,5,5,5,5,4,5,4,1,3,2,2,2,2,2,4,3,3,3,2
" AT3G13580","AT3G13580","",6,6,6,6,6,7,5,6,6,6,6,6,3,4,3,5,2,3,3,5,3,4,3,3
" AT1G03280","AT1G03280","",6,5,5,5,5,6,6,5,4,6,5,5,3,3,4,4,2,4,2,3,2,3,2,2
" AT1G49600","AT1G49600","",5,5,6,6,6,6,4,6,5,6,5,6,2,2,2,4,4,3,5,6,4,2,4,4
" AT4G20870","AT4G20870","",4,5,4,5,4,5,2,4,4,4,4,4,1,3,1,2,2,1,2,2,2,2,2,2
" AT1G25490","AT1G25490","",5,4,4,4,5,5,4,5,4,4,4,5,3,1,2,2,2,2,3,2,2,2,1,2
" AT1G16240","AT1G16240","",6,6,6,6,7,6,7,7,7,6,6,6,6,6,2,7,3,5,3,6,5,3,6,3
" AT2G38400","AT2G38400","",5,5,5,6,5,5,7,6,5,5,5,5,4,4,2,5,4,3,2,3,3,1,4,3
" AT3G16950","AT3G16950","",4,3,4,4,3,4,1,3,4,4,4,4,2,2,1,1,1,2,1,1,1,2,2,1
" AT3G51840","AT3G51840","",4,4,4,4,5,5,6,5,5,4,4,4,2,4,2,2,1,2,2,3,2,2,2,2
" AT5G20020","AT5G20020","",7,7,7,6,6,6,7,6,6,6,6,7,3,3,3,4,4,5,5,5,4,3,3,3
" AT1G25560","AT1G25560","",6,6,7,6,6,6,6,7,7,6,6,7,4,3,6,4,4,4,3,4,2,3,4,4
" AT1G55810","AT1G55810","",5,4,5,5,5,6,6,5,5,5,5,5,3,3,2,3,2,2,2,3,3,2,2,3
" AT3G04070","AT3G04070","",4,4,3,3,4,4,1,4,3,3,4,4,1,1,1,2,1,1,1,2,2,1,2,1
" AT3G10090","AT3G10090","",8,8,8,8,8,8,6,8,8,7,8,8,5,4,4,5,4,4,6,6,6,5,4,5
" AT2G19540","AT2G19540","",4,4,4,4,4,5,3,4,4,4,4,5,2,2,2,3,1,1,2,2,2,1,2,1
" AT5G58787","AT5G58787","",4,4,5,4,4,4,3,4,5,4,4,4,2,2,2,1,3,2,1,2,2,1,2,1
" AT1G48920","AT1G48920","",8,8,8,8,8,8,7,8,7,7,7,8,5,4,4,6,5,4,6,4,6,4,4,5
" AT1G71740","AT1G71740","",3,4,4,4,4,4,1,4,4,5,4,5,2,2,2,2,2,2,2,1,2,1,2,1
" AT1G55020","AT1G55020","",3,3,3,3,3,3,5,2,3,3,2,3,6,6,3,5,2,6,5,6,5,6,5,5
" AT2G29960","AT2G29960","",4,4,3,4,4,4,2,3,4,4,4,4,2,2,1,2,2,2,1,1,1,1,1,1
" AT2G41310","AT2G41310","",3,4,4,4,4,4,2,4,4,3,4,4,1,2,1,1,1,2,1,2,2,1,2,1
" AT1G33970","AT1G33970","",5,4,5,5,5,5,6,5,5,5,5,5,3,2,3,3,3,3,2,2,2,2,2,2
" AT5G20890","AT5G20890","",7,7,7,7,7,7,4,6,6,7,6,7,3,5,3,5,3,4,4,5,4,3,4,6
" AT2G46540","AT2G46540","",6,6,5,6,6,6,4,6,5,6,5,6,3,3,3,3,2,4,3,4,3,3,2,3
" AT2G02130","AT2G02130","",4,5,4,4,5,3,1,4,4,5,4,4,2,2,2,2,1,2,2,2,2,2,1,2
" AT2G01650","AT2G01650","",3,4,3,3,3,4,5,4,4,3,3,4,1,1,1,1,2,1,1,2,1,2,2,1
" AT4G01395","AT4G01395","",3,4,3,4,4,5,3,4,3,3,3,4,1,1,1,2,1,1,1,2,2,2,1,1
" AT4G30220","AT4G30220","",5,4,4,4,4,4,2,3,4,4,4,4,1,1,1,2,1,2,2,2,2,2,2,1
" AT5G19010","AT5G19010","",4,5,4,4,4,4,1,4,3,4,4,4,2,2,1,2,2,1,2,2,2,1,1,2
" AT1G75180","AT1G75180","",4,3,4,4,4,4,4,3,4,4,3,4,2,2,1,1,3,1,1,2,1,1,2,1
" AT2G40970","AT2G40970","",4,4,4,4,5,4,3,4,4,4,4,4,1,1,1,3,1,2,2,2,3,2,1,2
" AT1G48600","AT1G48600","",3,4,3,3,3,4,1,4,4,4,3,4,1,2,2,1,1,1,1,1,1,2,1,1
" AT4G12760","AT4G12760","",3,3,3,4,4,4,2,4,3,3,4,4,1,1,1,1,2,1,1,1,2,1,1,1
" AT3G24500","AT3G24500","",6,5,6,5,5,5,10,5,5,5,5,5,9,9,6,10,6,10,7,7,7,7,7,7
" AT5G04340","AT5G04340","",1,1,2,1,2,2,3,2,2,2,1,2,5,4,2,6,1,5,3,2,2,2,2,2
