Analysis.Id,FLT_Cen_Rep1,FLT_Cen_Rep2,FLT_uG_Rep1,FLT_uG_Rep2,GC_1G_Rep1,GC_1G_Rep2
AT1G76380,6.558435072,6.529335877,6.676056462,6.380651455,6.474766256,6.217199429
AT1G76390,7.940891674,7.852301591,7.558977547,7.293840465,8.014616626,7.676647707
AT1G76400,8.710808589,8.890069064,8.575569598,8.840069043,8.674981172,8.824310862
AT1G76405,8.113430179,7.986871855,8.060552411,8.025198263,7.981567662,8.336867154
AT1G76410,6.108983347,5.259044974,6.591535607,6.106361005,5.372436046,6.022279794
AT1G76450,4.997229859,4.851555819,5.271572168,4.953597469,5.053753747,4.927997907
AT1G76460,7.853663702,7.833339113,7.496303391,7.722398427,6.297065229,6.67054599
AT1G76470,4.461046593,4.353192491,4.091827121,4.565214333,4.518557103,4.532823272
AT1G76490,10.35526121,10.34077237,9.815765504,9.881330906,9.578099542,9.641330243
AT1G76500,6.382380931,6.05813186,5.829198017,5.766800654,5.571997339,5.601647158
AT1G76510,7.923533768,7.952430793,7.864570479,7.849210287,8.07962132,7.993893854
AT1G76520,6.862046383,6.435192942,6.703198896,6.385231566,6.730637463,6.408374064
AT1G76540,7.446174406,8.051608303,7.837136056,8.414907919,8.3355948,8.327866215
AT1G76550,9.896128183,10.04815549,9.5758595,9.740808636,10.38663875,10.14946373
AT1G76560,8.295246323,7.748850603,7.760406768,7.250887823,7.932583642,7.218232227
AT1G76570,5.528557947,5.6382022,5.227082503,5.566654992,5.469377926,5.408730908
AT1G76580,7.496421844,7.671256107,7.024291328,7.744940979,7.246120863,7.203169594
AT1G76590,6.002431696,5.221924786,5.589120729,5.486089743,6.038873154,6.017160144
AT1G76600,7.429159075,7.886002696,7.287407007,7.562511869,9.068582914,8.744371862
AT1G76620,3.751205293,3.677949786,3.689534541,3.694075291,3.707151448,3.681074501
AT1G76630,5.706208341,5.31212375,5.449766764,5.449421468,5.580651192,5.583811764
AT1G76640,4.603195937,4.647357793,4.530917671,4.321592573,4.340619754,4.438057864
AT1G76650,9.12474136,9.125963476,9.329720203,9.034535508,8.987592728,9.046759716
AT1G76660,7.859216825,7.65866855,7.658844193,7.696852434,7.274433815,7.476460974
AT1G76670,8.783813176,8.935140454,8.694954469,8.762912228,8.533423247,8.539262273
AT1G76690,6.877644668,6.681350273,7.583421579,7.409101372,8.844962343,8.409278231
AT1G76700,7.276666958,7.275050392,7.465773656,7.282910287,7.405144464,7.183287566
AT1G76710,6.900043927,6.837463399,6.621662787,6.683016323,6.680917697,7.038674537
AT1G76730,7.294977999,6.897455403,7.431623871,7.594995651,6.849497705,7.221699312
AT1G76740,4.877138539,5.032628772,5.199465697,5.676613702,5.930669407,5.86813785
AT1G76760,7.685378317,7.682688641,7.477492021,7.772242297,8.175458588,8.319178197
AT1G76770,3.05094958,2.80972298,3.034638665,3.050960148,3.182120015,3.060092732
AT1G76780,3.359019645,3.419007053,3.749809113,3.524280447,3.382876167,3.388087853
AT1G76790,9.407811401,8.793792196,9.439679839,9.523398052,9.317095174,8.718093248
AT1G76800,4.846390638,4.930443917,4.481277308,4.746658712,4.774515611,4.713054051
AT1G76810,8.602938901,8.329799536,8.128657234,8.279049469,8.344970725,8.257211804
AT1G76820,7.205837936,6.81957856,7.229387021,6.792249454,6.587269027,6.510628303
AT1G76850,8.697959831,8.491345795,8.742942614,8.74895084,8.595773765,8.359977433
AT1G76860,9.063960154,9.162987567,9.104263169,8.96348683,9.156697966,9.104263169
AT1G76870,6.286238497,6.28357172,6.040328843,6.136795281,6.224212355,6.249998866
AT1G76880,7.92039799,7.844804805,7.932129494,7.800878877,7.392017512,7.465071388
AT1G76890,5.93027449,5.522091608,5.706374284,5.269777908,5.0146539,5.048410038
AT1G76900,7.35084516,7.341232111,7.335963423,7.304327758,8.445489979,7.662483371
AT1G76920,8.81136813,8.447928503,8.631444232,8.623238215,8.604921707,8.497213592
AT1G76930,4.41085783,4.211384689,6.711105774,6.550550542,6.794522486,6.410472139
AT1G76940,7.406004303,7.468931792,7.269975104,7.271075002,7.297437003,7.353163545
AT1G76950,6.665428256,6.461787995,6.911040805,6.4537524,6.474678579,6.307787305
AT1G76970,6.37669447,6.46687624,6.55392783,6.361067804,7.19807792,7.290494186
AT1G76990,9.205857157,8.730317966,8.55363789,8.039870097,6.895889265,6.750761737
AT1G77000,6.673896169,6.581809922,6.692079264,6.652864852,8.784808622,8.280044738
AT1G77010,5.290452809,5.258686418,5.309187006,5.043604832,5.134332619,5.39550157
AT1G77020,3.439672036,3.483482478,3.478308622,3.497884041,3.180666522,3.428812265
AT1G77030,5.790597783,5.594757382,5.591293765,5.637633181,5.505554202,5.780684699
AT1G77060,6.741386759,6.704280916,6.575925385,6.459083555,6.373558758,6.560848706
AT1G77120,13.65416044,13.66690329,13.56026314,13.5605246,13.4640596,13.5502715
AT1G77130,8.100848858,8.120251723,8.008989843,7.845522956,8.069709909,8.078540013
AT1G77140,6.984600818,6.91224282,6.926787319,6.945602266,7.138138027,6.947592267
AT1G77180,10.40979067,10.28203238,10.2351749,10.15555503,9.968054104,9.88435826
AT1G77200,3.694289608,3.828064082,3.683371446,3.751292713,3.51002094,3.6738737
AT1G77220,6.914830189,7.03222885,6.676884888,6.705729857,7.358491001,7.139991634
AT1G77230,5.009694807,5.216256361,5.050537844,4.981537755,4.707134187,5.110118462
AT1G77240,3.95285604,4.019806092,3.591085248,3.736363061,3.727256167,3.731839706
AT1G77250,6.076250287,6.179090534,6.189322627,6.378707473,6.289813272,6.422452642
AT1G77260,8.063899164,8.070572522,8.064992906,8.198326374,7.879931005,7.864847101
AT1G77270,2.726912844,2.908705473,2.73163337,2.887469325,2.896616531,2.710488964
AT1G77280,7.459698946,7.188738671,7.302632592,7.275573167,7.34052413,7.050686715
AT1G77300,5.849229066,5.819876219,5.795143869,5.873575709,5.700331438,5.704030672
AT1G77310,5.5579695,5.63672179,5.425999081,5.578222168,5.179978196,5.474777416
AT1G77330,5.862265679,5.880562568,5.646354594,7.393851993,6.570572773,6.302686616
AT1G77350,9.732889803,9.810862379,9.771034645,10.02158158,9.927557207,10.06383891
AT1G77360,5.823441196,5.409311653,5.785991499,5.708828449,5.702300352,5.675998799
AT1G77370,10.22703505,10.05715839,10.32567097,10.05609642,10.36209885,10.29794614
AT1G77380,8.094311166,8.170942708,7.713041102,7.757319373,6.790959603,7.019044015
AT1G77390,5.219858431,5.414048757,5.032357952,5.226248194,5.15305848,5.522691688
AT1G77400,6.897997117,7.060417603,7.852871507,7.994492466,6.338583124,7.021042016
AT1G77405,4.792471799,5.164990432,4.896596129,4.874941473,4.733535509,4.667673519
AT1G77410,5.682453653,5.661228878,5.490884055,5.480880317,4.770501415,5.053605374
AT1G77420,6.322984408,5.898028993,7.16321223,7.443640864,7.408410951,7.198963158
AT1G77440,10.12103026,10.2191152,10.03239822,10.241316,10.45184941,10.47907974
AT1G77450,5.986139525,6.060732018,5.628618277,5.401986756,6.494497364,6.734000889
AT1G77460,7.352471132,7.279330074,7.263451494,7.446308118,7.168332064,6.984244799
AT1G77470,7.607468519,7.708021822,7.434971161,7.590398567,7.545660378,7.73349131
AT1G77480,6.203820626,5.905762515,5.92388298,5.928066032,5.843709863,5.817360824
AT1G77490,6.254515266,6.12698758,6.291108227,6.364618349,6.190866347,5.780262622
AT1G77500,4.610207367,4.625815679,5.065895424,5.089507192,5.206305985,4.861254591
AT1G77510,8.825267384,9.030580259,9.008850834,8.951662536,9.647340296,9.37085454
AT1G77530,2.857705451,2.703998813,2.747202019,2.67932173,2.705593354,2.754821595
AT1G77540,9.328642945,9.376922516,9.42288943,9.412768545,9.161412448,9.411426324
AT1G77550,8.054722584,8.05932698,8.090076169,8.281111695,8.027929618,8.380128864
AT1G77570,7.077118215,7.168357629,6.978186649,6.826323507,7.137966831,7.331232176
AT1G77580,4.282642143,4.527603325,4.343879876,4.532609732,4.305130425,4.487893687
AT1G77590,8.233549217,8.494730018,8.213947187,8.299850027,8.161325222,8.259775154
AT1G77600,6.807562493,7.034545172,6.894567545,7.078327839,7.004504538,6.993541617
AT1G77610,8.841170247,8.918750162,8.654275526,8.766571967,8.801351901,8.977328828
AT1G77630,6.462754011,6.774088392,7.024291328,7.266724251,6.682482837,6.551152467
AT1G77640,6.834657338,6.800661499,7.101437551,6.973180779,7.312951443,7.115222482
AT1G77660,4.85791367,4.864973243,4.94202794,4.64230424,5.447373644,5.707091318
AT1G77670,7.960917091,7.792343427,8.063858789,8.222787583,8.302668488,8.28803778
AT1G77680,7.149536874,6.963995864,6.756488629,6.955072494,6.946626437,6.804218486
AT1G77690,4.03730905,4.027449965,3.980922924,3.998182084,3.713920387,3.737343614
AT1G77700,4.051820116,4.11317697,3.892137353,4.25138415,3.872568255,3.950719178
AT1G77710,10.37276293,10.52831774,10.65432855,10.56647461,10.53639248,10.61014457
AT1G77720,6.876788466,7.095042425,6.93547821,7.105169181,7.230915974,6.939238926
AT1G77740,7.284177072,7.214546853,7.204521619,6.926341345,7.067958264,6.821966656
AT1G77750,9.63716916,9.778343712,9.900786328,9.999708457,9.940022991,10.11483158
AT1G77760,11.16167022,11.05997441,10.79547811,10.44332809,11.08861356,10.6416525
AT1G77770,8.223998391,8.166309286,8.010051324,8.024654112,8.706122028,8.588256243
AT1G77800,6.963448068,7.026954582,6.933011605,6.994111273,6.797667996,6.818866326
AT1G77810,8.672368748,8.721388714,8.505170782,8.549025991,8.326840266,8.538137061
AT1G77840,10.28063016,10.47695187,10.08418165,10.23764281,10.37400189,10.15740027
AT1G77850,6.572081919,6.222355924,6.768324465,6.856957466,6.465222714,6.23803465
AT1G77870,3.330478769,3.517829658,3.233391907,3.286877599,3.515832177,3.227923014
AT1G77890,6.909503763,6.947067852,6.574759162,6.732034812,8.05365261,7.929135928
AT1G77920,7.529860582,6.679180424,7.527809296,6.568494724,6.920494805,6.091017391
AT1G77930,6.939785109,6.584793582,6.914964389,6.710440616,6.913568927,6.947120204
AT1G77940,12.11233471,12.26944921,12.12748522,12.20689177,12.21679107,12.40925128
AT1G77990,4.158311115,4.199639348,4.149571776,3.98342053,3.834410555,3.856834317
AT1G78000,6.122215184,5.555644687,6.932341751,6.62086271,9.45484886,8.466342046
AT1G78010,7.149648361,6.745717969,7.069579195,6.869731251,6.648293965,6.625311836
AT1G78020,5.073267047,4.647671751,6.085893153,4.393045682,3.63071076,3.68957885
AT1G78040,12.33996401,12.46514054,12.41448441,12.5341035,12.30292285,12.48055242
AT1G78050,7.523092952,7.47511654,7.634819976,7.473860036,8.341645107,7.868705607
AT1G78060,8.519311651,8.667033368,8.627835657,8.700370307,7.496633301,7.796811672
AT1G78070,7.170707002,7.204158955,6.776015134,6.92287526,5.924297031,6.492410746
AT1G78080,10.59485963,10.35948249,10.9490357,10.65230343,9.877419174,9.934307726
AT1G78090,4.49940527,4.696033743,4.216178046,4.613769275,4.323754228,4.377585639
AT1G78100,7.173549553,7.303269863,7.086894609,7.487876525,7.07029077,7.333571346
AT1G78110,6.549185124,6.693883962,7.08740123,7.124573054,6.482567137,6.713863775
AT1G78120,6.190894683,6.314187282,6.345426445,6.895707879,6.5558187,7.09345164
AT1G78130,6.389311584,6.205562789,6.462712194,6.331338301,6.614896457,6.53717283
AT1G78140,8.370104569,8.429062491,7.998921849,7.841855241,7.959206134,8.124478311
AT1G78150,9.539460346,9.602213875,9.523488802,9.507218586,9.10262614,9.422988301
AT1G78180,5.406811957,5.639752577,5.348982705,5.685548146,5.534554284,5.609805486
AT1G78200,8.05132629,8.069067591,7.999924146,8.003051853,7.739121545,7.854491205
AT1G78210,7.073327396,6.760089302,7.493909676,7.271770561,6.431742291,6.595793686
AT1G78240,8.59423775,8.644168423,8.354885008,8.677456748,8.417562396,8.332326951
AT1G78260,4.037374788,4.155266542,4.046371515,4.050599106,3.869488785,3.916852028
AT1G78270,6.178197112,5.837275735,6.230057845,6.033954401,6.04454231,5.792888154
AT1G78280,8.18392417,8.390986199,8.268948199,8.495781519,8.780530054,8.63397891
AT1G78290,5.543852696,5.104286913,5.57635948,5.285991002,7.674646921,7.085633049
AT1G78300,9.639375147,9.60227246,9.656147469,9.82917516,9.665169497,9.686103576
AT1G78310,7.938778584,7.526668484,7.267593592,7.246081823,7.253511502,7.354604811
AT1G78320,3.407927527,3.605372501,3.365063669,3.284103323,3.373971829,3.610786185
AT1G78340,4.829044129,4.945213522,4.601492054,4.709779894,8.57527018,7.792444957
AT1G78370,3.151894468,3.27980817,3.140865807,3.113164895,3.189482006,3.353467786
AT1G78380,11.11521066,11.10019042,11.04258122,11.04468186,12.30038105,12.17803992
AT1G78390,3.685330075,3.764141698,3.717289803,3.744584531,3.635918855,3.721184108
AT1G78420,8.09406821,8.11923567,7.752481717,7.777784966,7.892735684,7.990530992
AT1G78430,4.434283286,4.635933953,5.247364672,4.943732515,4.804519191,5.007282869
AT1G78460,6.534364004,5.908527662,5.658173788,6.157783388,5.125140598,5.201966476
AT1G78480,6.994311772,6.718591778,7.536624827,7.275354357,6.310381378,6.770604276
AT1G78510,6.948565973,6.819839856,6.8276934,6.884917338,6.488295436,6.674695659
AT1G78530,6.17006076,5.934825494,6.901954257,7.072042473,5.858375193,5.797968757
AT1G78550,7.231390673,7.149171369,7.340121614,7.181239123,7.060679102,7.265855295
AT1G78560,8.517696058,8.33430357,8.403897091,8.258101029,8.106126299,8.187055607
AT1G78570,8.93147997,9.053275529,8.714463168,8.497051134,8.740769104,8.88920918
AT1G78580,3.780964907,3.77648285,3.62232506,3.74861742,3.899391286,3.74861742
AT1G78600,7.560719611,7.120822241,7.343319952,7.060874428,7.862980857,7.731714449
AT1G78610,7.526356635,7.689939349,7.778078544,7.854149278,7.20177777,7.745215635
AT1G78620,8.02858795,8.163296055,8.018792112,8.305414409,8.367393471,8.538369215
AT1G78630,7.634248545,7.562694841,7.95514106,8.041425501,7.34812237,7.733523679
AT1G78650,7.224549463,7.122466782,7.377254379,7.630399944,7.099320663,7.520683168
AT1G78660,8.209922391,7.639616119,8.444766873,7.995839965,8.012083025,7.876713412
AT1G78670,10.36140645,10.05441538,10.12473514,9.947443596,9.139196325,9.074885636
AT1G78680,9.869831591,9.590730538,9.443597134,9.325552561,9.197383454,9.008399132
AT1G78690,7.089478125,7.10125901,7.046432053,7.310598289,7.116991328,7.420374056
AT1G78700,6.428402275,6.339422534,6.421006984,6.757403779,5.810845507,5.875661276
AT1G78750,5.449445541,5.359501869,5.325403542,5.387313544,5.122398913,5.401937096
AT1G78770,7.596080222,7.780353121,7.468062839,7.717405006,7.85960217,8.197653246
AT1G78780,10.32155516,9.932399708,10.29668028,9.982654907,10.75540089,10.12218409
AT1G78790,6.799714321,7.033756752,7.087423106,7.233802855,6.926351932,7.070910702
AT1G78800,7.959550679,7.853663702,7.679293907,7.796127271,7.801981705,8.090104143
AT1G78810,6.803155634,6.882303451,6.802636169,7.02099059,6.633827752,6.61824307
AT1G78815,7.000449742,6.499318779,7.149795432,6.78665794,4.325087186,4.815975227
AT1G78830,8.917442013,8.059999227,9.342163818,8.71616741,9.698650002,9.496420173
AT1G78860,11.53217251,11.44495204,11.30070029,11.18407377,12.01639648,11.92188918
AT1G78870,10.67521514,10.59948381,10.59799583,10.62458745,10.54238188,10.54636313
AT1G78890,8.537829271,8.412011022,8.493026274,8.421419106,8.157133946,8.347898611
AT1G78895,9.191520447,9.081453526,8.976920476,9.169737605,8.875565806,9.291283882
AT1G78900,10.92353985,10.85685781,10.72078779,10.81870479,10.78423849,10.81605377
AT1G78920,9.093492641,9.135201825,8.955877991,8.911743176,9.030595026,9.059030874
AT1G78930,4.930728939,5.091427353,4.951401427,5.264833997,5.044172092,5.327679811
AT1G78940,4.823196497,4.513700791,4.875558742,5.018289414,4.49929721,4.59293856
AT1G78950,3.214253219,3.589937156,3.33823286,3.676043129,3.355638493,3.322217072
AT1G78960,5.979431998,5.731187132,5.902082569,5.767609211,5.455315568,5.629723047
AT1G79000,8.337553696,7.878399038,7.766802921,7.777802881,7.657403368,7.369382874
AT1G79010,9.440115808,9.473444437,9.585199931,9.709193224,9.714651668,9.924969096
AT1G79030,7.10194891,7.035868188,6.879498934,6.832184934,6.880373115,6.62364203
AT1G79040,9.606709692,9.294713835,9.262890374,9.075143099,6.657984345,7.179648236
AT1G79050,8.859213348,9.038405743,8.917189593,8.856779483,8.796422543,8.953364705
AT1G79060,4.755294326,4.559875122,4.139845677,4.443084257,4.298768466,4.147426382
AT1G79070,7.214286622,7.072364769,7.333652704,7.423094561,6.885950106,7.020556685
AT1G79080,6.555242372,6.385380955,6.892557448,6.889699972,6.801430292,6.860644495
AT1G79090,8.668018529,8.518173541,8.211000832,8.381275714,8.33078426,8.199683809
AT1G79110,5.752070605,5.948480208,6.362916504,6.944599711,5.745095739,6.078198547
AT1G79150,9.221339444,9.340111974,9.39638496,9.356368534,9.487286527,9.365966029
AT1G79160,8.83283553,8.722716834,8.99841516,8.951156464,9.533018397,9.292789806
AT1G79180,5.801943447,5.323675257,6.301239668,5.468357369,7.401460936,6.251457076
AT1G79190,7.009543965,7.317074219,7.074927567,7.066932529,7.364625704,7.464981536
AT1G79200,8.177783964,8.35339985,8.32063,8.09323325,8.214905958,8.178135361
AT1G79210,9.541504938,9.812819424,9.437803397,9.481270772,9.952455476,10.08419604
AT1G79220,6.831977245,6.851650844,7.109775723,7.221254631,6.700122581,6.73555335
AT1G79230,9.856690781,9.853503671,9.749748275,9.869875094,9.777304356,9.91877806
AT1G79250,3.375313913,3.481142922,3.657480612,3.349591745,3.296098224,3.401927008
AT1G79260,9.090926843,9.162409667,9.278549508,9.400931664,9.168147466,9.320842007
AT1G79270,3.129447666,3.177792683,3.16920246,3.041468814,2.997823088,3.140836269
AT1G79280,8.547898341,8.603643685,8.699770646,8.576971678,8.31635037,8.509502435
AT1G79310,4.679752015,3.727626787,4.765978965,4.577950217,4.876139042,4.539138592
AT1G79320,3.908165865,3.936099688,4.115386802,3.831396957,4.409716673,4.174298603
AT1G79330,2.894250205,2.91114179,2.953978088,2.959727692,2.857380143,3.03204435
AT1G79340,10.60196774,10.57136571,10.45259635,10.39611455,10.4672596,10.50671365
AT1G79350,7.683968847,7.760115484,7.588661703,7.449139304,7.458667242,7.678352947
AT1G79360,5.495822299,5.743676569,5.430126239,5.384359517,6.375620517,6.668061297
AT1G79380,8.1044527,8.233459228,8.055159841,7.637137901,8.195777906,8.321569815
AT1G79390,9.174249102,9.222783889,9.075345402,9.313638152,9.406753335,9.584111415
AT1G79410,4.337101541,4.472957756,4.331689212,4.561434159,4.586857636,4.305141719
AT1G79420,4.722232814,4.730364728,4.719992828,5.066923731,5.068829462,5.277453571
AT1G79430,3.885531582,4.22293888,3.723514502,3.832034181,4.109554186,3.770841619
AT1G79440,8.790529945,8.84580932,8.440291285,8.450070684,8.79592293,8.875975764
AT1G79450,8.191566474,7.703617308,8.263770458,8.175210847,8.857276391,8.556746385
AT1G79460,5.264833997,4.996155721,5.599661861,5.820469331,5.667224362,5.734906178
AT1G79470,9.629713374,9.9550208,9.525498783,9.72436006,9.754112829,9.850650674
AT1G79490,7.553745312,7.685396473,7.485500912,7.523918483,7.475741468,7.665179542
AT1G79500,7.856639932,8.13056623,8.105940616,8.260509937,7.935041082,8.389095037
AT1G79510,5.654838882,5.608465279,5.227082503,5.308380529,5.57416579,5.429501834
AT1G79520,7.311905324,6.829300075,7.083817309,6.765808955,7.111092055,7.261061647
AT1G79540,6.386932991,6.195811552,6.48524726,6.411947425,6.419022597,6.385505922
AT1G79550,12.45316428,12.51259641,12.34877813,12.38276292,12.5038229,12.54321773
AT1G79560,8.366351834,8.265380318,8.130030401,8.153301828,7.966432907,8.142226746
AT1G79580,3.150412418,3.041619154,3.090095436,3.095487406,3.026228871,3.089307264
AT1G79590,10.22262098,10.15502152,9.846619406,9.879738089,9.702647297,9.746393523
AT1G79600,6.726687958,6.359913332,6.501669212,6.361640602,6.785918526,6.549950808
AT1G79610,8.97470994,9.001541812,8.666178731,8.705862721,8.798115681,9.009811531
AT1G79620,4.09555886,3.978317291,4.087062965,4.321159664,4.348116815,4.096631362
AT1G79630,6.752421782,6.605248294,6.470361854,6.497989961,6.087481387,6.15375513
AT1G79640,6.066235137,6.229001813,6.305729375,6.530989778,6.476113391,6.556747805
AT1G79650,8.991813975,9.259658007,9.055794026,9.349068607,9.208099088,9.496550596
AT1G79660,9.566427703,9.651722588,9.65309463,9.720274705,9.529492583,9.804462567
AT1G79670,7.710947535,7.584120695,7.594847149,7.452465626,7.950819524,7.715793593
AT1G79690,11.06790035,10.96902559,10.83521779,10.74920287,10.70035889,10.67373802
AT1G79700,3.335629058,3.636934166,3.245834284,3.576344415,3.531193283,3.82950785
AT1G79710,6.95659029,7.158626844,6.814297231,6.991676929,7.004563184,7.244260551
AT1G79720,7.983924879,8.043088535,7.885229279,8.023656318,6.967893486,7.245009253
AT1G79730,8.309498553,8.263657647,8.132749518,8.202787056,8.182723141,8.457339279
AT1G79750,9.564617721,9.368089961,9.502109669,9.426857891,9.35300426,9.308782708
AT1G79760,4.688679776,5.012849146,4.694660164,5.050831921,4.621089049,5.032539899
AT1G79780,5.6743017,5.932092299,5.465162452,5.365433021,5.428414929,5.65747825
AT1G79790,6.727912089,6.557431741,7.029271354,7.115962489,6.445188337,7.14489749
AT1G79810,8.381303174,8.447952804,8.026012162,7.954306497,8.058078353,8.265452128
AT1G79820,8.227731554,8.234267482,8.083534648,8.357013539,8.089882767,8.413374502
AT1G79830,9.438806298,9.216652382,9.558328674,9.530591014,9.096077334,9.087852967
AT1G79840,4.043080559,4.362999295,3.933152935,3.730950189,4.052711054,3.945128113
AT1G79850,8.584549596,8.50153938,8.517190758,8.748441155,8.394983347,8.431824282
AT1G79860,3.788536927,3.852220877,3.878104576,3.495760915,3.928520255,3.739326221
AT1G79870,9.280227176,9.413431831,9.013183729,8.971704881,9.050456639,9.045732657
AT1G79880,6.717516801,6.595793686,6.858686943,6.966412842,6.60508089,6.917754307
AT1G79890,4.87297275,5.081756859,5.467247952,5.779154102,5.352407797,5.46123945
AT1G79900,5.566176611,5.878474022,5.6019882,5.735165159,5.641825109,5.690599658
AT1G79910,3.682325831,3.565352083,3.648688526,3.497743406,3.567673735,3.547953664
AT1G79930,10.60221561,10.70467482,10.25574396,10.3257946,10.26854871,10.3562912
AT1G79940,9.151942783,9.165395121,9.002375965,9.109614397,8.920275112,9.057162986
AT1G79950,8.392422275,8.138914778,8.345553074,8.263446487,7.910219908,8.151156894
AT1G79960,5.725599163,5.917037245,5.627206879,5.806339977,5.762859392,5.833098835
AT1G79970,8.295156675,8.13467052,8.246910605,8.361368537,7.834953835,8.177791426
AT1G79985,7.844039297,7.824450169,7.78906286,7.838020145,7.877520633,7.870339992
AT1G79990,8.457564628,8.213663198,8.296598106,8.530509743,8.385472091,8.426727441
AT1G80000,6.383785386,6.117294672,6.351257552,6.375428484,6.667552965,6.465948227
AT1G80010,7.356144482,7.289005461,7.130317238,7.27714689,7.091066226,7.131903598
AT1G80030,5.690199912,5.497615491,5.990044066,5.921409234,5.516376574,5.688053636
AT1G80040,9.744480865,9.839639596,9.489248328,9.62088897,9.705730475,9.787553314
AT1G80050,7.81514735,8.098657478,7.890747174,7.666112493,5.272898527,5.591960242
AT1G80060,7.226763071,7.500044581,7.026453614,7.063465263,7.098432907,7.362126997
AT1G80070,10.42541928,10.65273142,10.1243132,10.1405292,10.01021466,10.17811155
AT1G80100,3.84185166,4.131538047,3.616951323,3.894635409,3.726695965,3.774888186
AT1G80110,7.517403424,7.577757182,7.305363574,7.369631487,7.114393017,6.936717729
AT1G80160,6.355353138,7.266093433,5.96324578,6.493503468,9.949760337,9.413571743
AT1G80170,6.499688675,6.325951968,6.428921254,6.988098487,6.564661791,6.595793686
AT1G80180,8.059279874,7.436984762,8.004606075,7.405730751,7.659624062,7.375724114
AT1G80190,6.410529111,6.373479964,6.395961226,6.76695506,7.028290838,6.951140298
AT1G80210,7.320377426,7.314073854,7.351719652,7.303775068,7.202711126,7.379704983
AT1G80230,10.34622962,10.3760061,10.48202347,10.47057943,10.60615597,10.78577131
AT1G80240,4.142287219,4.22934832,4.081736853,4.224417904,4.285291099,4.444220367
AT1G80245,5.881810314,5.796935792,6.32231235,6.412549211,5.99781692,6.048843517
AT1G80270,8.350022952,8.736601763,8.602302292,9.016718557,9.057640626,9.30320573
AT1G80280,6.838061931,6.916992061,7.026196008,7.408245366,7.780431532,7.704338193
AT1G80290,4.253820689,4.196736313,4.985935497,5.371566329,5.368519217,5.178769701
AT1G80310,6.510882357,6.288570867,6.228891061,6.276865828,6.217225246,6.230083421
AT1G80320,4.593295387,4.354575221,4.245203364,4.315282807,4.564883419,4.355761964
AT1G80325,4.470151001,4.499566397,4.259317143,4.338018256,4.297948242,4.148867128
AT1G80340,5.26200617,5.401684859,5.15322859,5.130644148,4.947676281,5.362620879
AT1G80350,7.65666506,7.701077961,7.461854329,7.52008256,7.469851563,7.451092152
AT1G80360,9.282447774,8.930447884,9.313858652,9.116703853,9.028610964,8.727257873
AT1G80370,5.60809099,5.798188541,5.41940133,5.844698655,6.426545858,6.402740016
AT1G80380,8.161644258,8.297890947,7.844619388,8.119970524,10.20272384,10.32992761
AT1G80400,7.720668907,7.602661653,7.541859488,7.358429786,7.313114548,7.165108696
AT1G80410,7.914932549,8.061755804,7.423449161,7.449548945,7.482362105,7.546326066
AT1G80420,5.264833997,5.383069021,5.667692921,5.552830633,5.632012202,5.589059532
AT1G80440,5.981069534,6.161301571,6.058385811,6.124733206,7.842281929,7.627751806
AT1G80450,5.834328834,5.818167543,6.407524563,6.593062777,6.880238814,6.810847654
AT1G80460,10.12591835,9.814078918,10.23517892,10.13859619,10.96207319,10.29119771
AT1G80480,8.367071771,8.152407531,8.009370381,8.033919096,8.268014634,8.380606383
AT1G80500,8.335256707,8.354506792,8.522790603,8.55250994,8.604162185,8.605658915
AT1G80510,7.20426376,7.168759192,7.060740688,7.361203146,8.22451676,7.849745058
AT1G80520,5.672677005,5.803162192,6.355397514,6.778395788,6.402728916,7.175898951
AT1G80530,10.21236651,10.14218747,10.06812792,10.02114577,9.533054272,9.779867355
AT1G80550,6.537709985,6.203399097,6.177071654,6.164213203,6.037970379,6.229910413
AT1G80560,9.890206005,9.736196463,9.747102924,9.891194945,9.800348956,10.09819457
AT1G80570,6.382380931,6.300875399,6.2411877,6.148055851,6.258360043,6.397540622
AT1G80600,9.979946674,10.04451722,9.876681448,9.879236223,9.85315185,10.00729123
AT1G80620,8.535417925,7.992599097,8.45790303,8.67462852,8.390054739,8.603527837
AT1G80630,6.591644674,6.202925737,6.631486907,6.568685251,6.705009761,6.606054849
AT1G80640,6.643472993,6.524974299,7.124309828,6.98810258,6.191359014,5.968054329
AT1G80670,9.720827164,10.07942066,9.400007442,9.453602103,9.910204917,10.12564833
AT1G80680,9.370932623,9.293853522,9.14934591,9.335250088,9.196211703,9.300623022
AT1G80690,4.590370892,4.551523804,4.489553175,4.510019748,4.437155269,4.462987396
AT1G80720,6.877213885,6.862585912,6.801203195,7.351215241,7.270758304,7.301419022
AT1G80730,3.140123052,3.068626185,2.929835359,2.933588111,2.854190904,2.865152917
AT1G80750,9.668431291,9.600467572,9.616132401,9.904127505,9.687717801,9.747910371
AT1G80760,4.60032993,4.490221414,4.235276795,4.271488988,4.321920271,4.396101414
AT1G80770,6.808650118,7.1046096,6.957692041,7.284711742,7.109392296,7.244814262
AT1G80780,9.697519014,9.238330915,9.541472708,9.664380532,9.188616245,9.096213536
AT1G80790,8.824327115,8.610422395,8.560627368,8.522920079,8.474477028,8.589147531
AT1G80810,5.086337427,5.085570893,5.317892301,5.210642895,5.103097527,5.100075956
