Analysis.Id,0point09G_Rep1,0point09G_Rep2,0point09G_Rep3,0point18G_Rep1,0point18G_Rep2,0point18G_Rep3,0point36G_Rep1,0point36G_Rep2,0point36G_Rep3,0point57G_Rep1,0point57G_Rep2,0point57G_Rep3,0point57G_Rep4,1G_Rep1,1G_Rep2,1G_Rep3,uG_Rep1,uG_Rep2,uG_Rep3,uG_Rep4
AT3G11340,1524.645649,1248.441035,1564.605426,2504.793892,1862.756232,2172.212746,1639.232097,1867.176544,1444.467548,1387.509872,1864.724328,1566.580201,1350.735904,1316.737137,1401.647906,1007.97754,1454.330002,1593.920724,2280.348695,1440.492113
AT3G11400,981.4941347,1009.520821,966.5190317,1016.794903,1053.933071,1019.942475,1004.456661,1046.269643,1001.457017,986.4911511,1010.330104,1154.39162,1114.749163,1165.198816,967.9888285,878.2817737,1119.019781,1099.708265,981.4738792,1102.488792
AT3G11410,315.4541305,1217.897302,1618.380901,910.8544829,1238.313896,947.7929696,1403.2785,1144.864823,1341.612294,1415.762858,1447.472575,887.5840607,1004.555163,1217.56286,1253.949197,1295.299723,1207.914158,1472.995313,1129.259291,1138.884244
AT3G11420,259.8934627,525.1301654,841.1033624,1064.517219,700.798392,625.7875336,772.5969389,959.3646767,640.7822796,507.2014203,699.9689071,654.7285529,723.5609981,847.2538231,697.3985217,724.0482163,678.4694609,753.3696373,738.555304,807.9388133
AT3G11440,77.61355425,128.963617,127.9170179,221.2916923,147.8474776,120.5372804,113.2206675,193.3264026,152.7136459,139.2314887,187.7509504,148.3246484,160.8130512,179.6224303,129.1709702,152.4822039,124.9234503,159.315291,180.6750697,154.9018503
AT3G11450,1109.39125,995.6749728,888.6024309,747.1388676,828.5674649,780.3834861,818.8566961,737.9528215,763.465001,853.7260585,976.0606389,1092.178517,638.1639102,842.6651723,908.3165728,865.4831939,873.9195348,860.8632671,762.1802971,758.8928107
AT3G11460,22.24423833,14.07590775,12.53893569,11.33440056,21.07751296,13.06477657,14.32998096,6.791067673,7.830634001,11.11559352,10.46549458,13.19585369,11.01885539,14.54829925,14.49845821,14.51264074,11.78361821,27.16457198,4.41158058,8.775425496
AT3G11470,55.77121,68.54920313,57.81895572,57.35112655,49.47636715,42.90945395,54.1066065,43.7488786,52.32721983,59.41191545,44.33266947,35.66771156,45.83407869,50.83396928,50.78712539,49.2245881,49.86702196,66.98521511,64.19897813,60.31166809
AT3G11490,223.4690964,241.8120712,265.1229854,207.1203976,235.8003003,255.2074779,211.6280341,213.2861658,303.7119519,234.4226096,254.4569014,181.2497597,240.5767745,193.6552394,215.5275321,264.8338688,223.8490958,230.9223465,239.7471562,226.481666
AT3G11500,147.3892605,146.8705513,124.3450805,109.1037078,133.1055439,155.5575305,162.29014,108.1277278,143.749285,131.5598296,134.5697332,92.94382559,169.8969305,137.5995722,105.2753553,125.0375412,158.5260232,146.60384,131.7166842,167.2410986
AT3G11510,2134.261851,1543.984229,1753.185094,2005.793412,2071.426566,1955.207596,2025.877588,1835.832226,1812.84375,1644.66798,1433.218011,1873.269336,2194.794605,2029.682398,1389.172537,1555.459432,2170.297521,2146.492014,1731.219915,2308.874802
AT3G11520,47.65342551,41.50675609,62.87062691,67.16466106,67.38348587,59.25329884,42.4730701,35.40005796,80.95791575,30.40807911,17.70992507,46.74672998,62.40637009,46.51794906,28.34797361,42.49863731,90.28173819,83.9624091,40.86514435,72.11687038
AT3G11530,233.878008,246.1673709,184.8869773,164.4919908,203.0840472,218.6819229,225.1836526,200.420878,196.5711222,230.4769269,171.8406729,193.8587535,214.4214188,157.2462636,193.5384598,175.4393801,266.8102655,192.4698944,267.1507541,187.4605946
AT3G11540,522.4893708,563.5459382,466.8002416,583.1190511,534.9523391,506.7371134,563.7297879,603.9829054,432.9362821,511.0003641,528.4673539,859.5006755,443.181543,578.0784373,531.3327543,457.8943287,537.3489944,527.6007214,513.4257117,574.7286668
AT3G11550,92.95266064,157.8872045,149.487656,99.89778487,179.1936233,210.5473565,262.5416596,139.5736359,247.6683617,118.311101,135.3153506,151.0772927,268.1434342,76.45757064,182.6969178,137.2635774,175.9044015,135.6769933,89.49995786,192.3805212
AT3G11560,1828.464914,1761.782718,1431.753425,1079.538609,1326.461438,1228.033806,1250.655622,1268.440231,1059.15007,1914.795569,1684.165993,1166.181341,1049.976678,1140.941685,1723.851431,1615.244889,1319.963636,1532.538696,1385.587877,1110.557109
AT3G11580,96.81553964,98.88649975,97.75485349,154.5175866,83.82017146,83.61426964,98.61093396,99.17673636,117.1429207,101.278939,113.2449379,166.156203,145.4916037,138.5064505,88.40971711,121.3607324,104.3872981,70.94712688,104.7558451,110.0178053
AT3G11590,303.7634576,334.1705696,341.0639026,373.1964727,345.392281,373.410202,345.4029298,355.4492419,332.6455949,358.1319613,390.4457935,388.0752388,309.8891941,378.0329753,381.6219228,368.9492832,291.4392125,340.8245494,295.862948,323.0777103
AT3G11600,125.3042539,248.9063063,153.9822372,163.7682693,158.1053706,115.7905767,141.1762758,197.9418432,209.7422735,218.3876584,145.1400332,240.7513704,206.6144123,181.0907989,144.676565,200.410465,200.6144387,231.9387457,160.0049082,143.5211143
AT3G11620,221.3338113,242.7981087,177.3705541,118.7139496,197.5683015,179.2583053,180.6575038,166.1698,157.5358138,218.2299804,197.1611825,134.0588473,130.7084737,124.9060218,217.4870904,172.0979342,160.7040306,191.4424675,177.5106729,156.2061004
AT3G11630,4806.494425,4028.857951,2428.981731,2082.778807,1715.39942,1555.126245,1997.229855,1335.83696,2124.560899,2941.89885,1636.552409,1590.69209,2560.159717,2015.383476,1887.032311,4587.85662,1949.018464,3156.296082,1695.970782,2402.471526
AT3G11640,5.046516437,6.454752393,8.913790808,10.2891386,6.804277391,9.849849472,6.510217194,7.088417855,8.853138451,6.092451133,3.375696445,5.349442277,8.669336586,6.267446169,6.836809445,8.432522049,7.708894384,9.018158101,3.788135788,9.0305141
AT3G11650,104.1095371,159.6869797,231.0174766,306.9900924,212.1107371,197.1860014,267.9474246,329.7096855,283.1927549,230.4662471,224.2941099,202.1974936,342.5130262,369.3317985,246.1533536,362.2293831,228.790999,309.7761009,198.3233282,269.8626255
AT3G11660,368.9388854,298.7017857,359.9626746,346.141038,393.917966,408.431365,396.9516225,424.7130642,515.3411572,414.4275379,453.17273,371.8824869,445.3579885,329.2969076,399.496415,336.8149659,395.0581879,287.5690529,393.7314561,322.4625767
AT3G11670,369.9360766,319.3566086,287.3818306,258.5192638,273.8170974,242.8343304,244.4919556,232.3123917,288.3298673,310.9619983,260.2266429,274.0131113,276.210633,297.0300341,273.7450057,314.625298,269.4870568,269.1178444,261.8140082,200.221724
AT3G11690,258.8334693,255.8314299,287.4926504,217.4094374,299.0398433,387.9652833,320.7817189,331.3697386,281.95417,286.9933299,329.6541286,288.5291752,276.3904743,204.5949715,337.2899578,189.3973607,312.2921089,239.5305811,294.0755441,229.8797175
AT3G11700,1201.31288,1998.41078,2436.326982,2143.384823,1970.693395,1737.030294,2236.348785,1736.358011,1252.190697,1989.498539,2006.928323,811.2817615,1716.170176,1546.441892,2025.823333,2025.717922,1917.870993,2510.630707,1929.941239,1959.642767
AT3G11710,1130.566722,909.4159519,1089.209458,1227.322575,966.8956642,1015.583391,926.9126203,998.7155425,992.1764841,904.2887755,1033.583666,999.6549929,965.0557104,1006.366703,1003.64355,923.5801812,1022.462591,946.0097978,892.9846233,988.7613915
AT3G11730,372.9266558,398.6888912,353.654755,381.128088,416.3308729,472.0368987,457.6645809,459.7794697,390.1577975,407.4084495,434.8097692,301.4558287,423.3253483,397.6040236,404.7775029,379.708995,411.7227625,394.8593161,453.7606163,388.7827225
AT3G11745,35.04653148,25.76744053,17.16023433,14.35854158,26.57622078,21.71851335,25.59842244,15.80650201,29.81029538,24.65455699,14.84285914,15.53882961,22.44179026,23.41773373,19.48219914,24.12633277,34.27186274,24.7340391,25.72556377,23.79706354
AT3G11750,31.31248516,23.9578869,12.52931072,18.53425103,18.4477353,21.17432229,12.13740147,6.769663361,17.32350397,36.4127182,13.07103233,13.16779667,22.03974463,18.21114972,20.25079883,30.51282194,17.7207497,18.49408549,11.7277755,15.71982399
AT3G11760,264.9761001,267.594119,235.5983751,241.1559691,296.382432,227.9417052,242.4456844,243.3141556,222.8609995,304.090365,234.2142783,216.5282596,235.9815105,246.3237062,251.8989279,309.7517778,231.9874443,307.5675499,278.1464115,207.3526291
AT3G11770,226.3045911,216.5465291,245.254868,213.174201,218.7253745,185.4020323,230.566349,340.0561636,232.0274554,193.152193,212.4401399,283.6697696,269.9815998,218.4703022,206.1396441,227.3376633,262.1294118,239.2619426,208.3022931,274.4934185
AT3G11780,646.461636,744.6692325,750.8142234,735.1263183,826.7609895,1115.016895,793.9322587,733.0186668,766.8418501,865.2564979,748.9361401,577.8540303,934.5199262,586.8384922,844.7132699,649.0159123,837.7856177,702.8952722,966.7807444,731.0463705
AT3G11800,394.0943758,517.6364438,556.8344576,525.2873389,519.1152848,627.3228097,592.2900931,601.9233913,595.5121282,529.8019434,509.2895095,463.0319333,631.7820612,475.9451099,569.2726359,473.4442841,545.2262054,495.9400171,548.9748958,588.0317489
AT3G11810,517.497411,584.9221611,530.9680315,502.7099755,569.1470437,589.6125318,572.3025206,649.8511329,593.1704956,667.1607634,676.1326884,712.9138568,599.6292515,531.281393,628.7220688,666.4131004,502.440844,570.1567151,564.0598965,452.0327076
AT3G11820,471.9494467,393.0759702,476.8111497,954.6747142,630.2224152,480.1561674,596.7019668,822.4703778,552.0757005,534.5313367,622.7005079,440.6987442,733.6607806,740.1057213,679.2540328,954.2426605,496.6841155,582.1375268,607.5294366,665.2276231
AT3G11830,1224.773969,1020.934317,1240.923375,1370.32826,1268.535738,1203.844041,1202.09517,1299.625656,1320.760422,1045.960212,1221.894523,1653.55693,1194.971704,1280.182087,1240.405507,1033.036491,1316.981802,1230.21088,1068.915944,1513.940846
AT3G11840,70.75670115,50.47521658,48.35386917,46.35876255,43.47568597,81.48020451,56.2337864,73.27738112,46.27406745,49.52829525,49.04540555,67.69753696,41.32180614,39.11437354,49.85462752,45.00447683,42.45204246,56.77480499,57.29995465,50.82735574
AT3G11850,80.70182722,118.2398792,96.47227279,96.04491547,105.2790615,113.1016195,115.0987816,117.4223262,99.4794554,120.6654208,125.1193925,115.6233663,103.3014914,111.1967826,135.7525405,92.54641402,129.907974,121.3541345,108.3611238,115.7434317
AT3G11880,208.9256469,262.8640274,220.3592429,207.9569308,215.0131102,221.5874949,217.4169995,225.911246,252.1930894,241.2630445,246.686572,253.9034416,215.3049924,242.3680477,222.1080938,239.0598318,217.4668158,242.3082585,264.7885285,203.6923673
AT3G11900,271.0307448,246.7606921,217.6902254,205.0983371,226.6601171,277.5576644,240.402975,258.0550288,271.9662923,229.4796225,257.7705121,373.3454254,221.3663536,227.4217733,230.8811819,209.0732049,241.7043764,175.362374,213.2233683,228.1161162
AT3G11910,1339.815961,1262.913445,1283.004755,1419.750227,1260.727346,1365.234255,1203.075916,1529.564926,1221.790973,1205.28847,1397.316528,1642.442977,1288.727722,1313.173048,1405.727806,1359.166584,1202.9193,1253.013275,1212.557812,1430.060711
AT3G11930,1260.054521,1408.001483,1304.522452,2613.252652,974.9162106,1261.67165,1207.495961,2519.111182,2469.413446,1777.945558,1805.07532,3243.812404,2099.346211,1886.648851,1557.868368,2415.392836,1477.934831,1929.029074,1455.102383,1662.9991
AT3G11945,457.9292735,308.6920622,299.9891676,160.7182174,201.5653393,178.0083783,208.3811484,135.7288006,243.8246012,295.1287193,206.0026271,131.018616,247.0109803,201.9193523,245.4197353,352.0219044,242.8765994,318.465317,182.2237962,206.884469
AT3G11960,530.9028562,529.1381417,467.1738217,458.5970833,458.5279086,467.9672152,420.6657223,602.9725327,470.5252776,493.0141173,467.891348,711.4273697,473.2215419,457.0350157,513.0252149,490.0679875,464.7398245,469.3959466,471.1957763,499.1886549
AT3G11964,565.4564025,499.8031375,535.7658205,583.3763655,596.6514637,445.479541,499.0771831,537.2931618,500.5718555,442.3786661,461.9537285,900.3219875,597.7175586,627.8433662,494.5087621,462.1831164,607.2518847,600.4902314,419.7100447,754.6648631
AT3G12010,437.9055685,463.9096606,487.3104211,555.4718642,426.7940735,462.9571283,380.210162,513.7666308,470.0394184,398.0562601,433.0896573,524.5641812,430.6445069,496.3038225,427.0175376,517.2382553,432.2120867,428.5997737,462.0637911,435.7302115
AT3G12020,554.1319883,721.0540527,784.5803936,603.1796238,655.7159031,587.0305876,636.9266918,554.2180058,468.5953514,512.4068563,684.7598775,463.6902286,531.072408,576.3866995,606.9325167,476.1271118,600.4182581,689.096307,669.2815995,616.8782388
AT3G12030,110.0585255,110.6161496,115.4182029,153.3856336,144.9601181,137.2836258,136.8691523,125.7787837,143.5901003,135.5808612,155.4982648,159.6492929,146.9365946,153.9600148,143.8494002,123.5554007,122.9732091,105.9790663,156.6916489,158.6811773
AT3G12040,43.38391113,37.20934606,22.38178128,23.69053761,38.21249506,41.2940903,36.40230428,33.88979665,24.3629535,29.32471355,28.11340332,31.62964266,39.48967844,19.11338054,25.27952615,16.70350336,53.11698454,33.30976764,42.5648373,40.24634971
AT3G12050,558.5261335,511.047517,591.3885811,640.2350886,489.6055836,564.5334801,543.0000339,584.5656881,600.3742278,500.8047991,651.4332715,733.1700321,530.2444727,562.418215,620.67399,561.927592,527.6004819,520.4597489,558.7541423,513.3914592
AT3G12060,16.17887307,13.25018641,14.33104947,19.57864106,19.75976437,22.10407239,19.8399874,10.86832668,16.43737604,14.14609764,14.39096251,21.99665972,16.52816436,21.82009095,15.12432346,13.78575704,16.49384674,14.8186996,26.4757222,21.06877839
AT3G12070,60.08741694,63.82017967,72.03100456,101.258527,69.28456744,78.67300533,70.41575297,83.54820242,60.91601672,74.90159314,80.26975948,74.87428451,85.92340557,63.12392063,74.46083038,74.03789925,77.225637,62.84120934,81.25459993,72.58975849
AT3G12080,754.5095835,807.5831104,648.6242098,467.2016271,483.3590957,353.541238,467.231422,399.3996409,417.7855214,657.6400041,507.8792698,634.5982347,329.5821367,639.8915906,546.1580858,850.289783,532.5922427,692.6960359,455.9562202,510.9459299
AT3G12090,204.1506926,145.5811562,161.1598135,241.0386952,223.9751416,225.4463562,234.8964202,284.8241096,198.6054144,205.2195629,201.3865004,224.9959185,200.1841203,195.6160111,202.0686501,152.463414,209.9874374,150.541338,220.2759027,211.9097402
AT3G12100,166.3958774,176.1390988,168.7124437,131.3188248,146.3082206,210.4054534,178.1992551,177.0935381,167.9330165,182.8455614,175.0890951,148.2302778,161.1627302,165.9441279,165.145726,156.943225,154.3136465,132.1914404,171.7806943,173.8617315
AT3G12110,256.810644,338.6227489,457.6587078,677.9864686,446.5840483,386.9635762,456.3710894,668.16616,364.9793895,293.057306,418.6074972,265.6564578,475.6488416,405.5542253,396.5562312,421.6100171,425.4272364,604.9975594,464.6355455,603.6458674
AT3G12120,10437.78875,12604.69303,14612.68839,14919.13958,10777.5085,8559.48046,11153.49037,14115.37931,14886.51235,11701.43751,9643.925208,20641.80856,13352.45025,15198.1084,10470.39543,20384.86859,13116.70968,16154.27578,9643.977483,13983.36282
AT3G12130,335.7936388,370.6386983,322.4376969,387.9894864,333.0808373,339.7773292,331.017463,347.1446482,319.4274117,320.9731301,339.6988388,354.3697973,299.7215811,344.6372369,323.0422489,265.345418,349.5086763,342.617135,322.050147,309.608102
AT3G12140,540.8955925,520.0692305,495.0047595,455.3873884,525.6607546,558.4398205,528.922814,503.2257978,509.7973527,542.5608236,573.4296192,615.4487922,439.0794046,436.1187161,551.37078,485.3416643,490.7963142,503.3223197,595.5642845,483.8745141
AT3G12150,347.8212332,378.3989369,241.8235102,122.6181497,176.5238701,242.1957852,222.6644307,133.107602,198.1080468,231.4050533,166.7946975,147.7955629,196.5028037,117.2946054,213.6893595,193.01666,196.7832205,270.4134946,158.8200234,159.7176504
AT3G12170,21.80657341,8.904721265,17.7574561,17.58704306,22.4979017,18.20653391,11.07878387,6.808071872,17.36262813,14.21810361,7.879969573,11.47224609,15.68020609,17.36777712,12.6935345,7.812619073,17.78162191,12.39120573,16.21698228,19.33462176
AT3G12180,84.84778137,65.26637665,83.2312027,84.43453172,81.69685232,102.8425794,83.85739489,70.40720346,91.33591322,78.89331786,83.00189599,91.29909074,91.83217028,75.57497079,75.30407011,79.91337936,131.1294607,99.86985244,77.69944034,101.3114662
AT3G12200,335.2078111,311.7694109,317.1932134,313.0549835,310.0495471,295.4622587,288.8055157,221.5823739,294.3340252,284.4612141,292.9837601,294.1847548,234.870668,283.42059,280.4000975,298.0315264,277.121678,293.6378645,325.4437639,275.9419083
AT3G12210,191.0432909,169.606838,129.1465174,152.1911928,149.8401291,135.7027492,169.5471924,116.5672198,149.3284652,177.4605248,126.4272641,160.7867905,157.9049626,152.4079807,141.4215451,182.15665,155.7545755,137.4580376,164.5197365,96.38100834
AT3G12220,113.9195447,52.3716089,43.33013702,12.24747657,55.97025588,104.3804557,59.48500559,6.704057257,27.84348462,31.97702102,83.36950182,33.17790095,18.16224703,9.007586025,57.5931655,12.92769412,50.09343134,45.14009237,67.67430303,34.88296499
AT3G12250,154.8253749,169.6520434,149.8906571,127.1148245,153.7263509,160.7306365,131.8186896,126.5385216,139.2956628,127.7421389,162.7230971,174.8191024,127.4646971,117.4496206,134.8792784,139.8069068,148.1519361,123.999434,116.1984798,140.7267393
AT3G12260,576.7382545,535.2987613,609.4473887,713.5536595,681.2538665,801.6785374,732.6795132,798.7447767,704.0817817,623.0796498,560.7333103,607.4355975,788.8412831,675.6622622,575.9496155,608.0985625,806.9466873,707.6757779,760.7688978,859.2265439
AT3G12270,179.9972062,138.3112313,173.7692823,156.6334784,163.3456363,160.7357871,152.1004548,156.2518869,177.6409082,144.486825,168.7723062,273.6616775,176.2997548,170.0052655,176.4229769,145.8318717,194.3719275,184.0096348,175.0555179,198.4358861
AT3G12280,409.8682492,316.5134532,355.9831309,378.9484732,316.1227781,310.3236822,384.270949,342.290577,340.2388255,326.9885687,326.8545263,375.9742203,342.2284548,369.8260014,353.7282455,382.8077752,313.0724367,364.8603487,338.5838417,348.9110793
AT3G12290,579.1127447,693.1968198,593.6146736,686.0430506,577.0622263,682.3317105,653.9469738,725.6703263,656.1865464,738.978302,664.3252137,515.0522137,625.3446369,640.510118,752.0139863,633.0707476,572.1267537,594.7796277,678.4927633,728.6212312
AT3G12300,131.3481986,133.0927761,104.7321143,118.4367956,146.2530264,121.8896582,122.4440093,136.8701157,116.3548526,151.6786988,125.5114955,288.9887098,94.5847114,123.7857553,134.0118224,95.86487503,125.1351173,109.7775088,180.475702,120.6839962
AT3G12320,32.53843626,29.75723119,24.75212494,51.93780147,34.33321807,36.38998706,19.76227629,56.71313382,48.37149316,38.06133028,33.08919386,321.134619,45.17803684,48.4655116,59.7485027,67.01181668,14.86637209,38.56784811,28.68060001,27.52760724
AT3G12340,91.59926866,51.49279687,74.89773232,95.86598052,72.13117703,74.40663806,75.23617023,60.84537664,77.1817342,64.38870321,81.76462613,120.0544045,76.7882489,77.98357275,68.78400849,62.84929324,68.56818226,81.22283054,60.02112288,89.10633642
AT3G12350,305.7365588,265.1371832,217.1602191,212.3251353,271.588711,271.4528863,234.699273,219.5572628,243.1682796,228.4142768,265.3525392,329.1586588,248.849661,212.7197657,250.5640901,162.4326009,196.0021447,225.1201034,233.0663237,212.6931084
AT3G12360,736.2065237,691.8486207,719.1430681,590.3667366,657.2989874,605.5200509,582.4579621,628.9051461,562.9055357,676.8668677,774.8844178,726.2406068,538.4055256,577.6000822,740.4381825,642.2434704,617.6179853,668.1805366,612.0626694,569.789658
AT3G12370,192.9863217,191.7980217,188.8799621,231.7287399,179.1915673,177.2775955,183.1092877,210.0668735,213.8078335,194.1435796,198.077465,293.3982343,209.3714545,228.4484374,190.8826137,161.9481252,227.8239354,260.2698304,193.698086,302.62556
AT3G12380,237.5967846,193.7824797,177.3198595,178.2404611,155.4043427,172.7195391,154.2611046,176.6245237,189.2766744,160.3204022,201.444128,201.485476,145.9644864,175.4061902,165.0075055,166.097969,174.2809358,176.5747766,150.0401602,163.3226151
AT3G12390,1039.489251,894.1014489,998.850058,1024.611432,984.2880884,1090.576872,1012.82077,858.6959816,1023.020569,1013.37883,981.071146,972.0142057,1016.571704,1120.717031,921.0057904,791.7739147,1230.646336,1053.102424,998.6856931,1093.989844
AT3G12400,461.6452048,596.3074908,664.8461907,789.9531141,737.237271,518.2576114,642.11711,806.9136611,541.8024748,631.0011058,736.432552,636.4455897,638.7750383,712.1403747,794.6352668,808.2232254,638.4678634,789.5895517,635.6847415,779.0888442
AT3G12480,507.4295193,567.6465197,508.6132696,497.5860101,553.3260825,535.1440037,517.1273784,502.0946966,534.880101,611.5195722,572.8530123,566.2043756,439.8474413,449.3568925,551.5441176,540.7759771,560.1230385,471.4816361,580.3557985,406.6298993
AT3G12490,1140.258317,1252.805912,1099.021999,1809.68351,1253.222321,1389.935244,1197.477158,2469.925785,1410.443399,1319.799563,1712.582099,3240.462789,1409.362014,1993.211501,1488.527325,1628.521096,1289.37103,1224.917821,1961.012552,1641.997504
AT3G12500,455.8760626,417.8701167,720.8317226,1983.127082,769.3875661,863.0820148,639.5204522,1489.981025,1121.547831,527.6271554,607.5099042,1588.699616,1235.062688,1166.151444,550.2906409,1145.434321,797.1517214,641.8036696,881.5421672,741.3841089
AT3G12510,86.84054631,69.35105723,59.05390824,81.32868387,77.74993433,77.71070121,68.43022363,135.2723135,104.894584,66.77460361,65.99322487,310.5727079,99.18148759,111.132763,74.12443591,75.58112214,85.12157885,81.34008799,128.8924847,87.21338573
AT3G12520,49.6382683,47.38840359,79.04120849,168.7840416,66.26676799,68.12236672,72.14944392,134.8299453,85.62336523,74.63562074,61.89616153,96.55583711,87.1952448,150.1243427,54.61109237,167.754952,56.87021994,73.67845096,75.45428004,106.3744324
AT3G12530,34.46644804,30.15918122,35.57746947,28.48976572,26.60316772,35.11445445,50.09500017,37.11609571,27.87010808,26.10864382,25.65271117,41.87736239,33.09770748,26.8278704,26.02883597,30.11806417,31.95404569,25.71305803,26.39353062,32.24059092
AT3G12540,39.19593081,100.2604783,111.9712069,116.646695,131.7572977,185.4489834,167.7506588,115.7564354,107.8895369,64.83385844,162.9038723,64.95348292,88.57997583,89.49984083,138.9717381,52.85454459,110.1821841,47.40538399,105.9730323,115.0941031
AT3G12550,108.8913539,111.8956503,127.2598742,119.3785504,110.5577715,115.2067427,132.3518366,100.6459143,111.6695514,115.1408658,127.207631,85.88441028,118.8428523,97.47854693,126.9500793,124.7548704,106.2560877,121.576861,100.9407828,110.7669633
AT3G12560,477.4598999,636.6541507,597.1459364,450.1657651,522.8455967,594.010621,493.9999563,346.7269171,505.3582853,615.7184944,477.1218361,381.3578753,489.2892489,478.0526542,543.9025116,557.6447301,533.1951586,422.2798475,472.8514663,460.8562527
AT3G12570,643.4727982,687.6979587,686.3850833,722.2427647,740.4761085,679.6166998,713.4301525,786.2726028,664.4203893,762.9212567,700.1403778,744.0156853,654.8324458,682.0473883,827.8919021,648.9364555,629.7166994,682.5568499,742.1989556,690.7616325
AT3G12580,658.3521724,921.119702,1185.100124,1660.191917,750.8484804,682.965325,1140.670645,2098.328508,1402.568678,856.7585665,1009.423073,4660.00168,1201.033876,1099.012849,1702.003747,1644.639396,711.3880606,910.2646687,1210.947366,864.2867307
AT3G12590,421.7214023,443.604094,421.2855344,328.1280303,423.022614,392.5984525,443.153197,396.6846599,337.3932451,382.0043864,413.0723931,386.4046393,332.5480451,333.6644735,449.5654213,297.990682,429.8500971,396.4039264,383.0121628,450.421332
AT3G12600,537.5984133,490.4554662,434.254125,452.641395,553.7811994,539.4756656,547.7544481,420.1245049,437.1672046,488.676103,497.3196885,432.5474837,497.7975601,412.6094971,455.213677,415.0675148,501.8355975,418.5567298,458.7974006,495.8869129
AT3G12610,728.9377283,1221.043279,1063.048848,963.3632537,1325.280729,1371.205127,1509.194825,1000.717148,1020.844304,1505.78665,1120.378099,823.2626214,1547.244065,1049.430644,1182.357281,774.3327986,1363.680449,1167.92121,1130.51889,1585.903755
AT3G12620,424.3559266,494.098924,506.5618192,701.630262,507.0480812,492.1831513,553.4855493,524.1479657,481.6538843,510.9623281,553.8882457,567.7754468,480.9466248,455.9607126,492.7890084,590.5535137,486.506714,556.4582882,546.2671166,435.2661759
AT3G12630,1510.270497,1747.91097,1775.768998,2718.833532,2056.488513,1604.03943,1835.722121,2114.714616,1781.947642,1927.416767,1919.435561,1575.770756,2156.064312,2060.096963,1911.557209,2340.739244,2051.43488,2308.286804,2242.590465,2051.400866
AT3G12640,341.4397652,334.9679973,289.0776014,324.7516899,319.9686523,375.9774126,275.313443,333.6288818,329.4156919,319.7280099,354.3318693,397.0370273,288.3247264,331.5557381,360.0921436,317.718695,271.1272454,299.1307899,380.9213277,302.6562328
AT3G12650,192.8896544,161.8614775,171.8085134,129.7246257,193.7098617,206.8158992,168.8484156,177.2717845,141.8700934,156.8017925,158.791067,206.2221939,164.3823125,159.3853423,156.413319,106.8161424,185.5567413,182.4301794,178.7561988,165.7982251
AT3G12670,622.017621,514.5352068,511.5280605,578.1763242,509.7708258,509.018485,499.1922088,513.8964565,497.192426,567.7428036,567.2409648,841.5581949,474.7153691,668.9344486,508.1057439,507.7591694,559.2881464,550.9450729,501.919408,588.8146301
AT3G12680,285.135646,288.1532719,273.1732738,255.5422778,310.8918822,235.1526522,292.106084,277.0906311,275.611992,323.3574514,309.3905883,306.1550236,258.9426827,260.9537531,284.9070772,293.8749529,307.5388887,271.6525912,289.7092024,296.6340363
AT3G12685,67.66203661,44.59329073,32.21379944,24.7092453,28.99068218,19.16905775,27.58993776,10.82535021,34.68166602,38.44216188,30.71237028,15.79534095,43.16188151,30.05602873,34.83050482,69.03181768,36.63971221,41.90889877,33.69869441,24.43202039
AT3G12690,61.49162453,73.2990672,59.76900066,68.14582556,80.2026993,57.8381228,82.69031983,68.38654386,62.90380404,64.04447286,51.28616633,66.58980938,62.96457346,59.78393839,57.42045604,73.37584573,79.81925966,59.64699003,72.01493645,68.78278225
AT3G12700,719.0860958,624.3211955,1102.757527,1345.027211,987.8002964,1042.05364,1177.085205,1080.309274,764.9808463,676.8865764,1027.57148,620.5369238,893.6913732,1019.440533,793.8438964,578.5127752,887.9547537,964.1190074,1108.221537,1108.422057
AT3G12710,269.8994946,409.6386359,377.8905931,183.3808665,449.242959,535.0685448,542.4641976,313.5123324,443.7978503,571.0654127,402.1884737,253.2324962,526.1619779,384.7498849,412.011529,358.5633968,465.735492,430.7786728,455.5293661,447.0346788
AT3G12730,58.32482094,98.29962053,67.84939432,53.98209005,96.37392715,47.75268438,109.2476167,81.56831943,46.51664759,101.7872487,59.95117767,80.42499578,44.3223845,83.51089224,74.08014724,66.65886044,60.60924798,55.93161242,74.80383948,71.75714459
AT3G12740,652.1090377,754.170103,712.8852432,730.5137393,812.8186364,830.3299361,828.9997025,794.3582773,763.0354241,874.1546633,784.8612178,630.6566232,754.7971363,657.4742379,810.900898,741.6650934,710.6946345,727.185945,849.7587812,654.3991892
AT3G12750,35.37949856,58.75408593,156.7062162,189.5600787,143.6002812,126.7335876,129.0027558,213.0688008,138.7974513,87.93532593,138.6387005,122.215594,148.7580616,138.2584797,112.3165973,141.5409363,104.9422631,103.6806248,111.6725232,175.2938831
AT3G12760,808.0924645,913.8382615,900.3043115,914.1382748,923.3908932,914.7183134,857.3585871,1016.819193,893.6896087,856.6899656,918.5540348,1154.867149,923.7235018,1012.534061,909.9129973,907.4710169,865.4920691,836.2627408,965.4786596,959.5391086
